customer_release_recommendation,primary_blocker,phase6a_deployment_status,segment_calibration_deployed,auto_orders_approved,brain_feature_visibility_audit,adjacent_path_simulation,dag_kg_memory,store_reporting_loop,total_available_features,features_used_by_brain,features_excluded_legacy_limits,weak_history_rows,new_line_rows,adjacent_path_avg_confidence,false_zero_demand_risk_count,dag_coverage_score,kg_edge_count,ml_innovation_top_recommendation,notes
NO_RELEASE,no_segment_calibration_allowed_rows,PROPOSED_NOT_DEPLOYED,NO,NO,YES,YES,YES,PENDING_EXPORT,17,56,6,49834,32089,0.92338001721335,0,0.5,210978,adjacent_path_simulation,Phase 6B improves state representation; does not deploy Phase 6A calibration or auto-orders
