run_id,export_folder,reports_exported,missing_reports,qa_blockers,qa_warnings,release_recommendation,primary_blocker,phase6b_dag_coverage_score,phase6b_adjacent_path_avg_confidence
2026-06-23_phase6b01_operating_pack,promotions/priceline/772/2026-06-23_phase5y_operating_pack,PROMO_ORDER_PLAN.csv;PROMO_ERROR_RATE_DASHBOARD.csv;PROMO_RELEASE_GATE_SUMMARY.csv;PROMO_MANAGER_SUMMARY.csv;PROMO_BUYER_ACTION_PACK.xlsx;PROMO_SHADOW_TOP_100_REVIEW.xlsx;PROMO_REPORT_QA_SUMMARY.csv;PROMO_RUN_MANIFEST.csv;PROMO_FEATURE_VISIBILITY_AUDIT.csv;PROMO_ADJACENT_PATH_REVIEW.csv;PROMO_DAG_KG_COVERAGE_AUDIT.csv,,0,0,NO_RELEASE,no_segment_calibration_allowed_rows,0.5,0.9093997495303695
