sku_number,raw_model_order_units,target_order_units_to_hit_day_one_soh,current_recommended_order_units,proposed_commercial_recommended_order_units,raw_model_to_target_ratio,confidence_score,data_quality_score,promo_period_demand_source,proposed_order_policy
90151,0,1,0,0,0.0,66,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
192031,0,4,0,0,0.0,64,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
60630,0,6,0,0,0.0,39,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
191955,0,6,0,0,0.0,23,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
90348,0,5,0,0,0.0,23,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
90163,0,4,0,0,0.0,22,80.0,historical_units_same_discount_avg_fallback,raw_model_constrained
195157,0,5,0,0,0.0,22,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
66734,0,5,0,0,0.0,62,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
52114,0,5,0,0,0.0,28,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
24924,0,4,0,0,0.0,23,80.0,historical_units_same_discount_avg_fallback,raw_model_constrained
63112,0,5,0,0,0.0,64,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
66906,0,1,0,0,0.0,64,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
193142,0,4,0,0,0.0,63,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
483796,0,4,0,0,0.0,65,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
483648,0,5,0,0,0.0,64,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
198719,0,5,0,0,0.0,65,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
94566,0,5,0,0,0.0,65,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
22907,0,0,0,0,,64,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
88733,0,0,0,0,,64,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
366781,0,4,0,0,0.0,64,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
192342,0,5,0,0,0.0,63,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
37407,0,5,0,0,0.0,63,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
16565,0,0,0,0,,61,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
679024,0,2,0,0,0.0,59,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
38414,0,0,0,0,,52,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
38449,0,3,0,0,0.0,51,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
44251,0,4,0,0,0.0,51,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
192261,0,0,0,0,,50,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
7236,0,5,0,0,0.0,46,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
198464,0,5,0,0,0.0,44,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
199069,0,3,0,0,0.0,40,80.0,historical_units_same_discount_avg_fallback,raw_model_constrained
7235,0,4,0,0,0.0,40,80.0,historical_units_same_discount_avg_fallback,raw_model_constrained
92437,0,6,0,0,0.0,40,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
519480,0,5,0,0,0.0,40,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
94287,0,2,0,0,0.0,37,80.0,historical_units_same_discount_avg_fallback,raw_model_constrained
199407,0,5,0,0,0.0,33,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
584258,0,4,0,0,0.0,29,80.0,historical_units_same_discount_avg_fallback,raw_model_constrained
321338,0,1,0,0,0.0,28,80.0,historical_units_same_discount_avg_fallback,raw_model_constrained
197809,0,0,0,0,,28,80.0,historical_units_same_discount_avg_fallback,raw_model_constrained
188739,0,4,0,0,0.0,27,80.0,historical_units_same_discount_avg_fallback,raw_model_constrained
31522,0,3,0,0,0.0,27,80.0,historical_units_same_discount_avg_fallback,raw_model_constrained
193722,0,3,0,0,0.0,26,80.0,historical_units_same_discount_avg_fallback,raw_model_constrained
192806,0,5,0,0,0.0,26,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
192861,0,2,0,0,0.0,25,80.0,historical_units_same_discount_avg_fallback,raw_model_constrained
342491,0,3,0,0,0.0,25,80.0,historical_units_same_discount_avg_fallback,raw_model_constrained
195092,0,5,0,0,0.0,24,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
20842,0,3,0,0,0.0,23,80.0,historical_units_same_discount_avg_fallback,raw_model_constrained
188745,0,5,0,0,0.0,23,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
199949,0,3,0,0,0.0,22,80.0,historical_units_same_discount_avg_fallback,raw_model_constrained
195098,0,5,0,0,0.0,24,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
57314,0,4,0,0,0.0,23,80.0,historical_units_same_discount_avg_fallback,raw_model_constrained
36130,0,6,0,0,0.0,64,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
38582,0,5,0,0,0.0,64,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
34105,0,4,0,0,0.0,64,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
72982,0,4,0,0,0.0,23,80.0,historical_units_same_discount_avg_fallback,raw_model_constrained
380790,0,3,0,0,0.0,31,80.0,historical_units_same_discount_avg_fallback,raw_model_constrained
27983,0,2,0,0,0.0,68,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
92951,0,0,0,0,,63,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
191100,0,5,0,0,0.0,26,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
189519,7,30,7,7,0.233,67,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
195405,0,5,0,0,0.0,64,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
184854,0,4,0,0,0.0,66,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
94062,0,5,0,0,0.0,65,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
94073,0,5,0,0,0.0,65,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
39412,0,5,0,0,0.0,64,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
40164,0,4,0,0,0.0,59,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
94056,0,3,0,0,0.0,23,80.0,historical_units_same_discount_avg_fallback,raw_model_constrained
57315,0,4,0,0,0.0,22,80.0,historical_units_same_discount_avg_fallback,raw_model_constrained
93996,0,5,0,0,0.0,64,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
196004,0,4,0,0,0.0,64,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
52121,0,6,0,0,0.0,28,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
46573,0,5,0,0,0.0,28,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
369403,0,3,0,0,0.0,27,80.0,historical_units_same_discount_avg_fallback,raw_model_constrained
199058,0,4,0,0,0.0,64,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
185192,0,3,0,0,0.0,43,80.0,historical_units_same_discount_avg_fallback,raw_model_constrained
199068,0,3,0,0,0.0,23,80.0,historical_units_same_discount_avg_fallback,raw_model_constrained
198704,7,29,7,7,0.241,66,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
30537,7,28,7,7,0.25,67,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
57928,7,30,7,7,0.233,67,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
16527,8,43,8,8,0.186,28,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
192197,0,5,0,0,0.0,69,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
668814,0,4,0,0,0.0,69,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
15220,0,4,0,0,0.0,68,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
87608,0,4,0,0,0.0,67,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
32659,0,5,0,0,0.0,66,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
38584,0,3,0,0,0.0,65,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
96458,0,0,0,0,,64,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
96466,0,3,0,0,0.0,64,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
96503,0,3,0,0,0.0,64,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
96468,0,4,0,0,0.0,64,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
90110,0,4,0,0,0.0,62,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
74329,0,6,0,0,0.0,57,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
22400,0,5,0,0,0.0,57,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
67434,0,5,0,0,0.0,49,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
4306,0,1,0,0,0.0,48,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
186512,2,7,2,2,0.286,44,80.0,historical_units_same_discount_avg_fallback,raw_model_constrained
62912,0,5,0,0,0.0,42,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
90164,0,5,0,0,0.0,40,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
193613,0,6,0,0,0.0,31,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
65481,0,0,0,0,,29,80.0,historical_units_same_discount_avg_fallback,raw_model_constrained
26141,0,4,0,0,0.0,22,80.0,historical_units_same_discount_avg_fallback,raw_model_constrained
96150,0,4,0,0,0.0,21,80.0,historical_units_same_discount_avg_fallback,raw_model_constrained
195431,7,27,7,7,0.259,66,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
15769,7,31,7,7,0.226,64,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
193128,0,2,0,0,0.0,63,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
416917,0,6,0,0,0.0,24,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
192924,0,6,0,0,0.0,64,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
888133,0,5,0,0,0.0,62,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
55512,0,4,0,0,0.0,59,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
73205,0,4,0,0,0.0,54,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
400734,0,2,0,0,0.0,43,80.0,historical_units_same_discount_avg_fallback,raw_model_constrained
189601,0,4,0,0,0.0,37,80.0,historical_units_same_discount_avg_fallback,raw_model_constrained
35779,0,5,0,0,0.0,29,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
189242,0,4,0,0,0.0,66,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
57937,0,3,0,0,0.0,64,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
388823,0,5,0,0,0.0,65,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
36995,0,2,0,0,0.0,60,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
65591,0,0,0,0,,51,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
544795,0,2,0,0,0.0,43,80.0,historical_units_same_discount_avg_fallback,raw_model_constrained
307459,0,3,0,0,0.0,26,80.0,historical_units_same_discount_avg_fallback,raw_model_constrained
65843,0,5,0,0,0.0,23,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
459844,0,4,0,0,0.0,22,80.0,historical_units_same_discount_avg_fallback,raw_model_constrained
195241,0,5,0,0,0.0,22,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
195043,0,3,0,0,0.0,66,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
196001,0,3,0,0,0.0,64,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
195984,0,3,0,0,0.0,64,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
252668,0,4,0,0,0.0,51,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
234931,0,2,0,0,0.0,40,80.0,historical_units_same_discount_avg_fallback,raw_model_constrained
195406,0,3,0,0,0.0,51,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
189240,0,3,0,0,0.0,67,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
36116,0,5,0,0,0.0,39,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
36469,0,0,0,0,,66,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
199739,0,2,0,0,0.0,66,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
638411,0,0,0,0,,64,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
625,0,1,0,0,0.0,60,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
291252,0,4,0,0,0.0,58,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
95615,0,2,0,0,0.0,50,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
4662,0,4,0,0,0.0,42,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
38201,0,2,0,0,0.0,40,80.0,historical_units_same_discount_avg_fallback,raw_model_constrained
298352,0,2,0,0,0.0,40,80.0,historical_units_same_discount_avg_fallback,raw_model_constrained
197810,0,2,0,0,0.0,29,80.0,historical_units_same_discount_avg_fallback,raw_model_constrained
67025,0,0,0,0,,23,80.0,historical_units_same_discount_avg_fallback,raw_model_constrained
57612,7,31,7,7,0.226,67,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
259489,0,4,0,0,0.0,59,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
94071,9,38,9,9,0.237,67,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
22225,0,4,0,0,0.0,66,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
307351,0,5,0,0,0.0,39,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
38392,2,8,2,2,0.25,37,68.0,historical_units_same_discount_avg_fallback,raw_model_constrained
18260,0,2,0,0,0.0,67,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
46904,0,4,0,0,0.0,63,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
69751,0,5,0,0,0.0,47,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
67700,9,40,9,9,0.225,67,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
645745,7,27,7,7,0.259,65,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
68443,0,2,0,0,0.0,71,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
90147,0,4,0,0,0.0,66,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
55494,0,5,0,0,0.0,65,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
492817,0,2,0,0,0.0,64,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
195441,0,2,0,0,0.0,64,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
194085,0,5,0,0,0.0,57,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
195075,0,2,0,0,0.0,26,80.0,historical_units_same_discount_avg_fallback,raw_model_constrained
191949,0,4,0,0,0.0,24,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
16525,0,5,0,0,0.0,23,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
192176,2,8,2,2,0.25,25,68.0,historical_units_same_discount_avg_fallback,raw_model_constrained
419257,0,4,0,0,0.0,65,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
94565,0,0,0,0,,64,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
191947,0,1,0,0,0.0,62,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
893382,0,1,0,0,0.0,62,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
514063,0,3,0,0,0.0,62,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
67987,0,4,0,0,0.0,61,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
192093,0,4,0,0,0.0,56,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
190112,0,1,0,0,0.0,51,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
668566,0,3,0,0,0.0,30,80.0,historical_units_same_discount_avg_fallback,raw_model_constrained
90426,0,3,0,0,0.0,23,80.0,historical_units_same_discount_avg_fallback,raw_model_constrained
198935,0,3,0,0,0.0,59,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
65590,0,0,0,0,,57,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
65586,0,2,0,0,0.0,53,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
44743,0,2,0,0,0.0,51,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
41320,0,4,0,0,0.0,30,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
587982,0,5,0,0,0.0,25,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
93985,7,31,7,7,0.226,68,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
192940,7,29,7,7,0.241,67,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
93991,0,4,0,0,0.0,65,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
93980,0,2,0,0,0.0,64,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
46754,7,29,7,7,0.241,67,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
1229,7,31,7,7,0.226,66,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
46905,0,5,0,0,0.0,64,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
769886,0,4,0,0,0.0,65,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
68527,0,3,0,0,0.0,64,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
195046,0,1,0,0,0.0,64,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
195430,0,2,0,0,0.0,64,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
199957,0,2,0,0,0.0,22,80.0,historical_units_same_discount_avg_fallback,raw_model_constrained
195266,0,0,0,0,,64,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
483788,0,4,0,0,0.0,65,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
46772,0,5,0,0,0.0,64,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
189245,0,3,0,0,0.0,64,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
483699,0,4,0,0,0.0,32,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
66820,0,3,0,0,0.0,23,80.0,historical_units_same_discount_avg_fallback,raw_model_constrained
799718,13,61,13,13,0.213,67,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
73263,8,42,8,8,0.19,28,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
67696,7,29,7,7,0.241,68,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
90838,7,30,7,7,0.233,66,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
310832,7,30,7,7,0.233,65,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
32866,7,29,7,7,0.241,65,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
679208,7,31,7,7,0.226,65,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
19966,7,29,7,7,0.241,65,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
90149,7,29,7,7,0.241,63,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
974463,6,31,6,6,0.194,62,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
194050,6,29,6,6,0.207,54,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
94063,4,14,4,4,0.286,67,68.0,historical_units_same_discount_avg_fallback,raw_model_constrained
90851,2,8,2,2,0.25,32,68.0,historical_units_same_discount_avg_fallback,raw_model_constrained
89069,0,2,0,0,0.0,74,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
89070,0,1,0,0,0.0,73,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
63386,0,2,0,0,0.0,73,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
13652,0,4,0,0,0.0,72,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
198630,0,3,0,0,0.0,72,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
198636,0,0,0,0,,71,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
192126,0,2,0,0,0.0,71,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
89076,0,3,0,0,0.0,68,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
89074,0,4,0,0,0.0,67,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
48200,0,3,0,0,0.0,67,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
44001,0,3,0,0,0.0,67,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
192620,0,3,0,0,0.0,67,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
94576,0,4,0,0,0.0,66,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
94669,0,3,0,0,0.0,66,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
87463,0,3,0,0,0.0,66,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
94629,0,3,0,0,0.0,66,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
96635,0,3,0,0,0.0,66,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
30160,0,3,0,0,0.0,66,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
195990,0,1,0,0,0.0,66,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
98003,0,1,0,0,0.0,66,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
98004,0,1,0,0,0.0,66,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
22226,0,1,0,0,0.0,66,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
94477,0,4,0,0,0.0,65,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
193612,0,4,0,0,0.0,65,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
296780,0,4,0,0,0.0,65,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
94496,0,3,0,0,0.0,65,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
56032,0,3,0,0,0.0,65,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
56179,0,3,0,0,0.0,65,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
92516,0,3,0,0,0.0,65,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
184853,0,3,0,0,0.0,65,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
88099,0,0,0,0,,65,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
87747,0,0,0,0,,65,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
91481,0,0,0,0,,65,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
94495,0,2,0,0,0.0,65,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
90171,0,0,0,0,,65,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
94054,0,1,0,0,0.0,65,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
98033,0,1,0,0,0.0,65,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
98034,0,1,0,0,0.0,65,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
92518,0,1,0,0,0.0,65,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
92517,0,1,0,0,0.0,65,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
27192,0,0,0,0,,65,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
195117,0,3,0,0,0.0,64,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
92929,0,3,0,0,0.0,64,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
96601,0,3,0,0,0.0,64,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
96465,0,3,0,0,0.0,64,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
96460,0,3,0,0,0.0,64,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
15839,0,3,0,0,0.0,64,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
94068,0,3,0,0,0.0,64,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
55532,0,0,0,0,,64,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
94905,0,2,0,0,0.0,64,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
69726,0,0,0,0,,64,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
63080,0,0,0,0,,64,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
96447,0,1,0,0,0.0,64,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
96449,0,1,0,0,0.0,64,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
96459,0,1,0,0,0.0,64,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
188847,0,2,0,0,0.0,64,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
93986,0,1,0,0,0.0,64,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
90068,0,2,0,0,0.0,64,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
69244,0,1,0,0,0.0,64,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
94568,0,2,0,0,0.0,64,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
184834,0,4,0,0,0.0,63,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
94456,0,4,0,0,0.0,63,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
44022,0,3,0,0,0.0,63,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
94284,0,0,0,0,,63,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
98002,0,2,0,0,0.0,63,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
374849,0,4,0,0,0.0,62,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
310735,0,3,0,0,0.0,62,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
195134,0,2,0,0,0.0,62,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
192009,0,0,0,0,,62,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
27191,0,0,0,0,,62,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
199853,0,1,0,0,0.0,62,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
90438,0,1,0,0,0.0,61,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
87557,0,0,0,0,,61,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
90114,0,4,0,0,0.0,60,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
93296,0,3,0,0,0.0,60,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
59865,0,2,0,0,0.0,60,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
609900,0,0,0,0,,60,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
581747,0,0,0,0,,60,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
89071,0,4,0,0,0.0,59,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
94506,0,4,0,0,0.0,59,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
89772,0,3,0,0,0.0,59,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
490763,0,3,0,0,0.0,59,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
345008,0,3,0,0,0.0,59,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
98022,0,1,0,0,0.0,59,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
97129,0,1,0,0,0.0,59,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
67026,0,1,0,0,0.0,59,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
490755,0,2,0,0,0.0,59,86.0,historical_units_same_discount_avg_fallback,raw_model_constrained
