sku_number,raw_model_order_units,target_order_units_to_hit_day_one_soh,current_recommended_order_units,proposed_commercial_recommended_order_units,raw_model_to_target_ratio,confidence_score,data_quality_score,promo_period_demand_source,proposed_order_policy
188800,0,0,0,0,,65,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
94569,0,1,0,0,0.0,64,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
189592,0,0,0,0,,63,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
668236,0,0,0,0,,63,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
67988,0,1,0,0,0.0,62,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
195559,0,0,0,0,,59,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
41321,0,1,0,0,0.0,48,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
7531,0,2,0,0,0.0,68,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
7519,0,1,0,0,0.0,66,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
341559,0,2,0,0,0.0,64,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
974315,0,1,0,0,0.0,60,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
69749,0,1,0,0,0.0,59,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
24420,7,29,7,7,0.241,68,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
189264,0,1,0,0,0.0,64,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
90432,10,45,10,10,0.222,64,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
192839,7,30,7,7,0.233,72,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
94069,7,27,7,7,0.259,68,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
40169,7,28,7,7,0.25,68,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
41596,6,30,6,6,0.2,62,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
193697,6,28,6,6,0.214,62,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
184615,6,30,6,6,0.2,56,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
199759,0,0,0,0,,68,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
70449,0,0,0,0,,67,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
13563,0,0,0,0,,66,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
87609,0,0,0,0,,66,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
193317,0,0,0,0,,65,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
22220,0,0,0,0,,65,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
62235,0,0,0,0,,63,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
668020,0,1,0,0,0.0,62,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
102631,0,0,0,0,,62,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
189360,0,0,0,0,,61,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
667980,0,1,0,0,0.0,52,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
15138,0,1,0,0,0.0,45,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
192118,10,45,10,10,0.222,67,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
653048,7,29,7,7,0.241,67,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
67688,0,0,0,0,,65,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
197166,0,0,0,0,,63,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
199746,7,28,7,7,0.25,68,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
738,0,1,0,0,0.0,64,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
90111,0,0,0,0,,64,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
350181,0,1,0,0,0.0,51,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
66917,0,0,0,0,,68,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
70365,0,1,0,0,0.0,64,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
323608,9,52,9,9,0.173,28,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
806463,7,29,7,7,0.241,65,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
908223,0,1,0,0,0.0,68,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
198729,0,0,0,0,,67,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
198737,0,0,0,0,,67,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
37357,0,0,0,0,,67,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
13629,0,0,0,0,,65,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
191177,0,0,0,0,,65,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
198731,0,0,0,0,,64,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
307416,0,0,0,0,,60,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
199331,0,0,0,0,,58,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
56031,0,0,0,0,,56,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
196551,0,0,0,0,,52,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
13628,0,1,0,0,0.0,51,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
18877,0,1,0,0,0.0,64,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
483753,0,1,0,0,0.0,56,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
12039,0,0,0,0,,66,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
198712,0,0,0,0,,65,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
87606,0,0,0,0,,66,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
198726,0,0,0,0,,65,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
198725,0,0,0,0,,59,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
194088,0,1,0,0,0.0,56,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
36223,7,30,7,7,0.233,67,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
90160,7,28,7,7,0.25,68,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
14083,7,28,7,7,0.25,65,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
66788,7,28,7,7,0.25,63,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
195074,0,0,0,0,,72,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
195403,0,1,0,0,0.0,66,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
39401,0,0,0,0,,66,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
90159,0,0,0,0,,66,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
90168,0,1,0,0,0.0,65,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
199056,0,0,0,0,,65,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
188998,0,0,0,0,,65,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
185497,0,1,0,0,0.0,64,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
197172,0,1,0,0,0.0,62,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
191385,0,1,0,0,0.0,51,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
90162,0,1,0,0,0.0,46,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
542027,0,0,0,0,,65,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
51889,0,0,0,0,,64,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
195518,18,90,18,18,0.2,62,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
90794,7,29,7,7,0.241,69,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
38393,7,30,7,7,0.233,68,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
196050,6,28,6,6,0.214,62,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
188025,6,29,6,6,0.207,62,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
102634,6,29,6,6,0.207,61,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
185143,0,0,0,0,,69,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
93983,0,0,0,0,,67,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
22925,0,1,0,0,0.0,65,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
17553,0,0,0,0,,65,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
193057,0,1,0,0,0.0,52,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
67538,0,0,0,0,,51,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
199752,0,0,0,0,,69,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
87597,0,0,0,0,,68,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
199760,0,1,0,0,0.0,62,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
46884,0,0,0,0,,60,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
57138,0,0,0,0,,51,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
66928,7,29,7,7,0.241,67,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
87462,0,1,0,0,0.0,52,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
94766,7,29,7,7,0.241,69,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
521179,7,28,7,7,0.25,68,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
94869,7,29,7,7,0.241,63,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
95024,7,28,7,7,0.25,63,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
94872,7,29,7,7,0.241,63,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
188802,0,0,0,0,,69,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
668053,0,0,0,0,,68,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
198734,0,0,0,0,,67,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
62225,0,0,0,0,,67,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
192845,0,0,0,0,,66,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
195184,0,0,0,0,,66,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
90427,0,1,0,0,0.0,65,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
93458,0,0,0,0,,65,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
90112,0,0,0,0,,65,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
95057,0,0,0,0,,65,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
56529,0,0,0,0,,64,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
90795,0,0,0,0,,64,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
90109,0,0,0,0,,64,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
192847,0,0,0,0,,63,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
38457,0,0,0,0,,63,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
668988,0,0,0,0,,63,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
668012,0,0,0,0,,63,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
189591,0,0,0,0,,63,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
260843,0,0,0,0,,63,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
90484,0,1,0,0,0.0,62,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
668350,0,1,0,0,0.0,62,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
67912,0,0,0,0,,62,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
822876,0,0,0,0,,62,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
2708,0,0,0,0,,62,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
885711,0,0,0,0,,61,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
68445,0,0,0,0,,60,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
198710,0,0,0,0,,60,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
44199,0,0,0,0,,59,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
369365,0,1,0,0,0.0,57,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
17959,0,1,0,0,0.0,56,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
226173,0,1,0,0,0.0,55,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
192125,0,1,0,0,0.0,55,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
94040,0,1,0,0,0.0,53,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
38295,0,0,0,0,,53,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
891967,0,0,0,0,,53,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
74434,0,1,0,0,0.0,52,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
190140,0,0,0,0,,52,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
38425,0,0,0,0,,52,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
90466,0,0,0,0,,52,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
94037,0,1,0,0,0.0,51,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
70432,0,1,0,0,0.0,51,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
195089,0,0,0,0,,51,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
90437,0,0,0,0,,51,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
38294,0,0,0,0,,49,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
38296,0,0,0,0,,47,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
581402,0,0,0,0,,45,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
668509,0,0,0,0,,45,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
191173,0,0,0,0,,62,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
727,7,28,7,7,0.25,65,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
193290,0,0,0,0,,67,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
193285,0,0,0,0,,66,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
53928,0,0,0,0,,65,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
188024,0,1,0,0,0.0,64,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
18258,7,27,7,7,0.259,64,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
89056,0,0,0,0,,50,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
189263,0,1,0,0,0.0,67,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
192181,0,1,0,0,0.0,66,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
89626,0,0,0,0,,65,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
92706,0,0,0,0,,65,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
54483,0,0,0,0,,59,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
39403,7,29,7,7,0.241,67,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
198711,0,1,0,0,0.0,64,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
5196,0,1,0,0,0.0,56,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
193835,0,0,0,0,,55,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
94055,7,28,7,7,0.25,67,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
87610,7,30,7,7,0.233,67,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
192992,0,0,0,0,,67,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
94075,0,0,0,0,,65,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
94052,0,0,0,0,,64,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
94064,0,0,0,0,,64,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
520999,0,0,0,0,,63,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
41720,0,0,0,0,,62,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
66792,0,1,0,0,0.0,58,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
193065,0,0,0,0,,55,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
192214,0,0,0,0,,51,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
199134,0,1,0,0,0.0,50,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
196365,0,1,0,0,0.0,46,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
50677,0,1,0,0,0.0,46,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
193834,0,0,0,0,,63,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
93973,7,30,7,7,0.233,67,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
93971,7,28,7,7,0.25,67,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
93968,7,28,7,7,0.25,67,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
93997,7,26,7,7,0.269,67,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
196240,7,28,7,7,0.25,64,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
62977,6,30,6,6,0.2,62,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
54486,6,28,6,6,0.214,59,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
93989,0,1,0,0,0.0,64,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
94004,0,0,0,0,,64,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
7524,0,1,0,0,0.0,61,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
54484,0,1,0,0,0.0,60,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
88463,0,1,0,0,0.0,59,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
193061,0,1,0,0,0.0,58,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
66794,0,0,0,0,,56,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
54485,0,0,0,0,,51,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
186416,0,0,0,0,,48,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
41206,7,28,7,7,0.25,64,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
192994,7,28,7,7,0.25,66,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
198732,0,0,0,0,,68,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
193145,0,0,0,0,,64,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
96467,7,26,7,7,0.269,68,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
96499,7,26,7,7,0.269,68,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
96500,7,26,7,7,0.269,68,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
974412,7,27,7,7,0.259,68,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
194501,7,30,7,7,0.233,68,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
730,7,28,7,7,0.25,68,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
96475,7,27,7,7,0.259,67,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
96484,7,27,7,7,0.259,67,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
96486,7,29,7,7,0.241,67,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
30162,7,30,7,7,0.233,67,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
96154,7,27,7,7,0.259,64,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
54487,7,29,7,7,0.241,63,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
196233,0,0,0,0,,70,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
90148,0,1,0,0,0.0,67,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
96479,0,0,0,0,,67,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
94104,0,1,0,0,0.0,66,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
30163,0,0,0,0,,66,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
13630,0,0,0,0,,66,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
94691,0,0,0,0,,66,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
916730,0,1,0,0,0.0,65,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
69245,0,0,0,0,,65,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
96477,0,0,0,0,,65,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
96456,0,0,0,0,,65,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
197171,0,0,0,0,,65,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
96476,0,0,0,0,,64,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
94678,0,0,0,0,,64,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
94682,0,0,0,0,,64,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
96474,0,0,0,0,,64,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
187274,0,0,0,0,,64,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
34280,0,1,0,0,0.0,63,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
252767,0,0,0,0,,63,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
94102,0,0,0,0,,63,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
197588,0,1,0,0,0.0,62,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
14969,0,1,0,0,0.0,62,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
27928,0,0,0,0,,62,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
195258,0,0,0,0,,60,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
87648,0,1,0,0,0.0,59,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
196231,0,1,0,0,0.0,58,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
189683,0,0,0,0,,57,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
193063,0,1,0,0,0.0,56,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
34281,0,0,0,0,,56,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
192360,0,0,0,0,,56,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
522252,0,0,0,0,,55,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
368997,0,0,0,0,,55,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
95493,0,0,0,0,,54,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
65482,0,0,0,0,,53,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
868396,0,0,0,0,,52,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
196367,0,0,0,0,,52,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
307432,0,0,0,0,,51,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
196357,0,0,0,0,,50,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
198226,0,1,0,0,0.0,48,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
74389,0,1,0,0,0.0,48,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
96472,0,0,0,0,,48,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
195412,18,90,18,18,0.2,67,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
70390,0,0,0,0,,65,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
195443,7,28,7,7,0.25,69,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
89060,0,0,0,0,,67,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
90458,7,28,7,7,0.25,69,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
195943,0,1,0,0,0.0,68,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
54384,0,1,0,0,0.0,67,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
94767,0,0,0,0,,66,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
90433,0,0,0,0,,66,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
94706,0,0,0,0,,65,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
43537,0,0,0,0,,65,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
94761,0,0,0,0,,65,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
90482,0,1,0,0,0.0,64,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
94762,0,0,0,0,,64,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
185417,0,0,0,0,,63,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
668194,0,0,0,0,,63,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
189584,0,0,0,0,,63,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
71553,0,1,0,0,0.0,62,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
668731,0,1,0,0,0.0,62,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
193466,0,0,0,0,,53,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
94712,0,1,0,0,0.0,51,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
71549,0,0,0,0,,51,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
1230,0,0,0,0,,68,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
193143,4,14,4,4,0.286,68,68.0,historical_units_same_discount_avg_fallback,raw_model_constrained
24416,0,0,0,0,,68,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
56518,0,0,0,0,,64,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
94677,7,28,7,7,0.25,68,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
192929,7,30,7,7,0.233,67,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
194820,0,0,0,0,,65,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
192133,0,0,0,0,,65,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
192362,0,0,0,0,,65,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
199953,0,0,0,0,,64,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
198943,0,0,0,0,,64,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
192848,0,0,0,0,,63,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
87607,0,0,0,0,,63,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
193064,0,0,0,0,,62,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
52122,0,0,0,0,,58,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
39545,0,0,0,0,,57,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
52188,0,1,0,0,0.0,56,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
51926,0,1,0,0,0.0,54,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
24422,0,0,0,0,,67,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
39402,0,0,0,0,,65,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
27929,0,0,0,0,,65,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
197169,0,0,0,0,,63,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
186418,0,0,0,0,,63,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
34430,0,0,0,0,,63,76.0,historical_units_same_discount_avg_fallback,raw_model_constrained
67692,7,30,7,7,0.233,68,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
93974,7,28,7,7,0.25,67,68.0,historical_units_same_discount_avg_fallback,target_stock_review_range
