priority_rank,store_number,promotion_name,promotion_start_date,promotion_end_date,promotion_days,prediction_date,days_until_promotion_start,sku_number,sku_description,decision,recommendation_type,recommended_order_basis,raw_model_order_units,target_order_units_to_hit_day_one_soh,commercial_recommended_order_units,recommended_order_units,operator_review_order_low_units,operator_review_order_high_units,remaining_shortfall_after_commercial_recommendation_units,remaining_day_one_shortfall_units,commercial_coverage_ratio,recommendation_coverage_ratio,stock_target_conflict_flag,stock_target_conflict_reason,target_day_one_soh_units,projected_day_one_soh_before_order_units,projected_day_one_soh_after_recommended_order_units,current_soh_units,on_order_units,estimated_demand_before_promo_start_units,predicted_promo_period_sales_units,total_expected_demand_to_promo_end_units,target_stock_on_hand_at_promo_end_units,projected_stock_on_hand_at_promo_end_units,discount_percent,avg_promo_demand_same_discount_units,expected_gp_dollars,capital_at_risk_dollars,confidence_score,confidence_label,data_quality_score,data_quality_label,decision_quality_label,reason_demand,reason_stock,reason_order,reason_risk,reason_rejection_or_hold,human_review_required,review_reason,model_status,production_ordering_approved,customer_report_release_approved,operator_decision,operator_recommended_units,operator_notes,pre_promo_demand_source,promo_period_demand_source,promo_period_demand_source_quality,promo_period_demand_fallback_flag,promo_period_demand_warning,baseline_daily_rate_units,baseline_daily_source_days,order_units_source,confidence_source,raw_model_order_units_calc,commercial_recommended_order_units_calc,target_order_units_to_hit_day_one_soh_calc,remaining_day_one_shortfall_units_calc,recommendation_type_calc,recommended_order_basis_calc,recommendation_constraint_reason,stock_target_conflict_flag_calc,raw_model_to_target_ratio,proposed_order_policy,raw_projected_start_stock_before_floor_units,projected_start_stock_floor_units_removed,projected_start_stock_floored_flag,target_end_used_floor_2_flag,formula_optimal_reconciles,data_quality_penalties,unsafe_raw_expected_units_before_promo_start,contradiction_pre_promo_dominates_promo
20,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,16859,Lrp Anth Xl Ult Crm Spf50 50Ml,REVIEW,TARGET_STOCK_REVIEW_RANGE,none,0,114,0,0,0,114,114,114,0.0,0.0,1,target_stock_requires_more_than_model_order,114.524,0.905,0.905,4,0,3.095,21.667,24.762,92.857,-20.762,40.0,21.667,0.25,30.69,42,LOW,80.0,HIGH,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 0.9; target day-one SOH 114.5; target order requirement 114 units (current SOH 4, on-order 0, pre-promo demand 3.1)",Target order to hit day-one SOH: 114 units; raw model order: 0 units; commercial recommended order: 0 units; operator review range 0-114. Target stock requires more units than the model order; buyer must review the gap before ordering.,Stock target conflict: model order far below target stock requirement,,YES,risk_or_review_flag; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,historical_units_same_discount_avg_over_promo_days,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,3.095243,56,raw_model_order_units,model_confidence_percent,0,0,114,114,TARGET_STOCK_REVIEW_RANGE,none,target_stock_requires_more_than_model_order,1,0.0,target_stock_review_range,0.905,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback; review_flag,0,False
22,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,91149,Col Tp Adv Wht Baking Soda 180,REVIEW,TARGET_STOCK_REVIEW_RANGE,raw_model_order,16,111,16,16,16,111,95,95,0.144,0.144,1,target_stock_requires_more_than_model_order,111.0,0.0,16.0,3,0,3.0,21.0,24.0,90.0,-5.0,9.1,0.0,31.68,4.8,47,LOW,49.0,LOW,REVIEW_STOCK_GAP,Promo-period demand uses baseline daily rate floor because model promo forecast was flat or missing; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 0.0; target day-one SOH 111.0; target order requirement 111 units (current SOH 3, on-order 0, pre-promo demand 3.0)",Target order to hit day-one SOH: 111 units; raw model order: 16 units; commercial recommended order: 16 units; operator review range 16-111. Commercial recommendation partially covers target; remaining shortfall 95 units.,Stock target conflict: model order far below target stock requirement,,YES,risk_or_review_flag; unsafe_pre_promo_source_rejected; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,lead_up_demand_units_over_days_to_promo_start,baseline_daily_times_promotion_days_floor,LOW,YES,promo_demand_uses_baseline_daily_floor,3.0,56,raw_model_order_units,model_confidence_percent,16,16,111,95,TARGET_STOCK_REVIEW_RANGE,raw_model_order,target_stock_requires_more_than_model_order,1,0.144,target_stock_review_range,0.0,0.0,NO,NO,YES,missing_same_discount_history; promo_demand_baseline_floor; promo_period_demand_fallback; low_promo_period_demand_quality; review_flag; audit_source_pre_promo_mismatch,168,False
21,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,90912,Cerave Face Moist Lotion Spf50,REVIEW,TARGET_STOCK_REVIEW_RANGE,none,0,110,0,0,0,110,110,110,0.0,0.0,1,target_stock_requires_more_than_model_order,111.0,1.0,1.0,4,0,3.0,21.0,24.0,90.0,-20.0,40.0,21.0,0.1,21.93,50,MEDIUM,86.0,VERY_HIGH,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 1.0; target day-one SOH 111.0; target order requirement 110 units (current SOH 4, on-order 0, pre-promo demand 3.0)",Target order to hit day-one SOH: 110 units; raw model order: 0 units; commercial recommended order: 0 units; operator review range 0-110. Target stock requires more units than the model order; buyer must review the gap before ordering.,Stock target conflict: model order far below target stock requirement,,YES,promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,historical_units_same_discount_avg_over_promo_days,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,3.0,56,raw_model_order_units,model_confidence_percent,0,0,110,110,TARGET_STOCK_REVIEW_RANGE,none,target_stock_requires_more_than_model_order,1,0.0,target_stock_review_range,1.0,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback,0,False
24,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,92847,Cerave Hydrating Cleans Refill,REVIEW,TARGET_STOCK_REVIEW_RANGE,none,0,106,0,0,0,106,106,106,0.0,0.0,1,target_stock_requires_more_than_model_order,105.714,0.0,0.0,2,0,2.857,20.0,22.857,85.714,-20.0,40.0,20.0,0.09,14.96,25,VERY_LOW,86.0,VERY_HIGH,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 0.0; target day-one SOH 105.7; target order requirement 106 units (current SOH 2, on-order 0, pre-promo demand 2.9)",Target order to hit day-one SOH: 106 units; raw model order: 0 units; commercial recommended order: 0 units; operator review range 0-106. Target stock requires more units than the model order; buyer must review the gap before ordering.,Stock target conflict: model order far below target stock requirement,,YES,promo_period_demand_fallback; projected_start_stock_floored_flag; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,historical_units_same_discount_avg_over_promo_days,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,2.857143,56,raw_model_order_units,model_confidence_percent,0,0,106,106,TARGET_STOCK_REVIEW_RANGE,none,target_stock_requires_more_than_model_order,1,0.0,target_stock_review_range,-0.857,0.857,YES,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback,0,False
573,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,52115,Rexona W Apd Adv Shwr/F 220Ml,REVIEW,TARGET_STOCK_REVIEW_RANGE,raw_model_order,22,106,22,22,22,106,84,84,0.208,0.208,1,target_stock_requires_more_than_model_order,107.091,1.5,23.5,5,0,3.5,2.091,5.591,105.0,21.409,50.0,2.091,6.25,41.32,66,MEDIUM,68.0,MEDIUM,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 1.5; target day-one SOH 107.1; target order requirement 106 units (current SOH 5, on-order 0, pre-promo demand 3.5)",Target order to hit day-one SOH: 106 units; raw model order: 22 units; commercial recommended order: 22 units; operator review range 22-106. Commercial recommendation partially covers target; remaining shortfall 84 units.,Stock target conflict: model order far below target stock requirement,,YES,risk_or_review_flag; unsafe_pre_promo_source_rejected; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,lead_up_demand_units_over_days_to_promo_start,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,3.5,56,raw_model_order_units,model_confidence_percent,22,22,106,84,TARGET_STOCK_REVIEW_RANGE,raw_model_order,target_stock_requires_more_than_model_order,1,0.208,target_stock_review_range,1.5,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback; review_flag; audit_source_pre_promo_mismatch,196,False
23,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,188699,Cerave Hydrating Clns 473Ml,REVIEW,TARGET_STOCK_REVIEW_RANGE,none,0,103,0,0,0,103,103,103,0.0,0.0,1,target_stock_requires_more_than_model_order,105.714,3.143,3.143,6,0,2.857,20.0,22.857,85.714,-16.857,40.0,20.0,0.01,33.77,48,LOW,86.0,VERY_HIGH,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 3.1; target day-one SOH 105.7; target order requirement 103 units (current SOH 6, on-order 0, pre-promo demand 2.9)",Target order to hit day-one SOH: 103 units; raw model order: 0 units; commercial recommended order: 0 units; operator review range 0-103. Target stock requires more units than the model order; buyer must review the gap before ordering.,Stock target conflict: model order far below target stock requirement,,YES,promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,historical_units_same_discount_avg_over_promo_days,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,2.857143,56,raw_model_order_units,model_confidence_percent,0,0,103,103,TARGET_STOCK_REVIEW_RANGE,none,target_stock_requires_more_than_model_order,1,0.0,target_stock_review_range,3.143,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback,0,False
25,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,87550,Lrp Xl Wet Skin Spf 50+ 200Ml,REVIEW,TARGET_STOCK_REVIEW_RANGE,none,0,100,0,0,0,100,100,100,0.0,0.0,1,target_stock_requires_more_than_model_order,100.429,0.286,0.286,3,0,2.714,19.0,21.714,81.429,-18.714,40.0,19.0,0.02,24.95,40,LOW,80.0,HIGH,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 0.3; target day-one SOH 100.4; target order requirement 100 units (current SOH 3, on-order 0, pre-promo demand 2.7)",Target order to hit day-one SOH: 100 units; raw model order: 0 units; commercial recommended order: 0 units; operator review range 0-100. Target stock requires more units than the model order; buyer must review the gap before ordering.,Stock target conflict: model order far below target stock requirement,,YES,risk_or_review_flag; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,historical_units_same_discount_avg_over_promo_days,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,2.714286,56,raw_model_order_units,model_confidence_percent,0,0,100,100,TARGET_STOCK_REVIEW_RANGE,none,target_stock_requires_more_than_model_order,1,0.0,target_stock_review_range,0.286,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback; review_flag,0,False
26,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,188704,Cerave Foaming Cleanser 473Ml,REVIEW,TARGET_STOCK_REVIEW_RANGE,none,0,95,0,0,0,95,95,95,0.0,0.0,1,target_stock_requires_more_than_model_order,95.143,0.429,0.429,3,0,2.571,18.0,20.571,77.143,-17.571,40.0,18.0,0.02,13.23,49,LOW,86.0,VERY_HIGH,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 0.4; target day-one SOH 95.1; target order requirement 95 units (current SOH 3, on-order 0, pre-promo demand 2.6)",Target order to hit day-one SOH: 95 units; raw model order: 0 units; commercial recommended order: 0 units; operator review range 0-95. Target stock requires more units than the model order; buyer must review the gap before ordering.,Stock target conflict: model order far below target stock requirement,,YES,promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,historical_units_same_discount_avg_over_promo_days,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,2.571429,56,raw_model_order_units,model_confidence_percent,0,0,95,95,TARGET_STOCK_REVIEW_RANGE,none,target_stock_requires_more_than_model_order,1,0.0,target_stock_review_range,0.429,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback,0,False
27,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,88414,Es Lashes To Impress 03,REVIEW,TARGET_STOCK_REVIEW_RANGE,raw_model_order,15,92,15,15,15,92,77,77,0.163,0.163,1,target_stock_requires_more_than_model_order,92.5,0.5,15.5,3,0,2.5,17.5,20.0,75.0,-2.0,9.1,0.0,4.38,18.19,60,MEDIUM,49.0,LOW,REVIEW_STOCK_GAP,Promo-period demand uses baseline daily rate floor because model promo forecast was flat or missing; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 0.5; target day-one SOH 92.5; target order requirement 92 units (current SOH 3, on-order 0, pre-promo demand 2.5)",Target order to hit day-one SOH: 92 units; raw model order: 15 units; commercial recommended order: 15 units; operator review range 15-92. Commercial recommendation partially covers target; remaining shortfall 77 units.,Stock target conflict: model order far below target stock requirement,,YES,risk_or_review_flag; unsafe_pre_promo_source_rejected; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,lead_up_demand_units_over_days_to_promo_start,baseline_daily_times_promotion_days_floor,LOW,YES,promo_demand_uses_baseline_daily_floor,2.5,56,raw_model_order_units,model_confidence_percent,15,15,92,77,TARGET_STOCK_REVIEW_RANGE,raw_model_order,target_stock_requires_more_than_model_order,1,0.163,target_stock_review_range,0.5,0.0,NO,NO,YES,missing_same_discount_history; promo_demand_baseline_floor; promo_period_demand_fallback; low_promo_period_demand_quality; review_flag; audit_source_pre_promo_mismatch,140,False
1912,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,195518,Mf Fcefnty Cmpct 001,REVIEW,TARGET_STOCK_REVIEW_RANGE,raw_model_order,18,90,18,18,18,90,72,72,0.2,0.2,1,target_stock_requires_more_than_model_order,90.364,0.0,18.0,1,0,3.0,0.364,3.364,90.0,17.636,50.0,0.364,15.96,151.2,62,MEDIUM,68.0,MEDIUM,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 0.0; target day-one SOH 90.4; target order requirement 90 units (current SOH 1, on-order 0, pre-promo demand 3.0)",Target order to hit day-one SOH: 90 units; raw model order: 18 units; commercial recommended order: 18 units; operator review range 18-90. Commercial recommendation partially covers target; remaining shortfall 72 units.,Stock target conflict: model order far below target stock requirement,,YES,risk_or_review_flag; unsafe_pre_promo_source_rejected; promo_period_demand_fallback; projected_start_stock_floored_flag; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,lead_up_demand_units_over_days_to_promo_start,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,3.0,56,raw_model_order_units,model_confidence_percent,18,18,90,72,TARGET_STOCK_REVIEW_RANGE,raw_model_order,target_stock_requires_more_than_model_order,1,0.2,target_stock_review_range,-2.0,2.0,YES,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback; review_flag; audit_source_pre_promo_mismatch,168,True
2088,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,195412,Npmu Pro Fix Stick Cocoa,REVIEW,TARGET_STOCK_REVIEW_RANGE,raw_model_order,18,90,18,18,18,90,72,72,0.2,0.2,1,target_stock_requires_more_than_model_order,90.235,0.0,18.0,1,0,3.0,0.235,3.235,90.0,17.765,50.0,0.235,7.48,61.13,67,MEDIUM,68.0,MEDIUM,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 0.0; target day-one SOH 90.2; target order requirement 90 units (current SOH 1, on-order 0, pre-promo demand 3.0)",Target order to hit day-one SOH: 90 units; raw model order: 18 units; commercial recommended order: 18 units; operator review range 18-90. Commercial recommendation partially covers target; remaining shortfall 72 units.,Stock target conflict: model order far below target stock requirement,,YES,risk_or_review_flag; unsafe_pre_promo_source_rejected; promo_period_demand_fallback; projected_start_stock_floored_flag; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,lead_up_demand_units_over_days_to_promo_start,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,3.0,56,raw_model_order_units,model_confidence_percent,18,18,90,72,TARGET_STOCK_REVIEW_RANGE,raw_model_order,target_stock_requires_more_than_model_order,1,0.2,target_stock_review_range,-2.0,2.0,YES,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback; review_flag; audit_source_pre_promo_mismatch,168,True
31,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,92848,Cerave Moist Cream Refill,REVIEW,TARGET_STOCK_REVIEW_RANGE,raw_model_order,2,85,2,2,2,85,83,83,0.024,0.024,1,target_stock_requires_more_than_model_order,84.571,0.0,2.0,0,0,2.286,16.0,18.286,68.571,-14.0,40.0,16.0,0.13,16.42,26,VERY_LOW,80.0,HIGH,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 0.0; target day-one SOH 84.6; target order requirement 85 units (current SOH 0, on-order 0, pre-promo demand 2.3)",Target order to hit day-one SOH: 85 units; raw model order: 2 units; commercial recommended order: 2 units; operator review range 2-85. Commercial recommendation partially covers target; remaining shortfall 83 units.,Stock target conflict: model order far below target stock requirement,,YES,risk_or_review_flag; low_confidence_buy; promo_period_demand_fallback; projected_start_stock_floored_flag; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,historical_units_same_discount_avg_over_promo_days,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,2.285714,56,raw_model_order_units,model_confidence_percent,2,2,85,83,TARGET_STOCK_REVIEW_RANGE,raw_model_order,target_stock_requires_more_than_model_order,1,0.024,target_stock_review_range,-2.286,2.286,YES,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback; review_flag,0,False
30,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,90914,Cerave Int Moist Lotion 473,REVIEW,TARGET_STOCK_REVIEW_RANGE,none,0,84,0,0,0,84,84,84,0.0,0.0,1,target_stock_requires_more_than_model_order,84.571,0.714,0.714,3,0,2.286,16.0,18.286,68.571,-15.286,40.0,16.0,0.1,21.5,49,LOW,86.0,VERY_HIGH,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 0.7; target day-one SOH 84.6; target order requirement 84 units (current SOH 3, on-order 0, pre-promo demand 2.3)",Target order to hit day-one SOH: 84 units; raw model order: 0 units; commercial recommended order: 0 units; operator review range 0-84. Target stock requires more units than the model order; buyer must review the gap before ordering.,Stock target conflict: model order far below target stock requirement,,YES,promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,historical_units_same_discount_avg_over_promo_days,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,2.285714,56,raw_model_order_units,model_confidence_percent,0,0,84,84,TARGET_STOCK_REVIEW_RANGE,none,target_stock_requires_more_than_model_order,1,0.0,target_stock_review_range,0.714,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback,0,False
32,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,92849,Cerave Moist Lotion Refill,REVIEW,TARGET_STOCK_REVIEW_RANGE,none,0,82,0,0,0,82,82,82,0.0,0.0,1,target_stock_requires_more_than_model_order,84.571,2.714,2.714,5,0,2.286,16.0,18.286,68.571,-13.286,40.0,16.0,0.11,30.15,25,VERY_LOW,80.0,HIGH,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 2.7; target day-one SOH 84.6; target order requirement 82 units (current SOH 5, on-order 0, pre-promo demand 2.3)",Target order to hit day-one SOH: 82 units; raw model order: 0 units; commercial recommended order: 0 units; operator review range 0-82. Target stock requires more units than the model order; buyer must review the gap before ordering.,Stock target conflict: model order far below target stock requirement,,YES,risk_or_review_flag; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,historical_units_same_discount_avg_over_promo_days,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,2.285714,56,raw_model_order_units,model_confidence_percent,0,0,82,82,TARGET_STOCK_REVIEW_RANGE,none,target_stock_requires_more_than_model_order,1,0.0,target_stock_review_range,2.714,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback; review_flag,0,False
35,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,87418,Lrp Vitamin C12 Serum 30Ml,REVIEW,TARGET_STOCK_REVIEW_RANGE,none,0,78,0,0,0,78,78,78,0.0,0.0,1,target_stock_requires_more_than_model_order,79.286,0.857,0.857,3,0,2.143,15.0,17.143,64.286,-14.143,40.0,15.0,0.43,44.15,27,VERY_LOW,80.0,HIGH,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 0.9; target day-one SOH 79.3; target order requirement 78 units (current SOH 3, on-order 0, pre-promo demand 2.1)",Target order to hit day-one SOH: 78 units; raw model order: 0 units; commercial recommended order: 0 units; operator review range 0-78. Target stock requires more units than the model order; buyer must review the gap before ordering.,Stock target conflict: model order far below target stock requirement,,YES,risk_or_review_flag; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,historical_units_same_discount_avg_over_promo_days,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,2.142857,56,raw_model_order_units,model_confidence_percent,0,0,78,78,TARGET_STOCK_REVIEW_RANGE,none,target_stock_requires_more_than_model_order,1,0.0,target_stock_review_range,0.857,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback; review_flag,0,False
28,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,698571,Bioderma Sensibio H20 500Ml,REVIEW,TARGET_STOCK_REVIEW_RANGE,none,0,76,0,0,0,76,76,76,0.0,0.0,1,target_stock_requires_more_than_model_order,88.896,12.597,12.597,15,0,2.403,16.818,19.221,72.078,-4.221,40.0,16.818,0.12,157.91,33,LOW,80.0,HIGH,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 12.6; target day-one SOH 88.9; target order requirement 76 units (current SOH 15, on-order 0, pre-promo demand 2.4)",Target order to hit day-one SOH: 76 units; raw model order: 0 units; commercial recommended order: 0 units; operator review range 0-76. Target stock requires more units than the model order; buyer must review the gap before ordering.,Stock target conflict: model order far below target stock requirement,,YES,risk_or_review_flag; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,historical_units_same_discount_avg_over_promo_days,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,2.4026,56,raw_model_order_units,model_confidence_percent,0,0,76,76,TARGET_STOCK_REVIEW_RANGE,none,target_stock_requires_more_than_model_order,1,0.0,target_stock_review_range,12.597,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback; review_flag,0,False
34,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,27193,Lrp Anth D/T Spf50+ 50Ml,REVIEW,TARGET_STOCK_REVIEW_RANGE,none,0,76,0,0,0,76,76,76,0.0,0.0,1,target_stock_requires_more_than_model_order,81.047,4.81,4.81,7,0,2.19,15.333,17.523,65.714,-10.523,40.0,15.333,0.19,90.53,29,VERY_LOW,80.0,HIGH,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 4.8; target day-one SOH 81.0; target order requirement 76 units (current SOH 7, on-order 0, pre-promo demand 2.2)",Target order to hit day-one SOH: 76 units; raw model order: 0 units; commercial recommended order: 0 units; operator review range 0-76. Target stock requires more units than the model order; buyer must review the gap before ordering.,Stock target conflict: model order far below target stock requirement,,YES,risk_or_review_flag; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,historical_units_same_discount_avg_over_promo_days,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,2.190471,56,raw_model_order_units,model_confidence_percent,0,0,76,76,TARGET_STOCK_REVIEW_RANGE,none,target_stock_requires_more_than_model_order,1,0.0,target_stock_review_range,4.81,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback; review_flag,0,False
38,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,91058,Catr Allround Masc Ult Blk 010,REVIEW,TARGET_STOCK_REVIEW_RANGE,raw_model_order,12,74,12,12,12,74,62,62,0.162,0.162,1,target_stock_requires_more_than_model_order,74.0,0.0,12.0,2,0,2.0,14.0,16.0,60.0,-2.0,9.1,0.0,4.0,16.34,67,MEDIUM,49.0,LOW,REVIEW_STOCK_GAP,Promo-period demand uses baseline daily rate floor because model promo forecast was flat or missing; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 0.0; target day-one SOH 74.0; target order requirement 74 units (current SOH 2, on-order 0, pre-promo demand 2.0)",Target order to hit day-one SOH: 74 units; raw model order: 12 units; commercial recommended order: 12 units; operator review range 12-74. Commercial recommendation partially covers target; remaining shortfall 62 units.,Stock target conflict: model order far below target stock requirement,,YES,risk_or_review_flag; unsafe_pre_promo_source_rejected; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,lead_up_demand_units_over_days_to_promo_start,baseline_daily_times_promotion_days_floor,LOW,YES,promo_demand_uses_baseline_daily_floor,2.0,56,raw_model_order_units,model_confidence_percent,12,12,74,62,TARGET_STOCK_REVIEW_RANGE,raw_model_order,target_stock_requires_more_than_model_order,1,0.162,target_stock_review_range,0.0,0.0,NO,NO,YES,missing_same_discount_history; promo_demand_baseline_floor; promo_period_demand_fallback; low_promo_period_demand_quality; review_flag; audit_source_pre_promo_mismatch,112,False
