priority_rank,store_number,promotion_name,promotion_start_date,promotion_end_date,promotion_days,prediction_date,days_until_promotion_start,sku_number,sku_description,decision,recommendation_type,recommended_order_basis,raw_model_order_units,target_order_units_to_hit_day_one_soh,commercial_recommended_order_units,recommended_order_units,operator_review_order_low_units,operator_review_order_high_units,remaining_shortfall_after_commercial_recommendation_units,remaining_day_one_shortfall_units,commercial_coverage_ratio,recommendation_coverage_ratio,stock_target_conflict_flag,stock_target_conflict_reason,target_day_one_soh_units,projected_day_one_soh_before_order_units,projected_day_one_soh_after_recommended_order_units,current_soh_units,on_order_units,estimated_demand_before_promo_start_units,predicted_promo_period_sales_units,total_expected_demand_to_promo_end_units,target_stock_on_hand_at_promo_end_units,projected_stock_on_hand_at_promo_end_units,discount_percent,avg_promo_demand_same_discount_units,expected_gp_dollars,capital_at_risk_dollars,confidence_score,confidence_label,data_quality_score,data_quality_label,decision_quality_label,reason_demand,reason_stock,reason_order,reason_risk,reason_rejection_or_hold,human_review_required,review_reason,model_status,production_ordering_approved,customer_report_release_approved,operator_decision,operator_recommended_units,operator_notes,pre_promo_demand_source,promo_period_demand_source,promo_period_demand_source_quality,promo_period_demand_fallback_flag,promo_period_demand_warning,baseline_daily_rate_units,baseline_daily_source_days,order_units_source,confidence_source,raw_model_order_units_calc,commercial_recommended_order_units_calc,target_order_units_to_hit_day_one_soh_calc,remaining_day_one_shortfall_units_calc,recommendation_type_calc,recommended_order_basis_calc,recommendation_constraint_reason,stock_target_conflict_flag_calc,raw_model_to_target_ratio,proposed_order_policy,raw_projected_start_stock_before_floor_units,projected_start_stock_floor_units_removed,projected_start_stock_floored_flag,target_end_used_floor_2_flag,formula_optimal_reconciles,data_quality_penalties,unsafe_raw_expected_units_before_promo_start,contradiction_pre_promo_dominates_promo
1098,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,799718,Rosehip By Essano Oil 45Ml,REVIEW,TARGET_STOCK_REVIEW_RANGE,raw_model_order,13,61,13,13,13,61,48,48,0.213,0.213,1,target_stock_requires_more_than_model_order,61.0,0.0,13.0,2,0,2.0,1.0,3.0,60.0,12.0,50.0,1.0,12.64,75.97,67,MEDIUM,68.0,MEDIUM,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 0.0; target day-one SOH 61.0; target order requirement 61 units (current SOH 2, on-order 0, pre-promo demand 2.0)",Target order to hit day-one SOH: 61 units; raw model order: 13 units; commercial recommended order: 13 units; operator review range 13-61. Commercial recommendation partially covers target; remaining shortfall 48 units.,Stock target conflict: model order far below target stock requirement,,YES,risk_or_review_flag; unsafe_pre_promo_source_rejected; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,lead_up_demand_units_over_days_to_promo_start,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,2.0,56,raw_model_order_units,model_confidence_percent,13,13,61,48,TARGET_STOCK_REVIEW_RANGE,raw_model_order,target_stock_requires_more_than_model_order,1,0.213,target_stock_review_range,0.0,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback; review_flag; audit_source_pre_promo_mismatch,112,False
55,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,63079,Npmu Brow Glue Stick,REVIEW,TARGET_STOCK_REVIEW_RANGE,none,0,60,0,0,0,60,60,60,0.0,0.0,1,target_stock_requires_more_than_model_order,61.874,2.328,2.328,1,3,1.672,11.706,13.378,50.168,-9.378,50.0,11.706,0.05,11.4,39,LOW,80.0,HIGH,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 2.3; target day-one SOH 61.9; target order requirement 60 units (current SOH 1, on-order 3, pre-promo demand 1.7)",Target order to hit day-one SOH: 60 units; raw model order: 0 units; commercial recommended order: 0 units; operator review range 0-60. Target stock requires more units than the model order; buyer must review the gap before ordering.,Stock target conflict: model order far below target stock requirement,,YES,risk_or_review_flag; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,historical_units_same_discount_avg_over_promo_days,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,1.672271,56,raw_model_order_units,model_confidence_percent,0,0,60,60,TARGET_STOCK_REVIEW_RANGE,none,target_stock_requires_more_than_model_order,1,0.0,target_stock_review_range,2.328,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback; review_flag,0,False
56,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,193203,May Ls Sky High Wsh,REVIEW,TARGET_STOCK_REVIEW_RANGE,none,0,60,0,0,0,60,60,60,0.0,0.0,1,target_stock_requires_more_than_model_order,61.506,1.338,1.338,3,0,1.662,11.636,13.298,49.87,-10.298,50.0,11.636,0.05,13.78,27,VERY_LOW,80.0,HIGH,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 1.3; target day-one SOH 61.5; target order requirement 60 units (current SOH 3, on-order 0, pre-promo demand 1.7)",Target order to hit day-one SOH: 60 units; raw model order: 0 units; commercial recommended order: 0 units; operator review range 0-60. Target stock requires more units than the model order; buyer must review the gap before ordering.,Stock target conflict: model order far below target stock requirement,,YES,risk_or_review_flag; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,historical_units_same_discount_avg_over_promo_days,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,1.662343,56,raw_model_order_units,model_confidence_percent,0,0,60,60,TARGET_STOCK_REVIEW_RANGE,none,target_stock_requires_more_than_model_order,1,0.0,target_stock_review_range,1.338,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback; review_flag,0,False
1581,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,88458,Mf Divine Lashes Rich Blk,REVIEW,TARGET_STOCK_REVIEW_RANGE,raw_model_order,12,60,12,12,12,60,48,48,0.2,0.2,1,target_stock_requires_more_than_model_order,60.636,1.0,13.0,3,0,2.0,0.636,2.636,60.0,12.364,50.0,0.636,18.69,66.81,59,MEDIUM,68.0,MEDIUM,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 1.0; target day-one SOH 60.6; target order requirement 60 units (current SOH 3, on-order 0, pre-promo demand 2.0)",Target order to hit day-one SOH: 60 units; raw model order: 12 units; commercial recommended order: 12 units; operator review range 12-60. Commercial recommendation partially covers target; remaining shortfall 48 units.,Stock target conflict: model order far below target stock requirement,,YES,risk_or_review_flag; unsafe_pre_promo_source_rejected; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,lead_up_demand_units_over_days_to_promo_start,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,2.0,56,raw_model_order_units,model_confidence_percent,12,12,60,48,TARGET_STOCK_REVIEW_RANGE,raw_model_order,target_stock_requires_more_than_model_order,1,0.2,target_stock_review_range,1.0,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback; review_flag; audit_source_pre_promo_mismatch,112,True
1646,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,67690,Rim Btw Pro Pncl Ash Brown,REVIEW,TARGET_STOCK_REVIEW_RANGE,raw_model_order,12,60,12,12,12,60,48,48,0.2,0.2,1,target_stock_requires_more_than_model_order,60.562,1.0,13.0,3,0,2.0,0.562,2.562,60.0,12.438,50.0,0.562,6.6,17.89,66,MEDIUM,68.0,MEDIUM,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 1.0; target day-one SOH 60.6; target order requirement 60 units (current SOH 3, on-order 0, pre-promo demand 2.0)",Target order to hit day-one SOH: 60 units; raw model order: 12 units; commercial recommended order: 12 units; operator review range 12-60. Commercial recommendation partially covers target; remaining shortfall 48 units.,Stock target conflict: model order far below target stock requirement,,YES,risk_or_review_flag; unsafe_pre_promo_source_rejected; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,lead_up_demand_units_over_days_to_promo_start,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,2.0,56,raw_model_order_units,model_confidence_percent,12,12,60,48,TARGET_STOCK_REVIEW_RANGE,raw_model_order,target_stock_requires_more_than_model_order,1,0.2,target_stock_review_range,1.0,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback; review_flag; audit_source_pre_promo_mismatch,112,True
46,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,478354,Es Long Lasting Eye Pencil 01,REVIEW,TARGET_STOCK_REVIEW_RANGE,raw_model_order,12,59,12,12,12,59,47,47,0.203,0.203,1,target_stock_requires_more_than_model_order,67.393,8.179,20.179,10,0,1.821,12.75,14.571,54.643,7.429,9.1,0.0,12.7,9.68,67,MEDIUM,49.0,LOW,REVIEW_STOCK_GAP,Promo-period demand uses baseline daily rate floor because model promo forecast was flat or missing; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 8.2; target day-one SOH 67.4; target order requirement 59 units (current SOH 10, on-order 0, pre-promo demand 1.8)",Target order to hit day-one SOH: 59 units; raw model order: 12 units; commercial recommended order: 12 units; operator review range 12-59. Commercial recommendation partially covers target; remaining shortfall 47 units.,Stock target conflict: model order far below target stock requirement,,YES,risk_or_review_flag; unsafe_pre_promo_source_rejected; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,lead_up_demand_units_over_days_to_promo_start,baseline_daily_times_promotion_days_floor,LOW,YES,promo_demand_uses_baseline_daily_floor,1.821429,56,raw_model_order_units,model_confidence_percent,12,12,59,47,TARGET_STOCK_REVIEW_RANGE,raw_model_order,target_stock_requires_more_than_model_order,1,0.203,target_stock_review_range,8.179,0.0,NO,NO,YES,missing_same_discount_history; promo_demand_baseline_floor; promo_period_demand_fallback; low_promo_period_demand_quality; review_flag; audit_source_pre_promo_mismatch,102,False
58,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,87417,Cerave Oil Control Gel 52Ml,REVIEW,TARGET_STOCK_REVIEW_RANGE,none,0,58,0,0,0,58,58,58,0.0,0.0,1,target_stock_requires_more_than_model_order,58.143,0.429,0.429,2,0,1.571,11.0,12.571,47.143,-10.571,40.0,11.0,0.02,13.7,49,LOW,86.0,VERY_HIGH,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 0.4; target day-one SOH 58.1; target order requirement 58 units (current SOH 2, on-order 0, pre-promo demand 1.6)",Target order to hit day-one SOH: 58 units; raw model order: 0 units; commercial recommended order: 0 units; operator review range 0-58. Target stock requires more units than the model order; buyer must review the gap before ordering.,Stock target conflict: model order far below target stock requirement,,YES,promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,historical_units_same_discount_avg_over_promo_days,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,1.571429,56,raw_model_order_units,model_confidence_percent,0,0,58,58,TARGET_STOCK_REVIEW_RANGE,none,target_stock_requires_more_than_model_order,1,0.0,target_stock_review_range,0.429,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback,0,False
53,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,199243,Cerave Rep Balm 88Ml,REVIEW,TARGET_STOCK_REVIEW_RANGE,none,0,57,0,0,0,57,57,57,0.0,0.0,1,target_stock_requires_more_than_model_order,63.429,6.286,6.286,8,0,1.714,12.0,13.714,51.429,-5.714,40.0,12.0,0.01,93.26,21,VERY_LOW,80.0,HIGH,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 6.3; target day-one SOH 63.4; target order requirement 57 units (current SOH 8, on-order 0, pre-promo demand 1.7)",Target order to hit day-one SOH: 57 units; raw model order: 0 units; commercial recommended order: 0 units; operator review range 0-57. Target stock requires more units than the model order; buyer must review the gap before ordering.,Stock target conflict: model order far below target stock requirement,,YES,risk_or_review_flag; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,historical_units_same_discount_avg_over_promo_days,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,1.714286,56,raw_model_order_units,model_confidence_percent,0,0,57,57,TARGET_STOCK_REVIEW_RANGE,none,target_stock_requires_more_than_model_order,1,0.0,target_stock_review_range,6.286,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback; review_flag,0,False
60,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,195091,Cerave Blem Cntrl Ret Srm 30Ml,REVIEW,TARGET_STOCK_REVIEW_RANGE,none,0,57,0,0,0,57,57,57,0.0,0.0,1,target_stock_requires_more_than_model_order,58.143,1.429,1.429,3,0,1.571,11.0,12.571,47.143,-9.571,40.0,11.0,0.03,26.6,41,LOW,80.0,HIGH,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 1.4; target day-one SOH 58.1; target order requirement 57 units (current SOH 3, on-order 0, pre-promo demand 1.6)",Target order to hit day-one SOH: 57 units; raw model order: 0 units; commercial recommended order: 0 units; operator review range 0-57. Target stock requires more units than the model order; buyer must review the gap before ordering.,Stock target conflict: model order far below target stock requirement,,YES,risk_or_review_flag; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,historical_units_same_discount_avg_over_promo_days,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,1.571429,56,raw_model_order_units,model_confidence_percent,0,0,57,57,TARGET_STOCK_REVIEW_RANGE,none,target_stock_requires_more_than_model_order,1,0.0,target_stock_review_range,1.429,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback; review_flag,0,False
61,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,94903,Lrp Hyaluron Serum 30Ml,REVIEW,TARGET_STOCK_REVIEW_RANGE,none,0,57,0,0,0,57,57,57,0.0,0.0,1,target_stock_requires_more_than_model_order,58.143,1.429,1.429,3,0,1.571,11.0,12.571,47.143,-9.571,40.0,11.0,0.22,42.26,31,LOW,80.0,HIGH,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 1.4; target day-one SOH 58.1; target order requirement 57 units (current SOH 3, on-order 0, pre-promo demand 1.6)",Target order to hit day-one SOH: 57 units; raw model order: 0 units; commercial recommended order: 0 units; operator review range 0-57. Target stock requires more units than the model order; buyer must review the gap before ordering.,Stock target conflict: model order far below target stock requirement,,YES,risk_or_review_flag; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,historical_units_same_discount_avg_over_promo_days,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,1.571429,56,raw_model_order_units,model_confidence_percent,0,0,57,57,TARGET_STOCK_REVIEW_RANGE,none,target_stock_requires_more_than_model_order,1,0.0,target_stock_review_range,1.429,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback; review_flag,0,False
63,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,20798,Garn Micellar Water 700Ml,REVIEW,TARGET_STOCK_REVIEW_RANGE,none,0,57,0,0,0,57,57,57,0.0,0.0,1,target_stock_requires_more_than_model_order,56.969,0.46,0.46,2,0,1.54,10.778,12.318,46.191,-10.318,50.0,10.778,0.04,16.79,26,VERY_LOW,86.0,VERY_HIGH,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 0.5; target day-one SOH 57.0; target order requirement 57 units (current SOH 2, on-order 0, pre-promo demand 1.5)",Target order to hit day-one SOH: 57 units; raw model order: 0 units; commercial recommended order: 0 units; operator review range 0-57. Target stock requires more units than the model order; buyer must review the gap before ordering.,Stock target conflict: model order far below target stock requirement,,YES,promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,historical_units_same_discount_avg_over_promo_days,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,1.539686,56,raw_model_order_units,model_confidence_percent,0,0,57,57,TARGET_STOCK_REVIEW_RANGE,none,target_stock_requires_more_than_model_order,1,0.0,target_stock_review_range,0.46,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback,0,False
47,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,445650,Neut Mur Wipes Night Calm 25,REVIEW,TARGET_STOCK_REVIEW_RANGE,none,0,56,0,0,0,56,56,56,0.0,0.0,1,target_stock_requires_more_than_model_order,66.953,11.19,11.19,13,0,1.81,12.667,14.477,54.286,-1.477,40.0,12.667,0.03,40.16,21,VERY_LOW,80.0,HIGH,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 11.2; target day-one SOH 67.0; target order requirement 56 units (current SOH 13, on-order 0, pre-promo demand 1.8)",Target order to hit day-one SOH: 56 units; raw model order: 0 units; commercial recommended order: 0 units; operator review range 0-56. Target stock requires more units than the model order; buyer must review the gap before ordering.,Stock target conflict: model order far below target stock requirement,,YES,risk_or_review_flag; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,historical_units_same_discount_avg_over_promo_days,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,1.809529,56,raw_model_order_units,model_confidence_percent,0,0,56,56,TARGET_STOCK_REVIEW_RANGE,none,target_stock_requires_more_than_model_order,1,0.0,target_stock_review_range,11.19,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback; review_flag,0,False
62,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,188716,Cerave Renew Sa Foot Crm 88Ml,REVIEW,TARGET_STOCK_REVIEW_RANGE,none,0,55,0,0,0,55,55,55,0.0,0.0,1,target_stock_requires_more_than_model_order,58.143,3.429,3.429,5,0,1.571,11.0,12.571,47.143,-7.571,40.0,11.0,0.01,25.58,25,VERY_LOW,80.0,HIGH,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 3.4; target day-one SOH 58.1; target order requirement 55 units (current SOH 5, on-order 0, pre-promo demand 1.6)",Target order to hit day-one SOH: 55 units; raw model order: 0 units; commercial recommended order: 0 units; operator review range 0-55. Target stock requires more units than the model order; buyer must review the gap before ordering.,Stock target conflict: model order far below target stock requirement,,YES,risk_or_review_flag; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,historical_units_same_discount_avg_over_promo_days,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,1.571429,56,raw_model_order_units,model_confidence_percent,0,0,55,55,TARGET_STOCK_REVIEW_RANGE,none,target_stock_requires_more_than_model_order,1,0.0,target_stock_review_range,3.429,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback; review_flag,0,False
59,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,192050,Cerave Renewing Vitamin C 30Ml,REVIEW,TARGET_STOCK_REVIEW_RANGE,none,0,54,0,0,0,54,54,54,0.0,0.0,1,target_stock_requires_more_than_model_order,58.143,4.429,4.429,6,0,1.571,11.0,12.571,47.143,-6.571,40.0,11.0,0.04,73.31,46,LOW,86.0,VERY_HIGH,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 4.4; target day-one SOH 58.1; target order requirement 54 units (current SOH 6, on-order 0, pre-promo demand 1.6)",Target order to hit day-one SOH: 54 units; raw model order: 0 units; commercial recommended order: 0 units; operator review range 0-54. Target stock requires more units than the model order; buyer must review the gap before ordering.,Stock target conflict: model order far below target stock requirement,,YES,promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,historical_units_same_discount_avg_over_promo_days,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,1.571429,56,raw_model_order_units,model_confidence_percent,0,0,54,54,TARGET_STOCK_REVIEW_RANGE,none,target_stock_requires_more_than_model_order,1,0.0,target_stock_review_range,4.429,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback,0,False
65,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,612448,Neut Mur Wipes Regular 25,REVIEW,TARGET_STOCK_REVIEW_RANGE,none,0,54,0,0,0,54,54,54,0.0,0.0,1,target_stock_requires_more_than_model_order,56.381,2.476,2.476,4,0,1.524,10.667,12.191,45.714,-8.191,40.0,10.667,0.02,9.36,26,VERY_LOW,80.0,HIGH,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 2.5; target day-one SOH 56.4; target order requirement 54 units (current SOH 4, on-order 0, pre-promo demand 1.5)",Target order to hit day-one SOH: 54 units; raw model order: 0 units; commercial recommended order: 0 units; operator review range 0-54. Target stock requires more units than the model order; buyer must review the gap before ordering.,Stock target conflict: model order far below target stock requirement,,YES,risk_or_review_flag; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,historical_units_same_discount_avg_over_promo_days,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,1.523814,56,raw_model_order_units,model_confidence_percent,0,0,54,54,TARGET_STOCK_REVIEW_RANGE,none,target_stock_requires_more_than_model_order,1,0.0,target_stock_review_range,2.476,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback; review_flag,0,False
67,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,37987,Garn H/Bomb Eye Mask Orng Juic,REVIEW,TARGET_STOCK_REVIEW_RANGE,none,0,54,0,0,0,54,54,54,0.0,0.0,1,target_stock_requires_more_than_model_order,55.5,1.5,1.5,3,0,1.5,10.5,12.0,45.0,-9.0,50.1,10.5,0.01,3.65,25,VERY_LOW,80.0,HIGH,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 1.5; target day-one SOH 55.5; target order requirement 54 units (current SOH 3, on-order 0, pre-promo demand 1.5)",Target order to hit day-one SOH: 54 units; raw model order: 0 units; commercial recommended order: 0 units; operator review range 0-54. Target stock requires more units than the model order; buyer must review the gap before ordering.,Stock target conflict: model order far below target stock requirement,,YES,risk_or_review_flag; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,historical_units_same_discount_avg_over_promo_days,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,1.5,56,raw_model_order_units,model_confidence_percent,0,0,54,54,TARGET_STOCK_REVIEW_RANGE,none,target_stock_requires_more_than_model_order,1,0.0,target_stock_review_range,1.5,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback; review_flag,0,False
66,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,90990,Catr Slmmtc Wp Brow Pen 050,REVIEW,TARGET_STOCK_REVIEW_RANGE,raw_model_order,10,54,10,10,10,54,44,44,0.185,0.185,1,target_stock_requires_more_than_model_order,55.5,1.5,11.5,3,0,1.5,10.5,12.0,45.0,1.0,9.1,0.0,6.0,12.8,67,MEDIUM,49.0,LOW,REVIEW_STOCK_GAP,Promo-period demand uses baseline daily rate floor because model promo forecast was flat or missing; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 1.5; target day-one SOH 55.5; target order requirement 54 units (current SOH 3, on-order 0, pre-promo demand 1.5)",Target order to hit day-one SOH: 54 units; raw model order: 10 units; commercial recommended order: 10 units; operator review range 10-54. Commercial recommendation partially covers target; remaining shortfall 44 units.,Stock target conflict: model order far below target stock requirement,,YES,risk_or_review_flag; unsafe_pre_promo_source_rejected; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,lead_up_demand_units_over_days_to_promo_start,baseline_daily_times_promotion_days_floor,LOW,YES,promo_demand_uses_baseline_daily_floor,1.5,56,raw_model_order_units,model_confidence_percent,10,10,54,44,TARGET_STOCK_REVIEW_RANGE,raw_model_order,target_stock_requires_more_than_model_order,1,0.185,target_stock_review_range,1.5,0.0,NO,NO,YES,missing_same_discount_history; promo_demand_baseline_floor; promo_period_demand_fallback; low_promo_period_demand_quality; review_flag; audit_source_pre_promo_mismatch,84,False
68,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,655035,Lrp Tol Sens 40Ml,REVIEW,TARGET_STOCK_REVIEW_RANGE,none,0,53,0,0,0,53,53,53,0.0,0.0,1,target_stock_requires_more_than_model_order,54.619,1.524,1.524,3,0,1.476,10.333,11.809,44.286,-8.809,40.0,10.333,0.28,19.46,42,LOW,80.0,HIGH,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 1.5; target day-one SOH 54.6; target order requirement 53 units (current SOH 3, on-order 0, pre-promo demand 1.5)",Target order to hit day-one SOH: 53 units; raw model order: 0 units; commercial recommended order: 0 units; operator review range 0-53. Target stock requires more units than the model order; buyer must review the gap before ordering.,Stock target conflict: model order far below target stock requirement,,YES,risk_or_review_flag; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,historical_units_same_discount_avg_over_promo_days,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,1.476186,56,raw_model_order_units,model_confidence_percent,0,0,53,53,TARGET_STOCK_REVIEW_RANGE,none,target_stock_requires_more_than_model_order,1,0.0,target_stock_review_range,1.524,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback; review_flag,0,False
