promotion_row_key,sku_number,sku_description,store_action,expected_promo_demand,uncapped_order_units,order_units,stock_basis_units,demand_reference_units,action_cap_applied_flag,action_cap_basis,action_cap_units_removed,action_cap_review_flag,realized_exceeds_action_cap_flag,manager_action_summary
772|184615|2026-03-26|2026-04-08|772-184615-20260326|Allocation Report - WK39&40 AUTUMN PART 3 MAJOR VITAMIN,184615,Ariana Cloud Body Mist 236Ml,BUY,3.1010861844229733,2,2,3.0,14.0,0,MIN_STOCK_BASIS_DEMAND_REFERENCE,0,0,0,BUY 2 units (demand 3.1)
772|184616|2026-03-26|2026-04-08|772-184616-20260326|Allocation Report - WK39&40 AUTUMN PART 3 MAJOR VITAMIN,184616,Ariana Grande Slc B/Mist 236Ml,BUY,1.0532247238159687,1,1,2.0,14.0,0,MIN_STOCK_BASIS_DEMAND_REFERENCE,0,0,0,BUY 1 units (demand 1.1)
772|184758|2026-03-26|2026-04-08|772-184758-20260326|Allocation Report - WK39&40 AUTUMN PART 3 MAJOR VITAMIN,184758,Rev Cs D To N Es Quad Pretty,BUY,0.0,2,2,1.0,0.0,0,,0,0,0,BUY 2 units (demand 0.0)
772|184791|2026-03-26|2026-04-08|772-184791-20260326|Allocation Report - WK39&40 AUTUMN PART 3 MAJOR VITAMIN,184791,Loving Tan Deluxe Mitt,BUY,3.593106352336587,2,2,4.0,18.666666666666664,0,MIN_STOCK_BASIS_DEMAND_REFERENCE,0,0,0,BUY 2 units (demand 3.6)
772|184798|2026-03-26|2026-04-08|772-184798-20260326|Allocation Report - WK39&40 AUTUMN PART 3 MAJOR VITAMIN,184798,Oral B 3Dw Enamel Strng Tp 95G,HOLD,3.310486942370551,0,0,12.0,14.0,0,MIN_STOCK_BASIS_DEMAND_REFERENCE,0,0,0,HOLD — stock covers demand 3.3
772|184799|2026-03-26|2026-04-08|772-184799-20260326|Allocation Report - WK39&40 AUTUMN PART 3 MAJOR VITAMIN,184799,Oral B 3Dw Freshness Tp 110G,BUY,11.053258824977013,12,12,12.0,24.0002,0,MIN_STOCK_BASIS_DEMAND_REFERENCE,0,0,0,BUY 12 units (demand 11.1)
772|184800|2026-03-26|2026-04-08|772-184800-20260326|Allocation Report - WK39&40 AUTUMN PART 3 MAJOR VITAMIN,184800,Oral B 3Dw Strgth Enml Tp 110G,HOLD,4.6646857560224495,0,0,13.0,14.0,0,MIN_STOCK_BASIS_DEMAND_REFERENCE,0,0,0,HOLD — stock covers demand 4.7
772|184851|2026-03-26|2026-04-08|772-184851-20260326|Allocation Report - WK39&40 AUTUMN PART 3 MAJOR VITAMIN,184851,Epzen Exfol Body Scrub 200Ml,HOLD,1.0747263042334911,0,0,3.0,18.666666666666664,0,MIN_STOCK_BASIS_DEMAND_REFERENCE,0,0,0,HOLD — stock covers demand 1.1
772|184852|2026-03-26|2026-04-08|772-184852-20260326|Allocation Report - WK39&40 AUTUMN PART 3 MAJOR VITAMIN,184852,Epzen Bathing Bubbles 500Ml,BUY,1.2468294565748574,3,3,3.0,14.0,0,MIN_STOCK_BASIS_DEMAND_REFERENCE,0,0,0,BUY 3 units (demand 1.2)
772|184853|2026-03-26|2026-04-08|772-184853-20260326|Allocation Report - WK39&40 AUTUMN PART 3 MAJOR VITAMIN,184853,Epzen Awaken Body Wash 750Ml,BUY,9.469735136192728,9,2,2.0,28.0,1,MIN_STOCK_BASIS_DEMAND_REFERENCE,7,1,0,BUY 2 units (demand 9.5) [CAP APPLIED]
772|184854|2026-03-26|2026-04-08|772-184854-20260326|Allocation Report - WK39&40 AUTUMN PART 3 MAJOR VITAMIN,184854,Epzen Calm Body Wash 750Ml,DO_NOT_BUY,0.0,0,0,3.0,37.33333333333333,0,MIN_STOCK_BASIS_DEMAND_REFERENCE,0,0,0,DO NOT BUY
772|185142|2026-03-26|2026-04-08|772-185142-20260326|Allocation Report - WK39&40 AUTUMN PART 3 MAJOR VITAMIN,185142,Antip Diemvc P/Cor W/Crm 60Ml,HOLD,1.4508668439518904,1,0,2.0,0.09519999999999999,1,MIN_STOCK_BASIS_DEMAND_REFERENCE,1,1,1,HOLD — stock covers demand 1.5 [CAP APPLIED]
772|185143|2026-03-26|2026-04-08|772-185143-20260326|Allocation Report - WK39&40 AUTUMN PART 3 MAJOR VITAMIN,185143,Antip Gospel V/C S/G G/C 200Ml,DO_NOT_BUY,0.0,0,0,3.0,0.0644,0,MIN_STOCK_BASIS_DEMAND_REFERENCE,0,0,0,DO NOT BUY
772|185154|2026-03-26|2026-04-08|772-185154-20260326|Allocation Report - WK39&40 AUTUMN PART 3 MAJOR VITAMIN,185154,Oral B Io Brush Heads Wh 2 Pk,BUY,4.429735899669883,4,2,2.0,14.0,1,MIN_STOCK_BASIS_DEMAND_REFERENCE,2,1,0,BUY 2 units (demand 4.4) [CAP APPLIED]
