sku_number,sku_description,promo_units_expected_to_sell,stock_needed_to_finish_with_target_cover,target_day_one_soh_units,promo_demand_share_of_target_day_one,target_end_stock_share_of_target_day_one,full_target_order_units,recommended_order_units,remaining_day_one_shortfall_units,classification
188031,Skin Control D/Spot Fade 9Pk,5.0,21.429,26.429,0.189,0.811,24,0,24,promo_cover_gap
63415,Lrp Eff Ult Con Serum 30Ml,5.0,21.429,26.429,0.189,0.811,21,0,21,base_stock_gap
49685,Avene Thermal S/Water 50Ml,5.0,21.429,26.429,0.189,0.811,12,0,12,base_stock_gap
11895,Lrp Eff Mat 40Ml,5.0,21.429,26.429,0.189,0.811,21,0,21,base_stock_gap
60949,Skin Control P/Patch Am/Pm 36P,5.0,21.429,26.429,0.189,0.811,19,0,19,base_stock_gap
93919,Fraim Small Soft Ptailers 30Pk,5.0,21.429,26.429,0.189,0.811,22,0,22,base_stock_gap
93916,Fraim Xl Soft Ptailers Blk 6Pk,5.0,21.429,26.429,0.189,0.811,22,0,22,base_stock_gap
93338,Lrp Effaclar Patches 22Pk,5.0,21.429,26.429,0.189,0.811,25,0,25,promo_cover_gap
90766,Hey Bud Neck Firming Serum 50M,5.0,21.429,26.429,0.189,0.811,25,0,25,promo_cover_gap
24383,May Iar Conc Light,4.956,21.242,26.198,0.189,0.811,22,0,22,base_stock_gap
37986,Garn H/Bomb Eye Mask Cnut Watr,4.875,20.893,25.768,0.189,0.811,3,0,3,base_stock_gap
63821,Swiss Cotton Tips Paper 240Pk,4.8,20.571,25.371,0.189,0.811,24,0,24,promo_cover_gap
396133,Batiste Dry Spoo Original 120G,4.714,20.204,24.918,0.189,0.811,20,0,20,base_stock_gap
11831,Avene Thermal S/Water 150Ml,4.667,20.0,24.667,0.189,0.811,14,0,14,base_stock_gap
688223,Neut H/B Water Gel 50G,4.667,20.0,24.667,0.189,0.811,21,0,21,base_stock_gap
15733,Npmu Eb Pencil Micro Brun,4.588,19.664,24.252,0.189,0.811,22,0,22,base_stock_gap
33269,Tom Org Regular Tampns 16 Pk,4.571,19.592,24.163,0.189,0.811,13,0,13,base_stock_gap
94457,Loreal A/P Cell Renew Duo Srm,4.571,19.592,24.163,0.189,0.811,21,0,21,base_stock_gap
60948,Skin Control Pimple Patch Pm24,4.5,19.286,23.786,0.189,0.811,5,0,5,base_stock_gap
192205,Lanolips 12Hr O/N Lip Mask 15G,4.5,19.286,23.786,0.189,0.811,17,0,17,base_stock_gap
90139,Npmu Face Glue Setting Spray,4.5,19.286,23.786,0.189,0.811,22,0,22,promo_cover_gap
96593,Npmu Ling Ll Stan Naughty Nude,4.5,19.286,23.786,0.189,0.811,22,0,22,promo_cover_gap
688355,Lanolips Tint Balm Rhuba 12.5G,4.5,19.286,23.786,0.189,0.811,15,0,15,base_stock_gap
636886,Nivea Soft Creme Tube 75Ml,4.5,19.286,23.786,0.189,0.811,17,0,17,base_stock_gap
96594,Npmu Ling Ll Stain Steam Spice,4.5,19.286,23.786,0.189,0.811,22,0,22,promo_cover_gap
346268,Rexona M Apd Stck Sport 52G,4.4,18.857,23.257,0.189,0.811,19,0,19,base_stock_gap
43840,Avene Xeracalm Replen Crm 400,4.375,18.75,23.125,0.189,0.811,12,0,12,base_stock_gap
94132,C/Council Lip Balm Spf50 Berry,4.333,18.571,22.904,0.189,0.811,23,2,21,base_stock_gap
186358,Jojoba Australian Jojoba 200Ml,4.333,18.571,22.904,0.189,0.811,16,0,16,base_stock_gap
65557,No7 L&L Day Crm Spf 50Ml,4.333,18.571,22.904,0.189,0.811,16,0,16,base_stock_gap
61548,Lrp Micellar Wtr Sens 400Ml,4.333,18.571,22.904,0.189,0.811,21,0,21,base_stock_gap
431699,Lrp Uvidea Bb Crm 01 Lt 30Ml,4.333,18.571,22.904,0.189,0.811,22,0,22,promo_cover_gap
22904,Lrp Redermic C Eye 15Ml,4.333,18.571,22.904,0.189,0.811,21,0,21,base_stock_gap
188737,Hada Labo Tokyo Lotion 150Ml,4.333,18.571,22.904,0.189,0.811,22,0,22,promo_cover_gap
90840,Garn Char + Caff Eye Mask,4.333,18.571,22.904,0.189,0.811,22,0,22,promo_cover_gap
458104,Neut O/F Acne Wash 175Ml,4.333,18.571,22.904,0.189,0.811,21,0,21,base_stock_gap
56278,Loreal R/Lift Fil Ha Serum 30M,4.312,18.482,22.794,0.189,0.811,16,0,16,base_stock_gap
192837,Blistex Lip Cond 7G Spf30,4.286,18.367,22.653,0.189,0.811,14,0,14,base_stock_gap
94058,Npmu Bmelt Blsh Butta Together,4.286,18.367,22.653,0.189,0.811,21,0,21,promo_cover_gap
33264,Tom Org Regular Pads 10Pk,4.286,18.367,22.653,0.189,0.811,17,0,17,base_stock_gap
304956,Aveeno D/Moist Lotion 71Ml,4.222,18.095,22.317,0.189,0.811,17,0,17,base_stock_gap
206431,C/Counc 50+ Ultra Roll On 75,4.2,18.0,22.2,0.189,0.811,20,0,20,base_stock_gap
193714,No7 Future Renew Eye Srm 15Ml,4.2,18.0,22.2,0.189,0.811,20,0,20,base_stock_gap
191661,Rexona W Dv R/O Bouq 50Ml,4.182,17.922,22.104,0.189,0.811,16,0,16,base_stock_gap
191663,Rexona W Dv R/O Fresh 50Ml,4.182,17.922,22.104,0.189,0.811,20,0,20,base_stock_gap
191948,Garn Cryo Jelly Eye Mask,4.125,17.679,21.804,0.189,0.811,21,0,21,promo_cover_gap
984248,U By Kotex Sprt Ut Reg Wing 12,4.083,17.5,21.583,0.189,0.811,20,0,20,base_stock_gap
94130,C/Council Lip Balm Spf50 W/Mel,4.0,17.143,21.143,0.189,0.811,19,0,19,base_stock_gap
195115,Skin Control Micro Dart 9Pk,4.0,17.143,21.143,0.189,0.811,13,0,13,base_stock_gap
90331,Blistex Intensive Repair 7G,4.0,17.143,21.143,0.189,0.811,11,0,11,base_stock_gap
90781,Moogoo Pink Eczema Cream 120G,4.0,17.143,21.143,0.189,0.811,19,0,19,base_stock_gap
24552,Jojoba Australian Jojoba 30Ml,4.0,17.143,21.143,0.189,0.811,19,0,19,base_stock_gap
94219,Skin Control Pmp Ptch Gls 36Pk,4.0,17.143,21.143,0.189,0.811,21,0,21,promo_cover_gap
194021,Csc Pigment Perfect Serum 30Ml,4.0,17.143,21.143,0.189,0.811,19,0,19,base_stock_gap
187119,G/Mane Anti-Frizz Serum 100Ml,4.0,17.143,21.143,0.189,0.811,19,0,19,base_stock_gap
96595,Npmu Ling Ll Stain Up No Good,4.0,17.143,21.143,0.189,0.811,15,0,15,base_stock_gap
195560,Lrp Effaclar +M F/Clnsr 200Ml,4.0,17.143,21.143,0.189,0.811,14,0,14,base_stock_gap
96598,Npmu Ling Ll Stain Send Nudes,4.0,17.143,21.143,0.189,0.811,11,0,11,base_stock_gap
360759,Cetaphil Moist Lotion 1 Litre,4.0,17.143,21.143,0.189,0.811,17,0,17,base_stock_gap
95696,Lrp Toleraine Derma Serum 30Ml,4.0,17.143,21.143,0.189,0.811,20,0,20,promo_cover_gap
93520,Garn Hyaluron Serum Mask,4.0,17.143,21.143,0.189,0.811,21,0,21,promo_cover_gap
188718,Cerave Hand Cream 100Ml,4.0,17.143,21.143,0.189,0.811,20,0,20,promo_cover_gap
188708,Cerave Hydra Fm Oil Clns 473Ml,4.0,17.143,21.143,0.189,0.811,18,0,18,base_stock_gap
638781,Cetaphil Gntl Cls Cloths 25Pk,4.0,17.143,21.143,0.189,0.811,20,0,20,promo_cover_gap
199244,Cerave Rep Balm 50Ml,4.0,17.143,21.143,0.189,0.811,11,0,11,base_stock_gap
90915,Cerave Int Moist Lotion 236,4.0,17.143,21.143,0.189,0.811,17,0,17,base_stock_gap
96599,Npmu Ling Ll Stain Up All Nght,4.0,17.143,21.143,0.189,0.811,13,0,13,base_stock_gap
16316,Neut H/B Hya Acid Crm50G,4.0,17.143,21.143,0.189,0.811,19,0,19,base_stock_gap
188717,Cerave Hand Cream 50Ml,4.0,17.143,21.143,0.189,0.811,18,0,18,base_stock_gap
51645,Garn H/Bomb Mask Grape Seed,3.875,17.143,21.018,0.184,0.816,16,3,13,base_stock_gap
37032,C/Counc Day/W W/Res Spf50+75Ml,3.867,16.572,20.439,0.189,0.811,19,0,19,base_stock_gap
10974,B/Bees Cd Tint Balm Red Dahlia,3.857,16.53,20.387,0.189,0.811,12,0,12,base_stock_gap
63822,Swiss Cotton Tips Paper 400Pk,3.857,16.53,20.387,0.189,0.811,16,0,16,base_stock_gap
61296,Aveeno Applcidr Shampoo 354Ml,3.833,16.428,20.261,0.189,0.811,18,0,18,base_stock_gap
63109,Npmu Marshmallow Soothing Prim,3.824,16.386,20.21,0.189,0.811,16,0,16,base_stock_gap
15834,Npmu Ep Jumbo Milk,3.765,16.134,19.899,0.189,0.811,18,0,18,base_stock_gap
15653,Npmu Eb Gel Cntrl Freak Clear,3.765,16.134,19.899,0.189,0.811,14,0,14,base_stock_gap
68375,Q+A Niacinamide Exfol Clnsr,3.75,16.071,19.821,0.189,0.811,19,0,19,promo_cover_gap
188851,Tbh Rebound Serum 30Ml,3.75,16.071,19.821,0.189,0.811,14,0,14,base_stock_gap
15186,Sun Bum Lotion Spf50 177Ml,3.75,16.071,19.821,0.189,0.811,17,0,17,base_stock_gap
49607,C/Counc F&B Moistur Wp Spf50,3.733,16.0,19.733,0.189,0.811,18,0,18,base_stock_gap
354929,Tena Pad Day Night 14,3.727,15.974,19.701,0.189,0.811,19,0,19,promo_cover_gap
92214,Olay Retinol Body Lotion 502Ml,3.714,25.714,29.428,0.126,0.874,30,4,26,base_stock_gap
33266,Tom Org Ultra Thn Liner 26Pk,3.714,15.918,19.632,0.189,0.811,14,0,14,base_stock_gap
195429,Npmu Fat Oil Slick In A Mood,3.706,15.882,19.588,0.189,0.811,15,0,15,base_stock_gap
72934,Burberry London Wom Edp 100Ml,3.667,15.714,19.381,0.189,0.811,18,0,18,base_stock_gap
67324,B/Lab M/Peptide A/Age Ser 30M,3.667,15.714,19.381,0.189,0.811,14,0,14,base_stock_gap
984256,U By Kotex Sprt Ut Wing Sup 10,3.667,15.714,19.381,0.189,0.811,16,0,16,base_stock_gap
653586,Lrp Redermic R Eye 15Ml,3.667,15.714,19.381,0.189,0.811,17,0,17,base_stock_gap
190842,Lrp Tol Rosaliac 40Ml,3.667,15.714,19.381,0.189,0.811,16,0,16,base_stock_gap
60001,Neut Eye Makeup Remover 200Ml,3.667,15.714,19.381,0.189,0.811,18,0,18,base_stock_gap
198461,Hada Labo Prem A/S Sheet Mask,3.667,15.714,19.381,0.189,0.811,14,0,14,base_stock_gap
33267,Tom Org Super Tampons 16Pk,3.643,15.612,19.255,0.189,0.811,11,0,11,base_stock_gap
10432,Lor Magic Ret Dark Brown 2,3.6,15.429,19.029,0.189,0.811,16,0,16,base_stock_gap
199950,Garnier Pro Retinol Serum Mask,3.6,15.429,19.029,0.189,0.811,17,0,17,base_stock_gap
41594,May Iar Eraser Dk Circ Ivory,3.522,15.093,18.615,0.189,0.811,15,0,15,base_stock_gap
60947,Skin Control Pimple Patch Am24,3.5,15.0,18.5,0.189,0.811,0,0,0,covered_or_low
41319,Rexona W Clin Apd Summer 180Ml,3.5,15.0,18.5,0.189,0.811,16,0,16,base_stock_gap
49090,Garn H/Bomb Mask Chamomile,3.5,15.0,18.5,0.189,0.811,17,0,17,base_stock_gap
93921,Fraim Min Grip Claw Clips 6Pk,3.5,15.0,18.5,0.189,0.811,0,0,0,covered_or_low
93920,Fraim Ext Grip Claw Clips 2Pk,3.5,15.0,18.5,0.189,0.811,15,0,15,base_stock_gap
96600,Npmu Ling Ll Stain Side,3.5,15.0,18.5,0.189,0.811,17,0,17,base_stock_gap
87750,Innisfree Pore Clay Mask 100Ml,3.5,15.0,18.5,0.189,0.811,18,0,18,promo_cover_gap
820504,Nivea Soft Creme Jar 200Ml,3.5,15.0,18.5,0.189,0.811,17,0,17,base_stock_gap
90140,Npmu Face Glue Primer,3.5,15.0,18.5,0.189,0.811,16,0,16,base_stock_gap
37408,Dr Lew Micellar Wipes X25,3.5,15.0,18.5,0.189,0.811,17,0,17,base_stock_gap
36119,May Fitme M+P Pwd Cl Ivory,3.478,14.907,18.385,0.189,0.811,16,0,16,base_stock_gap
33265,Tom Org Super Pads 10Pk,3.429,14.694,18.123,0.189,0.811,16,0,16,base_stock_gap
56157,Epzen B/Lotion Relax 100Ml,3.429,14.694,18.123,0.189,0.811,16,0,16,base_stock_gap
64534,Nivea D/E Sens Cleansing Wipes,3.4,14.571,17.971,0.189,0.811,18,0,18,promo_cover_gap
735078,Cetaphil Gntl Cleanser 1Ltr,3.4,14.571,17.971,0.189,0.811,12,0,12,base_stock_gap
36133,May Line Refine Ex Kajal Black,3.391,14.534,17.925,0.189,0.811,17,0,17,base_stock_gap
36115,May Fitme Concealer Ivory,3.364,14.415,17.779,0.189,0.811,15,0,15,base_stock_gap
94131,C/Council Lip Balm Spf50 Van,3.333,14.286,17.619,0.189,0.811,16,0,16,base_stock_gap
193413,Bioderma A/D Baume Moist500Ml,3.333,14.286,17.619,0.189,0.811,16,0,16,base_stock_gap
195049,Lrp Refill Lipikar Ap 400Ml,3.333,14.286,17.619,0.189,0.811,17,2,15,base_stock_gap
88080,Bwy Gel Moisturiser 50Ml,3.333,14.286,17.619,0.189,0.811,14,0,14,base_stock_gap
188861,Weleda Skin Food Lip Balm 8Ml,3.333,14.286,17.619,0.189,0.811,12,0,12,base_stock_gap
184704,Lrp Eff H Isobiome 40Ml,3.333,14.286,17.619,0.189,0.811,14,0,14,base_stock_gap
948845,Lrp Cleansing Micell Wtr 150Ml,3.333,14.286,17.619,0.189,0.811,8,0,8,base_stock_gap
521286,May Fit Me Concealer Fair,3.318,14.221,17.539,0.189,0.811,15,0,15,base_stock_gap
958840,Ogx Mini Arg Oil Mor Sp 88.7Ml,3.286,14.082,17.368,0.189,0.811,5,0,5,base_stock_gap
94057,Npmu Bmelt Brnz Butta Biscuit,3.286,14.082,17.368,0.189,0.811,14,0,14,base_stock_gap
94458,Loreal Lasr Eye Instant Erase,3.286,14.082,17.368,0.189,0.811,14,0,14,base_stock_gap
189236,May Ss Vinyl Ink Lippy,3.261,13.975,17.236,0.189,0.811,13,0,13,base_stock_gap
14528,Nivea D/E Micellar Wipes 25,3.2,13.714,16.914,0.189,0.811,16,0,16,base_stock_gap
15719,Npmu Eb Pencil Micro Taupe,3.177,13.614,16.791,0.189,0.811,13,0,13,base_stock_gap
70394,Npmu Plumping Primer 01,3.176,30.0,33.176,0.096,0.904,31,7,24,base_stock_gap
43765,Jerg Oil Firm Ltn 496Ml,3.167,13.572,16.739,0.189,0.811,16,0,16,base_stock_gap
200980,B/Bees Wax L/Balm 4.25G Hang,3.143,13.47,16.613,0.189,0.811,13,0,13,base_stock_gap
11035,B/Bees Cd Tint Balm Rose,3.143,13.47,16.613,0.189,0.811,13,0,13,base_stock_gap
485861,U By Kotex Tamp Mini 16,3.143,13.47,16.613,0.189,0.811,15,0,15,base_stock_gap
193207,May Great Lash Blkst Blk,3.136,13.442,16.578,0.189,0.811,9,0,9,base_stock_gap
189514,Npmu Fat Oil Missed Call,3.118,30.0,33.118,0.094,0.906,32,7,25,base_stock_gap
15844,Npmu Lg Butter Praline,3.118,13.361,16.479,0.189,0.811,13,0,13,base_stock_gap
54862,Aveeno S/Rel Hand Mask 1P,3.111,13.333,16.444,0.189,0.811,11,0,11,base_stock_gap
193197,May Lash Sensational Wtp V Blk,3.091,13.247,16.338,0.189,0.811,13,0,13,base_stock_gap
60840,Rim Lst Fin Ll Cappuccino 705,3.062,13.125,16.187,0.189,0.811,12,0,12,base_stock_gap
15840,Npmu Ep Jumbo Cota Cheese,3.059,13.109,16.168,0.189,0.811,10,0,10,base_stock_gap
521278,May Fit Me Concealer Light,3.046,13.052,16.098,0.189,0.811,13,0,13,base_stock_gap
38390,May Fit Me Loose Pwd Fair Lght,3.046,13.052,16.098,0.189,0.811,13,0,13,base_stock_gap
55245,Garn Micellar Water Rose 400Ml,3.0,51.429,54.429,0.055,0.945,51,10,41,base_stock_gap
189239,May Ss Vinyl Ink Cheeky,3.0,30.0,33.0,0.091,0.909,29,7,22,base_stock_gap
198639,Avene Spray Spf 50+ 200Ml,3.0,12.857,15.857,0.189,0.811,11,0,11,base_stock_gap
90771,Weleda Dry Oil 100Ml,3.0,12.857,15.857,0.189,0.811,13,0,13,base_stock_gap
196554,Cetaphil Daily Def Spf50 50Ml,3.0,12.857,15.857,0.189,0.811,12,0,12,base_stock_gap
92854,Og Jojoba Oil 100Ml,3.0,12.857,15.857,0.189,0.811,15,0,15,base_stock_gap
90839,Jergens Dc Shea/Cocoa Lotion,3.0,12.857,15.857,0.189,0.811,14,0,14,base_stock_gap
31192,Lanolips 101 Mult Coconutr 10G,3.0,12.857,15.857,0.189,0.811,12,0,12,base_stock_gap
187117,G/Mane Repair & Hyd Sp 330Ml,3.0,12.857,15.857,0.189,0.811,14,0,14,base_stock_gap
491071,Lanolips Tint Balm Rose 12.5G,3.0,12.857,15.857,0.189,0.811,6,0,6,base_stock_gap
90841,Garn Pimple Patch 22Pk,3.0,12.857,15.857,0.189,0.811,14,0,14,base_stock_gap
523852,Rexona Men Orig 250Ml,3.0,12.857,15.857,0.189,0.811,8,0,8,base_stock_gap
242853,Neut N/F Hand Crm 56G,3.0,12.857,15.857,0.189,0.811,11,0,11,base_stock_gap
92258,Epzen Smooth Clear Bw 400Ml,3.0,12.857,15.857,0.189,0.811,12,0,12,base_stock_gap
611271,Nivea Gentle Face Wipes 25S,3.0,12.857,15.857,0.189,0.811,12,0,12,base_stock_gap
69757,Avene Toler Recovery Crm 40Ml,3.0,12.857,15.857,0.189,0.811,12,0,12,base_stock_gap
90892,Bioderma Snsbio Ar+ Mstr 40Ml,3.0,12.857,15.857,0.189,0.811,12,0,12,base_stock_gap
92858,Cerave Acne Starter Kit,3.0,12.857,15.857,0.189,0.811,12,0,12,base_stock_gap
65465,Q+A Hyaluronic Acid Serum 30Ml,3.0,12.857,15.857,0.189,0.811,8,0,8,base_stock_gap
62472,Moogoo Soothing Msm Moist 500G,3.0,12.857,15.857,0.189,0.811,11,0,11,base_stock_gap
192051,Cerave Blem Control Gel 40Ml,3.0,12.857,15.857,0.189,0.811,15,0,15,base_stock_gap
97995,Rim Lst Fnsh Ll Brly Pnk,3.0,12.857,15.857,0.189,0.811,12,0,12,base_stock_gap
97989,Rim Lst Fnsh Lipstick Cap Lght,3.0,12.857,15.857,0.189,0.811,13,0,13,base_stock_gap
188848,Tbh Acne Anti-Bact Clns 125Ml,3.0,12.857,15.857,0.189,0.811,13,0,13,base_stock_gap
192049,Cerave Skin Renew Ret Srm 30Ml,3.0,12.857,15.857,0.189,0.811,13,0,13,base_stock_gap
95868,Es Soft Touch Bouncy Glow 10,3.0,12.857,15.857,0.189,0.811,11,3,8,base_stock_gap
194018,Csc Restoring Serum 30Ml,3.0,12.857,15.857,0.189,0.811,13,0,13,base_stock_gap
65913,Batiste Og Dry Shampoo 350Ml,3.0,12.857,15.857,0.189,0.811,12,0,12,base_stock_gap
34855,Epzen Mag Bth Slts 900G Relax,3.0,12.857,15.857,0.189,0.811,13,0,13,base_stock_gap
277772,Oil G/Den S/Almond Oil 200Ml,3.0,12.857,15.857,0.189,0.811,13,0,13,base_stock_gap
187645,Neut Ult Shr B/Mist Spf50 140G,3.0,12.857,15.857,0.189,0.811,11,0,11,base_stock_gap
191288,U By Kotex Maxi O/Nght Wing 6,3.0,12.857,15.857,0.189,0.811,6,0,6,base_stock_gap
386359,C/Counc Spf50+ Ultra 110Ml,3.0,12.857,15.857,0.189,0.811,10,0,10,base_stock_gap
190839,Lrp Hyalu B5 Eye Serum 15Ml,3.0,12.857,15.857,0.189,0.811,11,0,11,base_stock_gap
26669,Lrp Respect W/P Emur 125Ml,3.0,12.857,15.857,0.189,0.811,8,0,8,base_stock_gap
188736,Hada Labo Tokyo Cleanser 150Ml,3.0,12.857,15.857,0.189,0.811,12,0,12,base_stock_gap
94559,Cetaphil Gentle Skin Clns 473M,3.0,12.857,15.857,0.189,0.811,13,0,13,base_stock_gap
16857,Lrp Anth Xl Ult Bb Crm Spf50+,3.0,12.857,15.857,0.189,0.811,10,0,10,base_stock_gap
654988,Lrp Thermal Spring Wtr 300Ml,3.0,12.857,15.857,0.189,0.811,12,0,12,base_stock_gap
69758,Avene Toler Recovery Balm 40Ml,3.0,12.857,15.857,0.189,0.811,13,0,13,base_stock_gap
96295,Olay Super Spf50 Fluid M 50Ml,3.0,12.857,15.857,0.189,0.811,14,0,14,base_stock_gap
96596,Npmu Ling Ll Stain Cuff Me,3.0,12.857,15.857,0.189,0.811,13,3,10,base_stock_gap
188952,Loreal R/Lift Vitac Srm 30Ml,3.0,12.857,15.857,0.189,0.811,14,0,14,base_stock_gap
96298,Neutrogena Colgn Eye Cream,3.0,12.857,15.857,0.189,0.811,14,0,14,base_stock_gap
37849,Jerg Oil Argan Moistrsr 496Ml,3.0,12.857,15.857,0.189,0.811,14,0,14,base_stock_gap
688711,Neut U/S Face Lot Spf50 88Ml,3.0,12.857,15.857,0.189,0.811,12,0,12,base_stock_gap
192760,Neut H/B Face Lot Spf50 85Ml,3.0,12.857,15.857,0.189,0.811,14,0,14,base_stock_gap
92331,No7 Fr Repair Night Serum 25Ml,3.0,12.857,15.857,0.189,0.811,12,0,12,base_stock_gap
191950,Garn Cryo Jelly Sheet Mask,2.875,12.321,15.196,0.189,0.811,13,0,13,base_stock_gap
553586,Rexona W Apd Sexy Bouq 250Ml,2.875,12.321,15.196,0.189,0.811,12,0,12,base_stock_gap
49692,Avene Hydrance Rich Cream 40Ml,2.875,12.321,15.196,0.189,0.811,9,0,9,base_stock_gap
9159,May Masc Full N Soft V/Blk,2.87,12.298,15.168,0.189,0.811,9,0,9,base_stock_gap
185193,C/Counc Face Serum Spf50+50Ml,2.867,12.286,15.153,0.189,0.811,13,0,13,base_stock_gap
184851,Epzen Exfol Body Scrub 200Ml,2.857,12.245,15.102,0.189,0.811,12,0,12,base_stock_gap
198650,Avene Tinted Fluid Spf50+ 50Ml,2.857,12.245,15.102,0.189,0.811,9,0,9,base_stock_gap
40356,Mpc My Perfect Eyes 20G,2.857,12.245,15.102,0.189,0.811,14,0,14,base_stock_gap
92210,Olay Retinol Body Wash 591Ml,2.857,12.245,15.102,0.189,0.811,15,2,13,base_stock_gap
64711,Blistex Five Way Protection,2.857,12.245,15.102,0.189,0.811,13,0,13,base_stock_gap
70358,Npmu Bwm Sr N Calm Conc Vnilla,2.824,12.101,14.925,0.189,0.811,11,0,11,base_stock_gap
192619,May Surreal Masc Washable,2.818,12.078,14.896,0.189,0.811,10,0,10,base_stock_gap
51156,Bondi Spf50 Coco Lotion 150Ml,2.8,12.0,14.8,0.189,0.811,12,0,12,base_stock_gap
26779,Cetaphil Lght Ltn 50+ 100,2.8,12.0,14.8,0.189,0.811,13,0,13,base_stock_gap
807680,Benzac Ac Wash 5% 200Ml,2.8,12.0,14.8,0.189,0.811,13,0,13,base_stock_gap
366773,Palmers Foot C/B Foot Mag 60G,2.778,11.905,14.683,0.189,0.811,10,0,10,base_stock_gap
897272,Aveeno Intense Hand Cream 100G,2.778,11.905,14.683,0.189,0.811,9,0,9,base_stock_gap
11833,Avene Gentle Toner 200Ml,2.75,11.786,14.536,0.189,0.811,11,0,11,base_stock_gap
65467,Q+A Peptide Facial Serum 30Ml,2.75,11.786,14.536,0.189,0.811,9,0,9,base_stock_gap
65836,No7 R&R Mask,2.75,11.786,14.536,0.189,0.811,15,2,13,base_stock_gap
16306,Neut U/S Fluid Face Spf50 40Ml,2.75,11.786,14.536,0.189,0.811,13,0,13,base_stock_gap
191881,Cetaphil Gntl Skn Clns Pmp236M,2.75,11.786,14.536,0.189,0.811,10,0,10,base_stock_gap
93466,Garnier 4% Vit C Mela Srm 30Ml,2.75,11.786,14.536,0.189,0.811,13,0,13,base_stock_gap
88551,May Ls Sky High Burgundy Haze,2.733,11.714,14.447,0.189,0.811,13,0,13,base_stock_gap
958859,Ogx Mini Arg Oil Mor Cd 88.7Ml,2.714,11.633,14.347,0.189,0.811,4,0,4,base_stock_gap
396168,Batiste Dry Spoo Blush 120G,2.714,11.633,14.347,0.189,0.811,9,0,9,base_stock_gap
94078,Npmu Brow Glue Crazy Lift 01,2.714,11.633,14.347,0.189,0.811,13,0,13,base_stock_gap
92213,Olay N/Mide Body Lotion 502Ml,2.714,11.633,14.347,0.189,0.811,15,2,13,base_stock_gap
426784,Batiste Dry Spoo Dark 200Ml,2.714,11.633,14.347,0.189,0.811,12,0,12,base_stock_gap
15777,Npmu 3C Palette Conceal,2.706,11.597,14.303,0.189,0.811,10,0,10,base_stock_gap
690783,Lrp Cicaplast Hand Crm 50Ml,2.667,11.429,14.096,0.189,0.811,0,0,0,covered_or_low
199904,Avene Red Sooth Mstriser 30Ml,2.667,11.429,14.096,0.189,0.811,5,0,5,base_stock_gap
626309,Jerg Nat Glow Moist Fm 221Ml,2.667,11.429,14.096,0.189,0.811,8,0,8,base_stock_gap
199903,Avene Cica+ Recvry Serum 30Ml,2.667,11.429,14.096,0.189,0.811,11,0,11,base_stock_gap
5909,Bondi Sands Exfol Mitt 1 Each,2.667,11.429,14.096,0.189,0.811,2,0,2,covered_or_low
190136,E/Pure Long Handle Body Brush,2.667,11.429,14.096,0.189,0.811,10,0,10,base_stock_gap
390860,U By Kotex Liner Sport 30,2.667,11.429,14.096,0.189,0.811,2,0,2,covered_or_low
7237,Palmers Body C/Oil 150Ml,2.667,11.429,14.096,0.189,0.811,11,0,11,base_stock_gap
195048,Lrp Refill Lipikar S 400Ml,2.667,11.429,14.096,0.189,0.811,14,2,12,base_stock_gap
655159,Lrp L/Kar Lavante Oil 400Ml,2.667,11.429,14.096,0.189,0.811,8,0,8,base_stock_gap
199839,Tbh Spf30 Lip Balm 15Ml,2.667,11.429,14.096,0.189,0.811,10,0,10,base_stock_gap
184705,Lrp Eff Isobiome Clns/Crm 200,2.667,11.429,14.096,0.189,0.811,10,0,10,base_stock_gap
42784,Lrp Redermic Retinol Moist,2.667,11.429,14.096,0.189,0.811,12,0,12,base_stock_gap
26155,Neut H/B Cln Water Gel 145Ml,2.667,11.429,14.096,0.189,0.811,10,0,10,base_stock_gap
195088,Hada Labo Tokyo Aa Mask 20Ml,2.667,11.429,14.096,0.189,0.811,11,0,11,base_stock_gap
49092,Garn H/Bomb Mask Lavender,2.625,11.25,13.875,0.189,0.811,10,0,10,base_stock_gap
63369,Bioderma A/Derm Shower Oil 200,2.625,11.25,13.875,0.189,0.811,9,0,9,base_stock_gap
651836,Sukin Hand/Nail Crm Tube 125Ml,2.615,11.209,13.824,0.189,0.811,12,0,12,base_stock_gap
199901,Avene Vit Cg Rad Serum 30Ml,2.6,11.143,13.743,0.189,0.811,6,0,6,base_stock_gap
92633,Avene S/S Oil Cntrl Fld Spf50,2.6,11.143,13.743,0.189,0.811,11,0,11,base_stock_gap
26780,Cetaphil Liposom Ltn 50+ 150L,2.6,11.143,13.743,0.189,0.811,8,0,8,base_stock_gap
189237,May Ss Vinyl Ink Peachy,2.591,11.104,13.695,0.189,0.811,11,0,11,base_stock_gap
24382,May Iar Conc Fair,2.565,10.994,13.559,0.189,0.811,7,0,7,base_stock_gap
234915,Olay Comp Uv Norm/Dry Ltn 150M,2.565,10.994,13.559,0.189,0.811,10,0,10,base_stock_gap
67986,Aveeno D/Moist Oil Mist 200Ml,2.556,10.953,13.509,0.189,0.811,11,0,11,base_stock_gap
67581,C/Counc E/Day Spf50 110Ml,2.533,10.857,13.39,0.189,0.811,9,0,9,base_stock_gap
24384,May Iar Conc Med,2.522,10.807,13.329,0.189,0.811,12,0,12,base_stock_gap
