sku_number,baseline_daily_rate_units,baseline_daily_source_days,baseline_7_day_units,historical_units_same_discount_avg,current_predicted_promo_period_sales_units,proposed_promo_period_sales_units,promo_demand_floor_reason
189242,0.173914,56,1.217,1.217,0.0,1.217,
57937,0.173914,56,1.217,1.217,0.0,1.217,
388823,0.171429,56,1.2,1.2,0.0,1.2,
36995,0.171429,56,1.2,1.2,0.0,1.2,
65591,0.171429,56,1.2,1.2,0.0,1.2,
544795,0.171429,56,1.2,1.2,0.0,1.2,
307459,0.171429,56,1.2,1.2,0.0,1.2,
65843,0.171429,56,1.2,1.2,0.0,1.2,
459844,0.171429,56,1.2,1.2,0.0,1.2,
195241,0.171429,56,1.2,1.2,0.0,1.2,
195043,0.169643,56,1.188,1.188,0.0,1.188,
196001,0.168829,56,1.182,1.182,0.0,1.182,
195984,0.168829,56,1.182,1.182,0.0,1.182,
252668,0.168829,56,1.182,1.182,0.0,1.182,
234931,0.168829,56,1.182,1.182,0.0,1.182,
195406,0.168071,56,1.176,1.176,0.0,1.176,
189240,0.1677,56,1.174,1.174,0.0,1.174,
36116,0.1677,56,1.174,1.174,0.0,1.174,
36469,0.166671,56,1.167,1.167,0.0,1.167,
199739,0.166671,56,1.167,1.167,0.0,1.167,
638411,0.166671,56,1.167,1.167,0.0,1.167,
625,0.166671,56,1.167,1.167,0.0,1.167,
291252,0.166671,56,1.167,1.167,0.0,1.167,
95615,0.166671,56,1.167,1.167,0.0,1.167,
4662,0.166671,56,1.167,1.167,0.0,1.167,
38201,0.166671,56,1.167,1.167,0.0,1.167,
298352,0.166671,56,1.167,1.167,0.0,1.167,
197810,0.166671,56,1.167,1.167,0.0,1.167,
67025,0.166671,56,1.167,1.167,0.0,1.167,
57612,1.0,56,7.0,1.158,0.0,1.158,
259489,0.165414,56,1.158,1.158,0.0,1.158,
94071,1.321429,56,9.25,1.143,0.0,1.143,
22225,0.163271,56,1.143,1.143,0.0,1.143,
307351,0.163271,56,1.143,1.143,0.0,1.143,
38392,0.285714,56,2.0,1.136,0.0,1.136,
18260,0.1619,56,1.133,1.133,0.0,1.133,
46904,0.161486,56,1.13,1.13,0.0,1.13,
69751,0.161486,56,1.13,1.13,0.0,1.13,
67700,1.321429,56,9.25,1.125,0.0,1.125,
645745,1.0,56,7.0,1.125,0.0,1.125,
68443,0.160714,56,1.125,1.125,0.0,1.125,
90147,0.160714,56,1.125,1.125,0.0,1.125,
55494,0.160714,56,1.125,1.125,0.0,1.125,
492817,0.160714,56,1.125,1.125,0.0,1.125,
195441,0.160714,56,1.125,1.125,0.0,1.125,
194085,0.160714,56,1.125,1.125,0.0,1.125,
195075,0.160714,56,1.125,1.125,0.0,1.125,
191949,0.160714,56,1.125,1.125,0.0,1.125,
16525,0.160714,56,1.125,1.125,0.0,1.125,
192176,0.285714,56,2.0,1.111,0.0,1.111,
419257,0.158729,56,1.111,1.111,0.0,1.111,
94565,0.158729,56,1.111,1.111,0.0,1.111,
191947,0.158729,56,1.111,1.111,0.0,1.111,
893382,0.158729,56,1.111,1.111,0.0,1.111,
514063,0.158729,56,1.111,1.111,0.0,1.111,
67987,0.158729,56,1.111,1.111,0.0,1.111,
192093,0.158729,56,1.111,1.111,0.0,1.111,
190112,0.158729,56,1.111,1.111,0.0,1.111,
668566,0.158729,56,1.111,1.111,0.0,1.111,
90426,0.158729,56,1.111,1.111,0.0,1.111,
198935,0.157143,56,1.1,1.1,0.0,1.1,
65590,0.157143,56,1.1,1.1,0.0,1.1,
65586,0.157143,56,1.1,1.1,0.0,1.1,
44743,0.157143,56,1.1,1.1,0.0,1.1,
41320,0.157143,56,1.1,1.1,0.0,1.1,
587982,0.157143,56,1.1,1.1,0.0,1.1,
93985,1.0,56,7.0,1.091,0.0,1.091,
192940,1.0,56,7.0,1.091,0.0,1.091,
93991,0.155843,56,1.091,1.091,0.0,1.091,
93980,0.155843,56,1.091,1.091,0.0,1.091,
46754,1.0,56,7.0,1.087,0.0,1.087,
1229,1.0,56,7.0,1.087,0.0,1.087,
46905,0.155286,56,1.087,1.087,0.0,1.087,
769886,0.152386,56,1.067,1.067,0.0,1.067,
68527,0.152386,56,1.067,1.067,0.0,1.067,
195046,0.151786,56,1.063,1.062,0.0,1.063,baseline_56_day_floor_applied
195430,0.151257,56,1.059,1.059,0.0,1.059,
199957,0.151257,56,1.059,1.059,0.0,1.059,
195266,0.149357,56,1.045,1.046,0.0,1.046,
483788,0.149071,56,1.043,1.044,0.0,1.044,
46772,0.149071,56,1.043,1.044,0.0,1.044,
189245,0.149071,56,1.043,1.044,0.0,1.044,
483699,0.149071,56,1.043,1.044,0.0,1.044,
66820,0.147957,56,1.036,1.036,0.0,1.036,
799718,2.0,56,14.0,1.0,0.0,1.0,
73263,1.428571,56,10.0,1.0,0.0,1.0,
67696,1.0,56,7.0,1.0,0.0,1.0,
90838,1.0,56,7.0,1.0,0.0,1.0,
310832,1.0,56,7.0,1.0,0.0,1.0,
32866,1.0,56,7.0,1.0,0.0,1.0,
679208,1.0,56,7.0,1.0,0.0,1.0,
19966,1.0,56,7.0,1.0,0.0,1.0,
90149,1.0,56,7.0,1.0,0.0,1.0,
974463,1.0,56,7.0,1.0,0.0,1.0,
194050,1.0,56,7.0,1.0,0.0,1.0,
90851,0.285714,56,2.0,1.0,0.0,1.0,
89069,0.142857,56,1.0,1.0,0.0,1.0,
89070,0.142857,56,1.0,1.0,0.0,1.0,
63386,0.142857,56,1.0,1.0,0.0,1.0,
13652,0.142857,56,1.0,1.0,0.0,1.0,
198630,0.142857,56,1.0,1.0,0.0,1.0,
198636,0.142857,56,1.0,1.0,0.0,1.0,
192126,0.142857,56,1.0,1.0,0.0,1.0,
89076,0.142857,56,1.0,1.0,0.0,1.0,
89074,0.142857,56,1.0,1.0,0.0,1.0,
48200,0.142857,56,1.0,1.0,0.0,1.0,
44001,0.142857,56,1.0,1.0,0.0,1.0,
192620,0.142857,56,1.0,1.0,0.0,1.0,
94576,0.142857,56,1.0,1.0,0.0,1.0,
94669,0.142857,56,1.0,1.0,0.0,1.0,
87463,0.142857,56,1.0,1.0,0.0,1.0,
94629,0.142857,56,1.0,1.0,0.0,1.0,
96635,0.142857,56,1.0,1.0,0.0,1.0,
30160,0.142857,56,1.0,1.0,0.0,1.0,
195990,0.142857,56,1.0,1.0,0.0,1.0,
98003,0.142857,56,1.0,1.0,0.0,1.0,
98004,0.142857,56,1.0,1.0,0.0,1.0,
22226,0.142857,56,1.0,1.0,0.0,1.0,
94477,0.142857,56,1.0,1.0,0.0,1.0,
193612,0.142857,56,1.0,1.0,0.0,1.0,
296780,0.142857,56,1.0,1.0,0.0,1.0,
94496,0.142857,56,1.0,1.0,0.0,1.0,
56032,0.142857,56,1.0,1.0,0.0,1.0,
56179,0.142857,56,1.0,1.0,0.0,1.0,
92516,0.142857,56,1.0,1.0,0.0,1.0,
184853,0.142857,56,1.0,1.0,0.0,1.0,
88099,0.142857,56,1.0,1.0,0.0,1.0,
87747,0.142857,56,1.0,1.0,0.0,1.0,
91481,0.142857,56,1.0,1.0,0.0,1.0,
94495,0.142857,56,1.0,1.0,0.0,1.0,
90171,0.142857,56,1.0,1.0,0.0,1.0,
94054,0.142857,56,1.0,1.0,0.0,1.0,
98033,0.142857,56,1.0,1.0,0.0,1.0,
98034,0.142857,56,1.0,1.0,0.0,1.0,
92518,0.142857,56,1.0,1.0,0.0,1.0,
92517,0.142857,56,1.0,1.0,0.0,1.0,
27192,0.142857,56,1.0,1.0,0.0,1.0,
195117,0.142857,56,1.0,1.0,0.0,1.0,
92929,0.142857,56,1.0,1.0,0.0,1.0,
96601,0.142857,56,1.0,1.0,0.0,1.0,
96465,0.142857,56,1.0,1.0,0.0,1.0,
96460,0.142857,56,1.0,1.0,0.0,1.0,
15839,0.142857,56,1.0,1.0,0.0,1.0,
94068,0.142857,56,1.0,1.0,0.0,1.0,
55532,0.142857,56,1.0,1.0,0.0,1.0,
94905,0.142857,56,1.0,1.0,0.0,1.0,
69726,0.142857,56,1.0,1.0,0.0,1.0,
63080,0.142857,56,1.0,1.0,0.0,1.0,
96447,0.142857,56,1.0,1.0,0.0,1.0,
96449,0.142857,56,1.0,1.0,0.0,1.0,
96459,0.142857,56,1.0,1.0,0.0,1.0,
188847,0.142857,56,1.0,1.0,0.0,1.0,
93986,0.142857,56,1.0,1.0,0.0,1.0,
90068,0.142857,56,1.0,1.0,0.0,1.0,
69244,0.142857,56,1.0,1.0,0.0,1.0,
94568,0.142857,56,1.0,1.0,0.0,1.0,
184834,0.142857,56,1.0,1.0,0.0,1.0,
94456,0.142857,56,1.0,1.0,0.0,1.0,
44022,0.142857,56,1.0,1.0,0.0,1.0,
94284,0.142857,56,1.0,1.0,0.0,1.0,
98002,0.142857,56,1.0,1.0,0.0,1.0,
374849,0.142857,56,1.0,1.0,0.0,1.0,
310735,0.142857,56,1.0,1.0,0.0,1.0,
195134,0.142857,56,1.0,1.0,0.0,1.0,
192009,0.142857,56,1.0,1.0,0.0,1.0,
27191,0.142857,56,1.0,1.0,0.0,1.0,
199853,0.142857,56,1.0,1.0,0.0,1.0,
90438,0.142857,56,1.0,1.0,0.0,1.0,
87557,0.142857,56,1.0,1.0,0.0,1.0,
90114,0.142857,56,1.0,1.0,0.0,1.0,
93296,0.142857,56,1.0,1.0,0.0,1.0,
59865,0.142857,56,1.0,1.0,0.0,1.0,
609900,0.142857,56,1.0,1.0,0.0,1.0,
581747,0.142857,56,1.0,1.0,0.0,1.0,
89071,0.142857,56,1.0,1.0,0.0,1.0,
94506,0.142857,56,1.0,1.0,0.0,1.0,
89772,0.142857,56,1.0,1.0,0.0,1.0,
490763,0.142857,56,1.0,1.0,0.0,1.0,
345008,0.142857,56,1.0,1.0,0.0,1.0,
98022,0.142857,56,1.0,1.0,0.0,1.0,
97129,0.142857,56,1.0,1.0,0.0,1.0,
67026,0.142857,56,1.0,1.0,0.0,1.0,
490755,0.142857,56,1.0,1.0,0.0,1.0,
62471,0.142857,56,1.0,1.0,0.0,1.0,
67882,0.142857,56,1.0,1.0,0.0,1.0,
67897,0.142857,56,1.0,1.0,0.0,1.0,
386421,0.142857,56,1.0,1.0,0.0,1.0,
269875,0.142857,56,1.0,1.0,0.0,1.0,
191879,0.142857,56,1.0,1.0,0.0,1.0,
818895,0.142857,56,1.0,1.0,0.0,1.0,
16728,0.142857,56,1.0,1.0,0.0,1.0,
194039,0.142857,56,1.0,1.0,0.0,1.0,
51771,0.142857,56,1.0,1.0,0.0,1.0,
189094,0.142857,56,1.0,1.0,0.0,1.0,
185198,0.142857,56,1.0,1.0,0.0,1.0,
781207,0.142857,56,1.0,1.0,0.0,1.0,
472581,0.142857,56,1.0,1.0,0.0,1.0,
91455,0.142857,56,1.0,1.0,0.0,1.0,
92260,0.142857,56,1.0,1.0,0.0,1.0,
56387,0.142857,56,1.0,1.0,0.0,1.0,
198561,0.142857,56,1.0,1.0,0.0,1.0,
90901,0.142857,56,1.0,1.0,0.0,1.0,
198941,0.142857,56,1.0,1.0,0.0,1.0,
93918,0.142857,56,1.0,1.0,0.0,1.0,
90774,0.142857,56,1.0,1.0,0.0,1.0,
65560,0.142857,56,1.0,1.0,0.0,1.0,
67328,0.142857,56,1.0,1.0,0.0,1.0,
677469,0.142857,56,1.0,1.0,0.0,1.0,
90464,0.142857,56,1.0,1.0,0.0,1.0,
88083,0.142857,56,1.0,1.0,0.0,1.0,
90902,0.142857,56,1.0,1.0,0.0,1.0,
70978,0.142857,56,1.0,1.0,0.0,1.0,
194029,0.142857,56,1.0,1.0,0.0,1.0,
198942,0.142857,56,1.0,1.0,0.0,1.0,
93926,0.142857,56,1.0,1.0,0.0,1.0,
93984,0.142857,56,1.0,1.0,0.0,1.0,
87769,0.142857,56,1.0,1.0,0.0,1.0,
193405,0.142857,56,1.0,1.0,0.0,1.0,
30527,0.142857,56,1.0,1.0,0.0,1.0,
87419,0.142857,56,1.0,1.0,0.0,1.0,
97990,0.142857,56,1.0,1.0,0.0,1.0,
490805,0.142857,56,1.0,1.0,0.0,1.0,
90769,0.142857,56,1.0,1.0,0.0,1.0,
194089,0.142857,56,1.0,1.0,0.0,1.0,
372102,0.142857,56,1.0,1.0,0.0,1.0,
199720,0.142857,56,1.0,1.0,0.0,1.0,
291245,0.142857,56,1.0,1.0,0.0,1.0,
43396,0.142857,56,1.0,1.0,0.0,1.0,
97988,0.142857,56,1.0,1.0,0.0,1.0,
94475,0.142857,56,1.0,1.0,0.0,1.0,
668004,0.142857,56,1.0,1.0,0.0,1.0,
90849,0.142857,56,1.0,1.0,0.0,1.0,
90773,0.142857,56,1.0,1.0,0.0,1.0,
194043,0.142857,56,1.0,1.0,0.0,1.0,
192860,0.142857,56,1.0,1.0,0.0,1.0,
97993,0.142857,56,1.0,1.0,0.0,1.0,
92435,0.142857,56,1.0,1.0,0.0,1.0,
92434,0.142857,56,1.0,1.0,0.0,1.0,
192805,0.142857,56,1.0,1.0,0.0,1.0,
95023,0.142857,56,1.0,1.0,0.0,1.0,
102088,0.142857,56,1.0,1.0,0.0,1.0,
769665,0.142857,56,1.0,1.0,0.0,1.0,
186092,0.142857,56,1.0,1.0,0.0,1.0,
55887,0.142857,56,1.0,1.0,0.0,1.0,
89752,0.142857,56,1.0,1.0,0.0,1.0,
31821,0.142857,56,1.0,1.0,0.0,1.0,
721417,0.142857,56,1.0,1.0,0.0,1.0,
192124,0.142857,56,1.0,1.0,0.0,1.0,
20469,0.142857,56,1.0,1.0,0.0,1.0,
95497,0.142857,56,1.0,1.0,0.0,1.0,
30554,0.142857,56,1.0,1.0,0.0,1.0,
87431,0.142857,56,1.0,1.0,0.0,1.0,
191889,0.142857,56,1.0,1.0,0.0,1.0,
59858,0.142857,56,1.0,1.0,0.0,1.0,
195116,0.142857,56,1.0,1.0,0.0,1.0,
189275,0.142857,56,1.0,1.0,0.0,1.0,
199840,0.142857,56,1.0,1.0,0.0,1.0,
92466,0.142857,56,1.0,1.0,0.0,1.0,
195090,0.142857,56,1.0,1.0,0.0,1.0,
188744,0.142857,56,1.0,1.0,0.0,1.0,
94648,0.142857,56,1.0,1.0,0.0,1.0,
90015,0.142857,56,1.0,1.0,0.0,1.0,
798177,0.142857,56,1.0,1.0,0.0,1.0,
10431,0.142857,56,1.0,1.0,0.0,1.0,
198293,0.142857,56,1.0,1.0,0.0,1.0,
67891,0.142857,56,1.0,1.0,0.0,1.0,
55499,0.142857,56,1.0,1.0,0.0,1.0,
93334,0.142857,56,1.0,1.0,0.0,1.0,
190119,0.142857,56,1.0,1.0,0.0,1.0,
90775,0.142857,56,1.0,1.0,0.0,1.0,
196550,0.142857,56,1.0,1.0,0.0,1.0,
58978,0.142857,56,1.0,1.0,0.0,1.0,
94491,0.142857,56,1.0,1.0,0.0,1.0,
194046,0.142857,56,1.0,1.0,0.0,1.0,
5908,0.142857,56,1.0,1.0,0.0,1.0,
97992,0.142857,56,1.0,1.0,0.0,1.0,
20841,0.142857,56,1.0,1.0,0.0,1.0,
194044,0.142857,56,1.0,1.0,0.0,1.0,
72663,0.142857,56,1.0,1.0,0.0,1.0,
90435,0.142857,56,1.0,1.0,0.0,1.0,
198291,0.142857,56,1.0,1.0,0.0,1.0,
61294,0.142857,56,1.0,1.0,0.0,1.0,
186524,0.142857,56,1.0,1.0,0.0,1.0,
216755,0.142857,56,1.0,1.0,0.0,1.0,
59860,0.142857,56,1.0,1.0,0.0,1.0,
198287,0.142857,56,1.0,1.0,0.0,1.0,
87469,0.142857,56,1.0,1.0,0.0,1.0,
192168,0.142857,56,1.0,1.0,0.0,1.0,
90113,0.142857,56,1.0,1.0,0.0,1.0,
95477,0.142857,56,1.0,1.0,0.0,1.0,
198292,0.142857,56,1.0,1.0,0.0,1.0,
199379,0.142857,56,1.0,1.0,0.0,1.0,
199948,0.142857,56,1.0,1.0,0.0,1.0,
32159,0.142857,56,1.0,1.0,0.0,1.0,
94278,0.142857,56,1.0,1.0,0.0,1.0,
61295,0.142857,56,1.0,1.0,0.0,1.0,
199738,0.017857,56,0.125,1.0,0.0,1.0,
188990,0.136643,56,0.957,0.956,0.0,0.957,baseline_56_day_floor_applied
191174,0.136643,56,0.957,0.956,0.0,0.957,baseline_56_day_floor_applied
189262,0.136643,56,0.957,0.956,0.0,0.957,baseline_56_day_floor_applied
192923,0.136057,56,0.952,0.952,0.0,0.952,
299936,0.134914,56,0.944,0.944,0.0,0.944,
192930,0.134914,56,0.944,0.944,0.0,0.944,
15826,0.134457,56,0.941,0.941,0.0,0.941,
47677,0.133929,56,0.938,0.938,0.0,0.938,
199051,0.133929,56,0.938,0.938,0.0,0.938,
679010,0.133329,56,0.933,0.933,0.0,0.933,
87600,0.132657,56,0.929,0.929,0.0,0.929,
380600,0.131871,56,0.923,0.923,0.0,0.923,
195096,0.131429,56,0.92,0.92,0.0,0.92,
62913,0.130957,56,0.917,0.917,0.0,0.917,
196029,0.130957,56,0.917,0.917,0.0,0.917,
769878,0.130957,56,0.917,0.917,0.0,0.917,
298522,0.130957,56,0.917,0.917,0.0,0.917,
885541,0.130957,56,0.917,0.917,0.0,0.917,
30626,0.130429,56,0.913,0.913,0.0,0.913,
189243,0.130429,56,0.913,0.913,0.0,0.913,
36121,0.130429,56,0.913,0.913,0.0,0.913,
36122,0.130429,56,0.913,0.913,0.0,0.913,
191175,0.130429,56,0.913,0.913,0.0,0.913,
71410,0.130429,56,0.913,0.913,0.0,0.913,
93993,1.5,56,10.5,0.909,0.0,0.909,
94008,0.129871,56,0.909,0.909,0.0,0.909,
57934,0.129871,56,0.909,0.909,0.0,0.909,
40079,0.129871,56,0.909,0.909,0.0,0.909,
731188,1.0,56,7.0,0.905,0.0,0.905,
70983,0.128571,56,0.9,0.9,0.0,0.9,
74931,0.128571,56,0.9,0.9,0.0,0.9,
65583,0.128571,56,0.9,0.9,0.0,0.9,
28286,0.128571,56,0.9,0.9,0.0,0.9,
676195,0.126986,56,0.889,0.889,0.0,0.889,
90436,0.126986,56,0.889,0.889,0.0,0.889,
271519,0.126986,56,0.889,0.889,0.0,0.889,
20865,0.126986,56,0.889,0.889,0.0,0.889,
298077,0.126986,56,0.889,0.889,0.0,0.889,
908142,0.126986,56,0.889,0.889,0.0,0.889,
908150,0.126986,56,0.889,0.889,0.0,0.889,
28179,0.126986,56,0.889,0.889,0.0,0.889,
190124,0.126986,56,0.889,0.889,0.0,0.889,
11608,0.126986,56,0.889,0.889,0.0,0.889,
195433,1.0,56,7.0,0.882,0.0,0.882,
195435,1.0,56,7.0,0.882,0.0,0.882,
195434,0.126057,56,0.882,0.882,0.0,0.882,
259519,0.285714,56,2.0,0.88,0.0,0.88,
287334,0.125714,56,0.88,0.88,0.0,0.88,
90346,0.285714,56,2.0,0.875,0.0,0.875,
300160,0.125,56,0.875,0.875,0.0,0.875,
53929,0.125,56,0.875,0.875,0.0,0.875,
668178,0.125,56,0.875,0.875,0.0,0.875,
195945,0.125,56,0.875,0.875,0.0,0.875,
90143,0.125,56,0.875,0.875,0.0,0.875,
50661,0.125,56,0.875,0.875,0.0,0.875,
74330,0.125,56,0.875,0.875,0.0,0.875,
645753,0.125,56,0.875,0.875,0.0,0.875,
65624,0.125,56,0.875,0.875,0.0,0.875,
74328,0.125,56,0.875,0.875,0.0,0.875,
537886,0.123814,56,0.867,0.867,0.0,0.867,
66921,0.122443,56,0.857,0.857,0.0,0.857,
61297,0.122443,56,0.857,0.857,0.0,0.857,
94067,0.122443,56,0.857,0.857,0.0,0.857,
195082,0.122443,56,0.857,0.857,0.0,0.857,
190142,0.122443,56,0.857,0.857,0.0,0.857,
24919,0.122443,56,0.857,0.857,0.0,0.857,
195044,0.122443,56,0.857,0.857,0.0,0.857,
24918,0.1217,56,0.852,0.852,0.0,0.852,
29850,1.0,56,7.0,0.833,0.0,0.833,
61289,0.119043,56,0.833,0.833,0.0,0.833,
90115,0.119043,56,0.833,0.833,0.0,0.833,
198723,0.119043,56,0.833,0.833,0.0,0.833,
192801,0.119043,56,0.833,0.833,0.0,0.833,
199902,0.119043,56,0.833,0.833,0.0,0.833,
350173,0.119043,56,0.833,0.833,0.0,0.833,
196041,0.119043,56,0.833,0.833,0.0,0.833,
192531,0.119043,56,0.833,0.833,0.0,0.833,
668038,0.119043,56,0.833,0.833,0.0,0.833,
194888,0.119043,56,0.833,0.833,0.0,0.833,
92642,0.119043,56,0.833,0.833,0.0,0.833,
67094,0.119043,56,0.833,0.833,0.0,0.833,
192844,0.119043,56,0.833,0.833,0.0,0.833,
39394,1.0,56,7.0,0.826,0.0,0.826,
46887,0.118014,56,0.826,0.826,0.0,0.826,
191176,0.118014,56,0.826,0.826,0.0,0.826,
24385,0.118014,56,0.826,0.826,0.0,0.826,
195437,0.117643,56,0.824,0.824,0.0,0.824,
43876,0.117643,56,0.824,0.824,0.0,0.824,
63083,0.117643,56,0.824,0.824,0.0,0.824,
94005,1.0,56,7.0,0.818,0.0,0.818,
66096,0.116886,56,0.818,0.818,0.0,0.818,
34115,0.116886,56,0.818,0.818,0.0,0.818,
94001,0.116886,56,0.818,0.818,0.0,0.818,
93998,0.116886,56,0.818,0.818,0.0,0.818,
93999,0.116886,56,0.818,0.818,0.0,0.818,
67697,1.0,56,7.0,0.812,0.0,0.812,
198735,1.0,56,7.0,0.8,0.0,0.8,
403014,0.114286,56,0.8,0.8,0.0,0.8,
485632,0.114286,56,0.8,0.8,0.0,0.8,
198940,0.114286,56,0.8,0.8,0.0,0.8,
199120,0.114286,56,0.8,0.8,0.0,0.8,
10435,0.114286,56,0.8,0.8,0.0,0.8,
27981,0.114286,56,0.8,0.8,0.0,0.8,
385409,0.114286,56,0.8,0.8,0.0,0.8,
50356,0.114286,56,0.8,0.8,0.0,0.8,
43877,0.114286,56,0.8,0.8,0.0,0.8,
504300,0.114286,56,0.8,0.8,0.0,0.8,
191996,0.114286,56,0.8,0.8,0.0,0.8,
87764,0.114286,56,0.8,0.8,0.0,0.8,
199751,1.0,56,7.0,0.786,0.0,0.786,
71548,1.0,56,7.0,0.786,0.0,0.786,
103912,0.112243,56,0.786,0.786,0.0,0.786,
665877,0.112243,56,0.786,0.786,0.0,0.786,
198714,1.0,56,7.0,0.778,0.0,0.778,
195501,0.111114,56,0.778,0.778,0.0,0.778,
190120,0.111114,56,0.778,0.778,0.0,0.778,
65610,0.111114,56,0.778,0.778,0.0,0.778,
298085,0.111114,56,0.778,0.778,0.0,0.778,
28180,0.111114,56,0.778,0.778,0.0,0.778,
32738,0.111114,56,0.778,0.778,0.0,0.778,
195077,0.111114,56,0.778,0.778,0.0,0.778,
24925,0.111114,56,0.778,0.778,0.0,0.778,
32641,0.110386,56,0.773,0.773,0.0,0.773,
196000,0.110386,56,0.773,0.773,0.0,0.773,
189251,0.110386,56,0.773,0.773,0.0,0.773,
195414,0.109243,56,0.765,0.765,0.0,0.765,
95495,1.0,56,7.0,0.75,0.0,0.75,
95494,1.0,56,7.0,0.75,0.0,0.75,
69210,0.107143,56,0.75,0.75,0.0,0.75,
186414,0.107143,56,0.75,0.75,0.0,0.75,
668160,0.107143,56,0.75,0.75,0.0,0.75,
186513,0.107143,56,0.75,0.75,0.0,0.75,
20312,0.107143,56,0.75,0.75,0.0,0.75,
199736,0.107143,56,0.75,0.75,0.0,0.75,
44388,0.107143,56,0.75,0.75,0.0,0.75,
16566,0.107143,56,0.75,0.75,0.0,0.75,
90166,0.107143,56,0.75,0.75,0.0,0.75,
96455,0.107143,56,0.75,0.75,0.0,0.75,
198722,0.107143,56,0.75,0.75,0.0,0.75,
96483,0.107143,56,0.75,0.75,0.0,0.75,
96481,0.107143,56,0.75,0.75,0.0,0.75,
96446,0.107143,56,0.75,0.75,0.0,0.75,
96452,0.107143,56,0.75,0.75,0.0,0.75,
199947,0.107143,56,0.75,0.75,0.0,0.75,
187276,0.107143,56,0.75,0.75,0.0,0.75,
44033,0.107143,56,0.75,0.75,0.0,0.75,
187275,0.107143,56,0.75,0.75,0.0,0.75,
90142,0.107143,56,0.75,0.75,0.0,0.75,
15270,0.107143,56,0.75,0.75,0.0,0.75,
420950,0.107143,56,0.75,0.75,0.0,0.75,
37040,0.107143,56,0.75,0.75,0.0,0.75,
199761,0.107143,56,0.75,0.75,0.0,0.75,
186091,0.107143,56,0.75,0.75,0.0,0.75,
95613,0.107143,56,0.75,0.75,0.0,0.75,
198717,0.107143,56,0.75,0.75,0.0,0.75,
195355,0.107143,56,0.75,0.75,0.0,0.75,
185329,0.107143,56,0.75,0.75,0.0,0.75,
96151,0.107143,56,0.75,0.75,0.0,0.75,
189277,0.107143,56,0.75,0.75,0.0,0.75,
585463,0.107143,56,0.75,0.75,0.0,0.75,
196198,0.107143,56,0.75,0.75,0.0,0.75,
185183,0.107143,56,0.75,0.75,0.0,0.75,
192068,0.107143,56,0.75,0.75,0.0,0.75,
67859,0.107143,56,0.75,0.75,0.0,0.75,
50658,0.107143,56,0.75,0.75,0.0,0.75,
196026,0.107143,56,0.75,0.75,0.0,0.75,
32752,0.104757,56,0.733,0.733,0.0,0.733,
93994,0.1039,56,0.727,0.727,0.0,0.727,
94006,0.1039,56,0.727,0.727,0.0,0.727,
93990,0.1039,56,0.727,0.727,0.0,0.727,
192177,0.1039,56,0.727,0.727,0.0,0.727,
68268,1.0,56,7.0,0.714,0.0,0.714,
87603,1.0,56,7.0,0.714,0.0,0.714,
44021,0.102043,56,0.714,0.714,0.0,0.714,
192998,0.102043,56,0.714,0.714,0.0,0.714,
39410,0.102043,56,0.714,0.714,0.0,0.714,
191317,0.102043,56,0.714,0.714,0.0,0.714,
92209,0.102043,56,0.714,0.714,0.0,0.714,
195099,0.101186,56,0.708,0.708,0.0,0.708,
70391,0.100843,56,0.706,0.706,0.0,0.706,
1228,0.100843,56,0.706,0.706,0.0,0.706,
198933,0.1,56,0.7,0.7,0.0,0.7,
50395,0.1,56,0.7,0.7,0.0,0.7,
30536,0.099386,56,0.696,0.696,0.0,0.696,
189249,0.099386,56,0.696,0.696,0.0,0.696,
60548,0.099386,56,0.696,0.696,0.0,0.696,
24419,0.099386,56,0.696,0.696,0.0,0.696,
24423,0.099386,56,0.696,0.696,0.0,0.696,
66823,0.099386,56,0.696,0.696,0.0,0.696,
89061,0.0989,56,0.692,0.692,0.0,0.692,
34113,1.0,56,7.0,0.688,0.0,0.688,
60843,0.098214,56,0.687,0.688,0.0,0.688,
195402,0.098214,56,0.687,0.688,0.0,0.688,
47657,0.098214,56,0.687,0.688,0.0,0.688,
191178,0.0974,56,0.682,0.682,0.0,0.682,
520924,0.0974,56,0.682,0.682,0.0,0.682,
322083,0.096943,56,0.679,0.679,0.0,0.679,
385301,0.096943,56,0.679,0.679,0.0,0.679,
90462,1.5,56,10.5,0.667,0.0,0.667,
193696,1.321429,56,9.25,0.667,0.0,0.667,
90439,1.0,56,7.0,0.667,0.0,0.667,
65837,0.571429,56,4.0,0.667,0.0,0.667,
68558,0.095243,56,0.667,0.667,0.0,0.667,
94277,0.095243,56,0.667,0.667,0.0,0.667,
199406,0.095243,56,0.667,0.667,0.0,0.667,
184837,0.095243,56,0.667,0.667,0.0,0.667,
653594,0.095243,56,0.667,0.667,0.0,0.667,
88730,0.095243,56,0.667,0.667,0.0,0.667,
55498,0.095243,56,0.667,0.667,0.0,0.667,
63361,0.095243,56,0.667,0.667,0.0,0.667,
61549,0.095243,56,0.667,0.667,0.0,0.667,
199848,0.095243,56,0.667,0.667,0.0,0.667,
271527,0.095243,56,0.667,0.667,0.0,0.667,
40357,0.095243,56,0.667,0.667,0.0,0.667,
38436,0.095243,56,0.667,0.667,0.0,0.667,
186525,0.095243,56,0.667,0.667,0.0,0.667,
385395,0.095243,56,0.667,0.667,0.0,0.667,
