sku_number,baseline_daily_rate_units,baseline_daily_source_days,baseline_7_day_units,historical_units_same_discount_avg,current_predicted_promo_period_sales_units,proposed_promo_period_sales_units,promo_demand_floor_reason
384240,0.357143,56,2.5,2.5,0.0,2.5,
94471,0.357143,56,2.5,2.5,0.0,2.5,
197473,0.357143,56,2.5,2.5,0.0,2.5,
189513,1.0,56,7.0,2.471,0.0,2.471,
54863,0.3492,56,2.444,2.444,0.0,2.444,
94070,0.346943,56,2.429,2.429,0.0,2.429,
65630,0.346943,56,2.429,2.429,0.0,2.429,
390798,0.346943,56,2.429,2.429,0.0,2.429,
66125,0.346943,56,2.429,2.429,0.0,2.429,
60844,0.342857,56,2.4,2.4,0.0,2.4,
193712,0.342857,56,2.4,2.4,0.0,2.4,
388718,0.342857,56,2.4,2.4,0.0,2.4,
22488,0.339286,56,2.375,2.375,0.0,2.375,
188811,0.339286,56,2.375,2.375,0.0,2.375,
90105,0.337657,56,2.364,2.364,0.0,2.364,
46886,0.3354,56,2.348,2.348,0.0,2.348,
18699,0.333329,56,2.333,2.333,0.0,2.333,
431745,0.333329,56,2.333,2.333,0.0,2.333,
41572,0.333329,56,2.333,2.333,0.0,2.333,
51157,0.333329,56,2.333,2.333,0.0,2.333,
55458,0.333329,56,2.333,2.333,0.0,2.333,
59859,0.333329,56,2.333,2.333,0.0,2.333,
198463,0.333329,56,2.333,2.333,0.0,2.333,
688304,0.333329,56,2.333,2.333,0.0,2.333,
298034,0.333329,56,2.333,2.333,0.0,2.333,
298018,0.333329,56,2.333,2.333,0.0,2.333,
233048,0.333329,56,2.333,2.333,0.0,2.333,
342483,0.333329,56,2.333,2.333,0.0,2.333,
23449,0.333329,56,2.333,2.333,0.0,2.333,
190121,0.333329,56,2.333,2.333,0.0,2.333,
42901,0.333329,56,2.333,2.333,0.0,2.333,
933619,0.333329,56,2.333,2.333,0.0,2.333,
42806,0.333329,56,2.333,2.333,0.0,2.333,
198932,0.328571,56,2.3,2.3,0.0,2.3,
195424,1.0,56,7.0,2.294,0.0,2.294,
43716,0.326529,56,2.286,2.286,0.0,2.286,
65914,0.326529,56,2.286,2.286,0.0,2.286,
67890,0.326529,56,2.286,2.286,0.0,2.286,
184733,0.326529,56,2.286,2.286,0.0,2.286,
90014,0.324671,56,2.273,2.273,0.0,2.273,
191662,0.324671,56,2.273,2.273,0.0,2.273,
36997,0.323814,56,2.267,2.267,0.0,2.267,
198703,0.323314,56,2.263,2.263,0.0,2.263,
56483,0.321429,56,2.25,2.25,0.0,2.25,
96504,0.321429,56,2.25,2.25,0.0,2.25,
64536,0.321429,56,2.25,2.25,0.0,2.25,
94105,0.321429,56,2.25,2.25,0.0,2.25,
65466,0.321429,56,2.25,2.25,0.0,2.25,
196196,0.321429,56,2.25,2.25,0.0,2.25,
189276,0.321429,56,2.25,2.25,0.0,2.25,
94281,0.321429,56,2.25,2.25,0.0,2.25,
188951,0.285714,56,2.0,2.25,0.0,2.25,
15727,0.319329,56,2.235,2.235,0.0,2.235,
71223,0.317457,56,2.222,2.222,0.0,2.222,
65559,0.317457,56,2.222,2.222,0.0,2.222,
30538,0.316771,56,2.217,2.217,0.0,2.217,
350165,1.0,56,7.0,2.214,0.0,2.214,
60845,0.314286,56,2.2,2.2,0.0,2.2,
75790,0.314286,56,2.2,2.2,0.0,2.2,
87762,0.314286,56,2.2,2.2,0.0,2.2,
93977,0.311686,56,2.182,2.182,0.0,2.182,
626503,0.309529,56,2.167,2.167,0.0,2.167,
30633,0.309529,56,2.167,2.167,0.0,2.167,
626449,0.309529,56,2.167,2.167,0.0,2.167,
20868,0.309529,56,2.167,2.167,0.0,2.167,
195081,0.306129,56,2.143,2.143,0.0,2.143,
34860,0.306129,56,2.143,2.143,0.0,2.143,
57931,0.304343,56,2.13,2.13,0.0,2.13,
188995,0.303571,56,2.125,2.125,0.0,2.125,
7682,0.303571,56,2.125,2.125,0.0,2.125,
195423,0.302514,56,2.118,2.118,0.0,2.118,
45302,0.301586,56,2.111,2.111,0.0,2.111,
190116,0.301586,56,2.111,2.111,0.0,2.111,
195172,0.301586,56,2.111,2.111,0.0,2.111,
52115,3.5,56,24.5,2.091,0.0,2.091,
521310,1.0,56,7.0,2.087,0.0,2.087,
36233,0.298143,56,2.087,2.087,0.0,2.087,
189238,0.298143,56,2.087,2.087,0.0,2.087,
49295,0.297614,56,2.083,2.083,0.0,2.083,
745049,0.2967,56,2.077,2.077,0.0,2.077,
189516,0.294114,56,2.059,2.059,0.0,2.059,
193206,0.292214,56,2.045,2.046,0.0,2.046,
63031,1.0,56,7.0,2.0,0.0,2.0,
194045,1.0,56,7.0,2.0,0.0,2.0,
194049,1.0,56,7.0,2.0,0.0,2.0,
94668,0.285714,56,2.0,2.0,0.0,2.0,
93551,0.285714,56,2.0,2.0,0.0,2.0,
94283,0.285714,56,2.0,2.0,0.0,2.0,
89020,0.285714,56,2.0,2.0,0.0,2.0,
94247,0.285714,56,2.0,2.0,0.0,2.0,
96636,0.285714,56,2.0,2.0,0.0,2.0,
92259,0.285714,56,2.0,2.0,0.0,2.0,
197584,0.285714,56,2.0,2.0,0.0,2.0,
67330,0.285714,56,2.0,2.0,0.0,2.0,
24358,0.285714,56,2.0,2.0,0.0,2.0,
189515,0.285714,56,2.0,2.0,0.0,2.0,
96634,0.285714,56,2.0,2.0,0.0,2.0,
50927,0.285714,56,2.0,2.0,0.0,2.0,
195979,0.285714,56,2.0,2.0,0.0,2.0,
187203,0.285714,56,2.0,2.0,0.0,2.0,
195440,0.285714,56,2.0,2.0,0.0,2.0,
192343,0.285714,56,2.0,2.0,0.0,2.0,
94218,0.285714,56,2.0,2.0,0.0,2.0,
98014,0.285714,56,2.0,2.0,0.0,2.0,
89018,0.285714,56,2.0,2.0,0.0,2.0,
52120,0.285714,56,2.0,2.0,0.0,2.0,
98013,0.285714,56,2.0,2.0,0.0,2.0,
615951,0.285714,56,2.0,2.0,0.0,2.0,
64816,0.285714,56,2.0,2.0,0.0,2.0,
15238,0.285714,56,2.0,2.0,0.0,2.0,
345016,0.285714,56,2.0,2.0,0.0,2.0,
24167,0.285714,56,2.0,2.0,0.0,2.0,
94213,0.285714,56,2.0,2.0,0.0,2.0,
71222,0.285714,56,2.0,2.0,0.0,2.0,
87752,0.285714,56,2.0,2.0,0.0,2.0,
62934,0.285714,56,2.0,2.0,0.0,2.0,
68377,0.285714,56,2.0,2.0,0.0,2.0,
38424,0.285714,56,2.0,2.0,0.0,2.0,
626376,0.285714,56,2.0,2.0,0.0,2.0,
68376,0.285714,56,2.0,2.0,0.0,2.0,
228192,0.285714,56,2.0,2.0,0.0,2.0,
91460,0.285714,56,2.0,2.0,0.0,2.0,
92855,0.285714,56,2.0,2.0,0.0,2.0,
194041,0.285714,56,2.0,2.0,0.0,2.0,
24554,0.285714,56,2.0,2.0,0.0,2.0,
90768,0.285714,56,2.0,2.0,0.0,2.0,
4661,0.285714,56,2.0,2.0,0.0,2.0,
94273,0.285714,56,2.0,2.0,0.0,2.0,
73683,0.285714,56,2.0,2.0,0.0,2.0,
90765,0.285714,56,2.0,2.0,0.0,2.0,
90154,0.285714,56,2.0,2.0,0.0,2.0,
97991,0.285714,56,2.0,2.0,0.0,2.0,
27980,0.285714,56,2.0,2.0,0.0,2.0,
92919,0.285714,56,2.0,2.0,0.0,2.0,
192258,0.285714,56,2.0,2.0,0.0,2.0,
958824,0.285714,56,2.0,2.0,0.0,2.0,
199842,0.285714,56,2.0,2.0,0.0,2.0,
27194,0.285714,56,2.0,2.0,0.0,2.0,
199845,0.285714,56,2.0,2.0,0.0,2.0,
94507,0.285714,56,2.0,2.0,0.0,2.0,
199865,0.285714,56,2.0,2.0,0.0,2.0,
189272,0.285714,56,2.0,2.0,0.0,2.0,
90850,0.285714,56,2.0,2.0,0.0,2.0,
65916,0.285714,56,2.0,2.0,0.0,2.0,
189278,0.285714,56,2.0,2.0,0.0,2.0,
92467,0.285714,56,2.0,2.0,0.0,2.0,
10433,0.285714,56,2.0,2.0,0.0,2.0,
54777,0.285714,56,2.0,2.0,0.0,2.0,
191670,0.285714,56,2.0,2.0,0.0,2.0,
94641,0.285714,56,2.0,2.0,0.0,2.0,
10434,0.285714,56,2.0,2.0,0.0,2.0,
797588,0.285714,56,2.0,2.0,0.0,2.0,
188810,0.285714,56,2.0,2.0,0.0,2.0,
199060,0.285714,56,2.0,2.0,0.0,2.0,
88082,0.285714,56,2.0,2.0,0.0,2.0,
40167,0.285714,56,2.0,2.0,0.0,2.0,
71228,0.285714,56,2.0,2.0,0.0,2.0,
70356,0.285714,56,2.0,2.0,0.0,2.0,
87763,0.285714,56,2.0,2.0,0.0,2.0,
195354,0.285714,56,2.0,2.0,0.0,2.0,
97996,0.285714,56,2.0,2.0,0.0,2.0,
90935,0.285714,56,2.0,2.0,0.0,2.0,
371246,0.285714,56,2.0,2.0,0.0,2.0,
60343,0.285714,56,2.0,2.0,0.0,2.0,
96510,0.285714,56,2.0,2.0,0.0,2.0,
11896,0.285714,56,2.0,2.0,0.0,2.0,
96640,0.285714,56,2.0,2.0,0.0,2.0,
481130,0.285714,56,2.0,2.0,0.0,2.0,
616311,0.285714,56,2.0,2.0,0.0,2.0,
96641,0.285714,56,2.0,2.0,0.0,2.0,
186518,0.285714,56,2.0,2.0,0.0,2.0,
97994,0.285714,56,2.0,2.0,0.0,2.0,
87470,0.285714,56,2.0,2.0,0.0,2.0,
43395,0.285714,56,2.0,2.0,0.0,2.0,
250753,0.279214,56,1.954,1.954,0.0,1.954,
192921,0.279214,56,1.954,1.954,0.0,1.954,
189250,0.279214,56,1.954,1.954,0.0,1.954,
198697,0.2782,56,1.947,1.947,0.0,1.947,
63081,0.277314,56,1.941,1.941,0.0,1.941,
185498,0.277314,56,1.941,1.941,0.0,1.941,
67656,0.276786,56,1.938,1.938,0.0,1.938,
341140,0.276786,56,1.938,1.938,0.0,1.938,
199059,0.275514,56,1.929,1.929,0.0,1.929,
192941,0.272729,56,1.909,1.909,0.0,1.909,
65589,0.271429,56,1.9,1.9,0.0,1.9,
198937,0.271429,56,1.9,1.9,0.0,1.9,
198938,0.271429,56,1.9,1.9,0.0,1.9,
72014,0.271429,56,1.9,1.9,0.0,1.9,
197891,0.271429,56,1.9,1.9,0.0,1.9,
265969,0.269843,56,1.889,1.889,0.0,1.889,
70977,0.269843,56,1.889,1.889,0.0,1.889,
192198,0.269843,56,1.889,1.889,0.0,1.889,
195079,0.269843,56,1.889,1.889,0.0,1.889,
70357,0.268914,56,1.882,1.882,0.0,1.882,
90146,0.267857,56,1.875,1.875,0.0,1.875,
356859,0.267857,56,1.875,1.875,0.0,1.875,
36996,0.266671,56,1.867,1.867,0.0,1.867,
38391,0.266229,56,1.864,1.864,0.0,1.864,
958816,0.2653,56,1.857,1.857,0.0,1.857,
55681,0.2653,56,1.857,1.857,0.0,1.857,
33268,0.2653,56,1.857,1.857,0.0,1.857,
22514,0.2653,56,1.857,1.857,0.0,1.857,
192032,0.2619,56,1.833,1.833,0.0,1.833,
37850,0.2619,56,1.833,1.833,0.0,1.833,
22900,0.2619,56,1.833,1.833,0.0,1.833,
63111,0.2605,56,1.824,1.824,0.0,1.824,
94002,0.259743,56,1.818,1.818,0.0,1.818,
199052,0.258929,56,1.813,1.812,0.0,1.813,baseline_56_day_floor_applied
199057,0.257143,56,1.8,1.8,0.0,1.8,
90543,0.257143,56,1.8,1.8,0.0,1.8,
437883,0.257143,56,1.8,1.8,0.0,1.8,
67048,0.257143,56,1.8,1.8,0.0,1.8,
90152,0.257143,56,1.8,1.8,0.0,1.8,
31831,0.257143,56,1.8,1.8,0.0,1.8,
887455,0.253971,56,1.778,1.778,0.0,1.778,
75006,0.253971,56,1.778,1.778,0.0,1.778,
190114,0.253971,56,1.778,1.778,0.0,1.778,
11607,0.253971,56,1.778,1.778,0.0,1.778,
43540,0.253971,56,1.778,1.778,0.0,1.778,
380675,0.252743,56,1.769,1.769,0.0,1.769,
189521,0.2521,56,1.765,1.765,0.0,1.765,
15182,0.25,56,1.75,1.75,0.0,1.75,
195353,0.25,56,1.75,1.75,0.0,1.75,
92334,0.25,56,1.75,1.75,0.0,1.75,
192065,0.25,56,1.75,1.75,0.0,1.75,
186490,0.25,56,1.75,1.75,0.0,1.75,
65489,0.25,56,1.75,1.75,0.0,1.75,
282995,0.25,56,1.75,1.75,0.0,1.75,
41315,0.25,56,1.75,1.75,0.0,1.75,
32161,0.25,56,1.75,1.75,0.0,1.75,
92333,0.25,56,1.75,1.75,0.0,1.75,
90155,0.25,56,1.75,1.75,0.0,1.75,
57930,0.248443,56,1.739,1.739,0.0,1.739,
242845,0.248443,56,1.739,1.739,0.0,1.739,
63475,0.247614,56,1.733,1.733,0.0,1.733,
192920,0.246757,56,1.727,1.727,0.0,1.727,
198720,0.246029,56,1.722,1.722,0.0,1.722,
69802,0.2449,56,1.714,1.714,0.0,1.714,
415278,0.2449,56,1.714,1.714,0.0,1.714,
42952,0.2449,56,1.714,1.714,0.0,1.714,
94059,0.2449,56,1.714,1.714,0.0,1.714,
184852,0.2449,56,1.714,1.714,0.0,1.714,
92211,0.2449,56,1.714,1.714,0.0,1.714,
193125,0.2437,56,1.706,1.706,0.0,1.706,
65835,0.242857,56,1.7,1.7,0.0,1.7,
36234,0.242243,56,1.696,1.696,0.0,1.696,
36237,0.2406,56,1.684,1.684,0.0,1.684,
521213,1.0,56,7.0,1.667,0.0,1.667,
95025,0.857143,56,6.0,1.667,0.0,1.667,
24361,0.2381,56,1.667,1.667,0.0,1.667,
57451,0.2381,56,1.667,1.667,0.0,1.667,
93519,0.2381,56,1.667,1.667,0.0,1.667,
192194,0.2381,56,1.667,1.667,0.0,1.667,
650609,0.2381,56,1.667,1.667,0.0,1.667,
60772,0.2381,56,1.667,1.667,0.0,1.667,
280607,0.2381,56,1.667,1.667,0.0,1.667,
55497,0.2381,56,1.667,1.667,0.0,1.667,
186282,0.2381,56,1.667,1.667,0.0,1.667,
67327,0.2381,56,1.667,1.667,0.0,1.667,
260851,0.2381,56,1.667,1.667,0.0,1.667,
405922,0.2381,56,1.667,1.667,0.0,1.667,
650242,0.2381,56,1.667,1.667,0.0,1.667,
205729,0.2381,56,1.667,1.667,0.0,1.667,
190113,0.2381,56,1.667,1.667,0.0,1.667,
190840,0.2381,56,1.667,1.667,0.0,1.667,
490797,0.2381,56,1.667,1.667,0.0,1.667,
16828,0.2381,56,1.667,1.667,0.0,1.667,
189518,1.178571,56,8.25,1.647,0.0,1.647,
193213,1.196429,56,8.375,1.636,0.0,1.636,
52116,1.0,56,7.0,1.636,0.0,1.636,
52119,0.233771,56,1.636,1.636,0.0,1.636,
54856,0.233771,56,1.636,1.636,0.0,1.636,
643335,0.233771,56,1.636,1.636,0.0,1.636,
65606,0.233771,56,1.636,1.636,0.0,1.636,
57933,1.0,56,7.0,1.632,0.0,1.632,
199053,2.0,56,14.0,1.625,0.0,1.625,
55881,0.857143,56,6.0,1.625,0.0,1.625,
55493,0.232143,56,1.625,1.625,0.0,1.625,
189005,0.232143,56,1.625,1.625,0.0,1.625,
630497,0.232143,56,1.625,1.625,0.0,1.625,
22490,0.232143,56,1.625,1.625,0.0,1.625,
188862,0.232143,56,1.625,1.625,0.0,1.625,
198718,0.230157,56,1.611,1.611,0.0,1.611,
57927,0.229814,56,1.609,1.609,0.0,1.609,
199946,0.857143,56,6.0,1.6,0.0,1.6,
63699,0.228571,56,1.6,1.6,0.0,1.6,
32160,0.228571,56,1.6,1.6,0.0,1.6,
73076,0.228571,56,1.6,1.6,0.0,1.6,
51154,0.228571,56,1.6,1.6,0.0,1.6,
186552,0.228571,56,1.6,1.6,0.0,1.6,
27982,0.228571,56,1.6,1.6,0.0,1.6,
193210,0.227271,56,1.591,1.591,0.0,1.591,
70359,1.0,56,7.0,1.588,0.0,1.588,
15820,0.226886,56,1.588,1.588,0.0,1.588,
192200,0.224486,56,1.571,1.571,0.0,1.571,
396176,0.224486,56,1.571,1.571,0.0,1.571,
65915,0.224486,56,1.571,1.571,0.0,1.571,
195740,0.224486,56,1.571,1.571,0.0,1.571,
192807,0.224486,56,1.571,1.571,0.0,1.571,
57932,0.2236,56,1.565,1.565,0.0,1.565,
37411,1.0,56,7.0,1.556,0.0,1.556,
2941,0.222229,56,1.556,1.556,0.0,1.556,
886149,0.222229,56,1.556,1.556,0.0,1.556,
195988,0.221429,56,1.55,1.55,0.0,1.55,
195986,0.220786,56,1.546,1.546,0.0,1.546,
745103,0.219786,56,1.539,1.538,0.0,1.539,baseline_56_day_floor_applied
632950,0.219043,56,1.533,1.533,0.0,1.533,
193126,1.0,56,7.0,1.529,0.0,1.529,
57936,0.217386,56,1.522,1.522,0.0,1.522,
90934,1.714286,56,12.0,1.5,0.0,1.5,
96608,1.25,56,8.75,1.5,0.0,1.5,
195102,0.214286,56,1.5,1.5,0.0,1.5,
87757,0.214286,56,1.5,1.5,0.0,1.5,
826960,0.214286,56,1.5,1.5,0.0,1.5,
89065,0.214286,56,1.5,1.5,0.0,1.5,
69211,0.214286,56,1.5,1.5,0.0,1.5,
54475,0.214286,56,1.5,1.5,0.0,1.5,
96633,0.214286,56,1.5,1.5,0.0,1.5,
31685,0.214286,56,1.5,1.5,0.0,1.5,
87761,0.214286,56,1.5,1.5,0.0,1.5,
96501,0.214286,56,1.5,1.5,0.0,1.5,
192922,0.214286,56,1.5,1.5,0.0,1.5,
67701,0.214286,56,1.5,1.5,0.0,1.5,
192033,0.214286,56,1.5,1.5,0.0,1.5,
389196,0.214286,56,1.5,1.5,0.0,1.5,
199854,0.214286,56,1.5,1.5,0.0,1.5,
273694,0.214286,56,1.5,1.5,0.0,1.5,
51770,0.214286,56,1.5,1.5,0.0,1.5,
65486,0.214286,56,1.5,1.5,0.0,1.5,
94439,0.214286,56,1.5,1.5,0.0,1.5,
51690,0.214286,56,1.5,1.5,0.0,1.5,
93922,0.214286,56,1.5,1.5,0.0,1.5,
308978,0.214286,56,1.5,1.5,0.0,1.5,
89753,0.214286,56,1.5,1.5,0.0,1.5,
194047,0.214286,56,1.5,1.5,0.0,1.5,
60950,0.214286,56,1.5,1.5,0.0,1.5,
50382,0.214286,56,1.5,1.5,0.0,1.5,
194012,0.214286,56,1.5,1.5,0.0,1.5,
90772,0.214286,56,1.5,1.5,0.0,1.5,
194019,0.214286,56,1.5,1.5,0.0,1.5,
194040,0.214286,56,1.5,1.5,0.0,1.5,
282413,0.214286,56,1.5,1.5,0.0,1.5,
94216,0.214286,56,1.5,1.5,0.0,1.5,
90153,0.214286,56,1.5,1.5,0.0,1.5,
188032,0.214286,56,1.5,1.5,0.0,1.5,
188636,0.214286,56,1.5,1.5,0.0,1.5,
94640,0.214286,56,1.5,1.5,0.0,1.5,
96597,0.214286,56,1.5,1.5,0.0,1.5,
93925,0.214286,56,1.5,1.5,0.0,1.5,
616532,0.214286,56,1.5,1.5,0.0,1.5,
87637,0.214286,56,1.5,1.5,0.0,1.5,
87807,0.214286,56,1.5,1.5,0.0,1.5,
96498,0.214286,56,1.5,1.5,0.0,1.5,
94647,0.214286,56,1.5,1.5,0.0,1.5,
38417,0.214286,56,1.5,1.5,0.0,1.5,
50655,0.214286,56,1.5,1.5,0.0,1.5,
65635,0.214286,56,1.5,1.5,0.0,1.5,
90811,0.214286,56,1.5,1.5,0.0,1.5,
94510,0.214286,56,1.5,1.5,0.0,1.5,
93915,0.214286,56,1.5,1.5,0.0,1.5,
192064,0.214286,56,1.5,1.5,0.0,1.5,
51409,0.214286,56,1.5,1.5,0.0,1.5,
735752,0.214286,56,1.5,1.5,0.0,1.5,
90145,0.214286,56,1.5,1.5,0.0,1.5,
666842,0.214286,56,1.5,1.5,0.0,1.5,
94279,0.214286,56,1.5,1.5,0.0,1.5,
189241,0.211186,56,1.478,1.478,0.0,1.478,
62855,0.208786,56,1.462,1.462,0.0,1.462,
193194,0.207786,56,1.455,1.454,0.0,1.455,baseline_56_day_floor_applied
188954,0.207786,56,1.455,1.454,0.0,1.455,baseline_56_day_floor_applied
52118,1.0,56,7.0,1.454,0.0,1.454,
46906,0.207143,56,1.45,1.45,0.0,1.45,
198721,0.206343,56,1.444,1.444,0.0,1.444,
188997,0.206343,56,1.444,1.444,0.0,1.444,
894710,0.206343,56,1.444,1.444,0.0,1.444,
667915,0.206343,56,1.444,1.444,0.0,1.444,
55511,0.206343,56,1.444,1.444,0.0,1.444,
36117,0.204971,56,1.435,1.435,0.0,1.435,
44019,0.204086,56,1.429,1.429,0.0,1.429,
40165,0.204086,56,1.429,1.429,0.0,1.429,
551139,0.204086,56,1.429,1.429,0.0,1.429,
46547,0.204086,56,1.429,1.429,0.0,1.429,
31106,0.204086,56,1.429,1.429,0.0,1.429,
189359,0.204086,56,1.429,1.429,0.0,1.429,
94065,0.017857,56,0.125,1.429,0.0,1.429,
17549,0.202386,56,1.417,1.417,0.0,1.417,
195409,0.201686,56,1.412,1.412,0.0,1.412,
15814,0.201686,56,1.412,1.412,0.0,1.412,
193199,0.2013,56,1.409,1.409,0.0,1.409,
189517,1.0,56,7.0,1.4,0.0,1.4,
54418,0.2,56,1.4,1.4,0.0,1.4,
307378,0.2,56,1.4,1.4,0.0,1.4,
54417,0.2,56,1.4,1.4,0.0,1.4,
196549,0.2,56,1.4,1.4,0.0,1.4,
191880,0.2,56,1.4,1.4,0.0,1.4,
191997,0.2,56,1.4,1.4,0.0,1.4,
386448,0.2,56,1.4,1.4,0.0,1.4,
55410,0.198757,56,1.391,1.391,0.0,1.391,
42830,0.1978,56,1.385,1.385,0.0,1.385,
62911,1.0,56,7.0,1.375,0.0,1.375,
34109,1.0,56,7.0,1.375,0.0,1.375,
90151,0.196429,56,1.375,1.375,0.0,1.375,
192031,0.196429,56,1.375,1.375,0.0,1.375,
60630,0.196429,56,1.375,1.375,0.0,1.375,
191955,0.196429,56,1.375,1.375,0.0,1.375,
90348,0.196429,56,1.375,1.375,0.0,1.375,
90163,0.196429,56,1.375,1.375,0.0,1.375,
195157,0.196429,56,1.375,1.375,0.0,1.375,
66734,0.1948,56,1.364,1.364,0.0,1.364,
52114,0.1948,56,1.364,1.364,0.0,1.364,
24924,0.193871,56,1.357,1.357,0.0,1.357,
63112,0.193271,56,1.353,1.353,0.0,1.353,
66906,0.193271,56,1.353,1.353,0.0,1.353,
193142,0.193271,56,1.353,1.353,0.0,1.353,
483796,0.192543,56,1.348,1.348,0.0,1.348,
483648,0.192543,56,1.348,1.348,0.0,1.348,
198719,0.190471,56,1.333,1.333,0.0,1.333,
94566,0.190471,56,1.333,1.333,0.0,1.333,
22907,0.190471,56,1.333,1.333,0.0,1.333,
88733,0.190471,56,1.333,1.333,0.0,1.333,
366781,0.190471,56,1.333,1.333,0.0,1.333,
192342,0.190471,56,1.333,1.333,0.0,1.333,
37407,0.190471,56,1.333,1.333,0.0,1.333,
16565,0.190471,56,1.333,1.333,0.0,1.333,
679024,0.190471,56,1.333,1.333,0.0,1.333,
38414,0.190471,56,1.333,1.333,0.0,1.333,
38449,0.190471,56,1.333,1.333,0.0,1.333,
44251,0.190471,56,1.333,1.333,0.0,1.333,
192261,0.190471,56,1.333,1.333,0.0,1.333,
7236,0.190471,56,1.333,1.333,0.0,1.333,
198464,0.190471,56,1.333,1.333,0.0,1.333,
199069,0.190471,56,1.333,1.333,0.0,1.333,
7235,0.190471,56,1.333,1.333,0.0,1.333,
92437,0.190471,56,1.333,1.333,0.0,1.333,
519480,0.190471,56,1.333,1.333,0.0,1.333,
94287,0.190471,56,1.333,1.333,0.0,1.333,
199407,0.190471,56,1.333,1.333,0.0,1.333,
584258,0.190471,56,1.333,1.333,0.0,1.333,
321338,0.190471,56,1.333,1.333,0.0,1.333,
197809,0.190471,56,1.333,1.333,0.0,1.333,
188739,0.190471,56,1.333,1.333,0.0,1.333,
31522,0.190471,56,1.333,1.333,0.0,1.333,
193722,0.190471,56,1.333,1.333,0.0,1.333,
192806,0.190471,56,1.333,1.333,0.0,1.333,
192861,0.190471,56,1.333,1.333,0.0,1.333,
342491,0.190471,56,1.333,1.333,0.0,1.333,
195092,0.190471,56,1.333,1.333,0.0,1.333,
20842,0.190471,56,1.333,1.333,0.0,1.333,
188745,0.190471,56,1.333,1.333,0.0,1.333,
199949,0.190471,56,1.333,1.333,0.0,1.333,
195098,0.188771,56,1.321,1.321,0.0,1.321,
57314,0.188771,56,1.321,1.321,0.0,1.321,
36130,0.1875,56,1.312,1.312,0.0,1.312,
38582,0.1875,56,1.312,1.312,0.0,1.312,
34105,0.1875,56,1.312,1.312,0.0,1.312,
72982,0.1875,56,1.312,1.312,0.0,1.312,
380790,0.186814,56,1.308,1.308,0.0,1.308,
27983,0.185714,56,1.3,1.3,0.0,1.3,
92951,0.185714,56,1.3,1.3,0.0,1.3,
191100,0.185714,56,1.3,1.3,0.0,1.3,
189519,1.0,56,7.0,1.294,0.0,1.294,
195405,0.184871,56,1.294,1.294,0.0,1.294,
184854,0.183671,56,1.286,1.286,0.0,1.286,
94062,0.183671,56,1.286,1.286,0.0,1.286,
94073,0.183671,56,1.286,1.286,0.0,1.286,
39412,0.183671,56,1.286,1.286,0.0,1.286,
40164,0.183671,56,1.286,1.286,0.0,1.286,
94056,0.183671,56,1.286,1.286,0.0,1.286,
57315,0.183671,56,1.286,1.286,0.0,1.286,
93996,0.181814,56,1.273,1.273,0.0,1.273,
196004,0.181814,56,1.273,1.273,0.0,1.273,
52121,0.181814,56,1.273,1.273,0.0,1.273,
46573,0.181814,56,1.273,1.273,0.0,1.273,
369403,0.181814,56,1.273,1.273,0.0,1.273,
199058,0.180957,56,1.267,1.267,0.0,1.267,
185192,0.180957,56,1.267,1.267,0.0,1.267,
199068,0.180957,56,1.267,1.267,0.0,1.267,
198704,1.0,56,7.0,1.263,0.0,1.263,
30537,1.0,56,7.0,1.261,0.0,1.261,
57928,1.0,56,7.0,1.261,0.0,1.261,
16527,1.428571,56,10.0,1.25,0.0,1.25,
192197,0.178571,56,1.25,1.25,0.0,1.25,
668814,0.178571,56,1.25,1.25,0.0,1.25,
15220,0.178571,56,1.25,1.25,0.0,1.25,
87608,0.178571,56,1.25,1.25,0.0,1.25,
32659,0.178571,56,1.25,1.25,0.0,1.25,
38584,0.178571,56,1.25,1.25,0.0,1.25,
96458,0.178571,56,1.25,1.25,0.0,1.25,
96466,0.178571,56,1.25,1.25,0.0,1.25,
96503,0.178571,56,1.25,1.25,0.0,1.25,
96468,0.178571,56,1.25,1.25,0.0,1.25,
90110,0.178571,56,1.25,1.25,0.0,1.25,
74329,0.178571,56,1.25,1.25,0.0,1.25,
22400,0.178571,56,1.25,1.25,0.0,1.25,
67434,0.178571,56,1.25,1.25,0.0,1.25,
4306,0.178571,56,1.25,1.25,0.0,1.25,
186512,0.178571,56,1.25,1.25,0.0,1.25,
62912,0.178571,56,1.25,1.25,0.0,1.25,
90164,0.178571,56,1.25,1.25,0.0,1.25,
193613,0.178571,56,1.25,1.25,0.0,1.25,
65481,0.178571,56,1.25,1.25,0.0,1.25,
26141,0.178571,56,1.25,1.25,0.0,1.25,
96150,0.178571,56,1.25,1.25,0.0,1.25,
195431,1.0,56,7.0,1.235,0.0,1.235,
15769,1.0,56,7.0,1.235,0.0,1.235,
193128,0.176471,56,1.235,1.235,0.0,1.235,
416917,0.175829,56,1.231,1.231,0.0,1.231,
192924,0.175329,56,1.227,1.227,0.0,1.227,
888133,0.1746,56,1.222,1.222,0.0,1.222,
55512,0.1746,56,1.222,1.222,0.0,1.222,
73205,0.1746,56,1.222,1.222,0.0,1.222,
400734,0.1746,56,1.222,1.222,0.0,1.222,
189601,0.1746,56,1.222,1.222,0.0,1.222,
35779,0.1746,56,1.222,1.222,0.0,1.222,
