sku_number,promo_cover_order_units,base_stock_replenishment_units,full_target_order_units_after,raw_model_order_units,commercial_recommended_order_units_after,recommended_promo_cover_order_units,recommended_base_stock_order_units,remaining_promo_cover_gap_units,remaining_base_stock_gap_units,decision,commercial_recommended_order_units_before,full_target_order_units_before
36121,0,4,4,0,0,0,0,0,4,REVIEW,0,4
36122,0,4,4,0,0,0,0,0,4,REVIEW,0,4
191175,0,3,3,0,0,0,0,0,3,REVIEW,0,3
71410,1,4,5,2,2,1,1,0,3,REVIEW,2,5
93993,1,45,46,10,10,1,9,0,36,REVIEW,10,46
94008,0,4,4,0,0,0,0,0,4,REVIEW,0,4
57934,0,1,1,0,0,0,0,0,1,REVIEW,0,1
40079,0,4,4,0,0,0,0,0,4,REVIEW,0,4
731188,0,29,29,7,7,0,7,0,22,REVIEW,7,29
70983,0,2,2,0,0,0,0,0,2,REVIEW,0,2
74931,0,2,2,0,0,0,0,0,2,REVIEW,0,2
65583,1,4,5,2,2,1,1,0,3,REVIEW,2,5
28286,0,3,3,0,0,0,0,0,3,REVIEW,0,3
676195,0,2,2,0,0,0,0,0,2,REVIEW,0,2
90436,0,0,0,0,0,0,0,0,0,REVIEW,0,0
271519,0,2,2,0,0,0,0,0,2,REVIEW,0,2
20865,0,3,3,0,0,0,0,0,3,REVIEW,0,3
298077,0,3,3,0,0,0,0,0,3,REVIEW,0,3
908142,0,2,2,0,0,0,0,0,2,REVIEW,0,2
908150,0,1,1,0,0,0,0,0,1,REVIEW,0,1
28179,0,2,2,0,0,0,0,0,2,REVIEW,0,2
190124,0,0,0,0,0,0,0,0,0,REVIEW,0,0
11608,0,2,2,0,0,0,0,0,2,REVIEW,0,2
195433,0,30,30,7,7,0,7,0,23,REVIEW,7,30
195435,0,29,29,7,7,0,7,0,22,REVIEW,7,29
195434,0,1,1,0,0,0,0,0,1,REVIEW,0,1
259519,0,8,8,2,2,0,2,0,6,REVIEW,2,8
287334,0,4,4,0,0,0,0,0,4,REVIEW,0,4
90346,0,8,8,2,2,0,2,0,6,REVIEW,2,8
300160,0,3,3,0,0,0,0,0,3,REVIEW,0,3
53929,0,3,3,0,0,0,0,0,3,REVIEW,0,3
668178,0,1,1,0,0,0,0,0,1,REVIEW,0,1
195945,0,4,4,0,0,0,0,0,4,REVIEW,0,4
90143,0,2,2,0,0,0,0,0,2,REVIEW,0,2
50661,0,3,3,0,0,0,0,0,3,REVIEW,0,3
74330,0,2,2,0,0,0,0,0,2,REVIEW,0,2
645753,0,4,4,0,0,0,0,0,4,REVIEW,0,4
65624,0,4,4,0,0,0,0,0,4,REVIEW,0,4
74328,0,4,4,0,0,0,0,0,4,REVIEW,0,4
537886,0,2,2,0,0,0,0,0,2,REVIEW,0,2
66921,0,2,2,0,0,0,0,0,2,REVIEW,0,2
61297,0,3,3,0,0,0,0,0,3,REVIEW,0,3
94067,0,3,3,0,0,0,0,0,3,REVIEW,0,3
195082,0,1,1,0,0,0,0,0,1,REVIEW,0,1
190142,0,3,3,0,0,0,0,0,3,REVIEW,0,3
24919,0,4,4,0,0,0,0,0,4,REVIEW,0,4
195044,0,1,1,0,0,0,0,0,1,REVIEW,0,1
24918,0,4,4,0,0,0,0,0,4,REVIEW,0,4
29850,0,26,26,7,7,0,7,0,19,REVIEW,7,26
61289,0,3,3,0,0,0,0,0,3,REVIEW,0,3
90115,0,3,3,0,0,0,0,0,3,REVIEW,0,3
198723,0,2,2,0,0,0,0,0,2,REVIEW,0,2
192801,0,3,3,0,0,0,0,0,3,REVIEW,0,3
199902,0,0,0,0,0,0,0,0,0,REVIEW,0,0
350173,0,4,4,0,0,0,0,0,4,REVIEW,0,4
196041,0,4,4,0,0,0,0,0,4,REVIEW,0,4
192531,0,0,0,0,0,0,0,0,0,REVIEW,0,0
668038,0,2,2,0,0,0,0,0,2,REVIEW,0,2
194888,0,3,3,0,0,0,0,0,3,REVIEW,0,3
92642,0,3,3,0,0,0,0,0,3,REVIEW,0,3
67094,0,0,0,0,0,0,0,0,0,REVIEW,0,0
192844,0,3,3,0,0,0,0,0,3,REVIEW,0,3
39394,0,29,29,7,7,0,7,0,22,REVIEW,7,29
46887,0,1,1,0,0,0,0,0,1,REVIEW,0,1
191176,0,2,2,0,0,0,0,0,2,REVIEW,0,2
24385,0,0,0,0,0,0,0,0,0,REVIEW,0,0
195437,0,0,0,0,0,0,0,0,0,REVIEW,0,0
43876,0,2,2,0,0,0,0,0,2,REVIEW,0,2
63083,0,0,0,0,0,0,0,0,0,REVIEW,0,0
94005,0,28,28,7,7,0,7,0,21,REVIEW,7,28
66096,0,3,3,0,0,0,0,0,3,REVIEW,0,3
34115,0,2,2,0,0,0,0,0,2,REVIEW,0,2
94001,0,0,0,0,0,0,0,0,0,REVIEW,0,0
93998,0,1,1,0,0,0,0,0,1,REVIEW,0,1
93999,0,1,1,0,0,0,0,0,1,REVIEW,0,1
67697,0,30,30,7,7,0,7,0,23,REVIEW,7,30
198735,1,30,31,7,7,1,6,0,24,REVIEW,7,31
403014,0,0,0,0,0,0,0,0,0,REVIEW,0,0
485632,0,1,1,0,0,0,0,0,1,REVIEW,0,1
198940,0,0,0,0,0,0,0,0,0,REVIEW,0,0
199120,0,0,0,0,0,0,0,0,0,REVIEW,0,0
10435,0,2,2,0,0,0,0,0,2,REVIEW,0,2
27981,0,3,3,0,0,0,0,0,3,REVIEW,0,3
385409,0,1,1,0,0,0,0,0,1,REVIEW,0,1
50356,0,3,3,0,0,0,0,0,3,REVIEW,0,3
43877,0,3,3,0,0,0,0,0,3,REVIEW,0,3
504300,0,3,3,0,0,0,0,0,3,REVIEW,0,3
191996,0,1,1,0,0,0,0,0,1,REVIEW,0,1
87764,0,1,1,0,0,0,0,0,1,REVIEW,0,1
199751,1,30,31,7,7,1,6,0,24,REVIEW,7,31
71548,1,30,31,6,6,1,5,0,25,REVIEW,6,31
103912,0,3,3,0,0,0,0,0,3,REVIEW,0,3
665877,0,3,3,0,0,0,0,0,3,REVIEW,0,3
198714,0,30,30,7,7,0,7,0,23,REVIEW,7,30
195501,0,2,2,0,0,0,0,0,2,REVIEW,0,2
190120,0,0,0,0,0,0,0,0,0,REVIEW,0,0
65610,0,1,1,0,0,0,0,0,1,REVIEW,0,1
298085,0,1,1,0,0,0,0,0,1,REVIEW,0,1
28180,0,2,2,0,0,0,0,0,2,REVIEW,0,2
32738,0,3,3,0,0,0,0,0,3,REVIEW,0,3
195077,0,3,3,0,0,0,0,0,3,REVIEW,0,3
24925,0,2,2,0,0,0,0,0,2,REVIEW,0,2
32641,0,3,3,0,0,0,0,0,3,REVIEW,0,3
196000,0,1,1,0,0,0,0,0,1,REVIEW,0,1
189251,0,3,3,0,0,0,0,0,3,REVIEW,0,3
195414,0,3,3,0,0,0,0,0,3,REVIEW,0,3
95495,0,30,30,7,7,0,7,0,23,REVIEW,7,30
95494,0,30,30,7,7,0,7,0,23,REVIEW,7,30
69210,0,2,2,0,0,0,0,0,2,REVIEW,0,2
186414,0,1,1,0,0,0,0,0,1,REVIEW,0,1
668160,0,1,1,0,0,0,0,0,1,REVIEW,0,1
186513,0,2,2,0,0,0,0,0,2,REVIEW,0,2
20312,0,1,1,0,0,0,0,0,1,REVIEW,0,1
199736,0,2,2,0,0,0,0,0,2,REVIEW,0,2
44388,0,2,2,0,0,0,0,0,2,REVIEW,0,2
16566,0,3,3,0,0,0,0,0,3,REVIEW,0,3
90166,0,0,0,0,0,0,0,0,0,REVIEW,0,0
96455,0,0,0,0,0,0,0,0,0,REVIEW,0,0
198722,0,1,1,0,0,0,0,0,1,REVIEW,0,1
96483,0,0,0,0,0,0,0,0,0,REVIEW,0,0
96481,0,0,0,0,0,0,0,0,0,REVIEW,0,0
96446,0,0,0,0,0,0,0,0,0,REVIEW,0,0
96452,0,0,0,0,0,0,0,0,0,REVIEW,0,0
199947,0,1,1,0,0,0,0,0,1,REVIEW,0,1
187276,0,3,3,0,0,0,0,0,3,REVIEW,0,3
44033,0,2,2,0,0,0,0,0,2,REVIEW,0,2
187275,0,1,1,0,0,0,0,0,1,REVIEW,0,1
90142,0,0,0,0,0,0,0,0,0,REVIEW,0,0
15270,0,2,2,0,0,0,0,0,2,REVIEW,0,2
420950,0,3,3,0,0,0,0,0,3,REVIEW,0,3
37040,0,2,2,0,0,0,0,0,2,REVIEW,0,2
199761,0,3,3,0,0,0,0,0,3,REVIEW,0,3
186091,0,0,0,0,0,0,0,0,0,REVIEW,0,0
95613,0,1,1,0,0,0,0,0,1,REVIEW,0,1
198717,0,2,2,0,0,0,0,0,2,REVIEW,0,2
195355,0,0,0,0,0,0,0,0,0,REVIEW,0,0
185329,0,0,0,0,0,0,0,0,0,REVIEW,0,0
96151,0,1,1,0,0,0,0,0,1,REVIEW,0,1
189277,0,2,2,0,0,0,0,0,2,REVIEW,0,2
585463,0,3,3,0,0,0,0,0,3,REVIEW,0,3
196198,0,2,2,0,0,0,0,0,2,REVIEW,0,2
185183,0,0,0,0,0,0,0,0,0,REVIEW,0,0
192068,0,3,3,0,0,0,0,0,3,REVIEW,0,3
67859,0,0,0,0,0,0,0,0,0,REVIEW,0,0
50658,0,3,3,0,0,0,0,0,3,REVIEW,0,3
196026,0,3,3,0,0,0,0,0,3,REVIEW,0,3
32752,0,2,2,0,0,0,0,0,2,REVIEW,0,2
93994,0,1,1,0,0,0,0,0,1,REVIEW,0,1
94006,0,3,3,0,0,0,0,0,3,REVIEW,0,3
93990,0,3,3,0,0,0,0,0,3,REVIEW,0,3
192177,0,3,3,0,0,0,0,0,3,REVIEW,0,3
68268,0,30,30,7,7,0,7,0,23,REVIEW,7,30
87603,1,30,31,7,7,1,6,0,24,REVIEW,7,31
44021,0,1,1,0,0,0,0,0,1,REVIEW,0,1
192998,0,1,1,0,0,0,0,0,1,REVIEW,0,1
39410,0,1,1,0,0,0,0,0,1,REVIEW,0,1
191317,0,3,3,0,0,0,0,0,3,REVIEW,0,3
92209,1,3,4,2,2,1,1,0,2,REVIEW,2,4
195099,0,2,2,0,0,0,0,0,2,REVIEW,0,2
70391,0,0,0,0,0,0,0,0,0,REVIEW,0,0
1228,0,2,2,0,0,0,0,0,2,REVIEW,0,2
198933,0,0,0,0,0,0,0,0,0,REVIEW,0,0
50395,0,2,2,0,0,0,0,0,2,REVIEW,0,2
30536,0,0,0,0,0,0,0,0,0,REVIEW,0,0
189249,0,3,3,0,0,0,0,0,3,REVIEW,0,3
60548,0,0,0,0,0,0,0,0,0,REVIEW,0,0
24419,0,3,3,0,0,0,0,0,3,REVIEW,0,3
24423,0,3,3,0,0,0,0,0,3,REVIEW,0,3
66823,0,2,2,0,0,0,0,0,2,REVIEW,0,2
89061,0,1,1,0,0,0,0,0,1,REVIEW,0,1
34113,1,30,31,7,7,1,6,0,24,REVIEW,7,31
60843,0,0,0,0,0,0,0,0,0,REVIEW,0,0
195402,0,2,2,0,0,0,0,0,2,REVIEW,0,2
47657,0,3,3,0,0,0,0,0,3,REVIEW,0,3
191178,0,2,2,0,0,0,0,0,2,REVIEW,0,2
520924,0,1,1,0,0,0,0,0,1,REVIEW,0,1
322083,0,3,3,0,0,0,0,0,3,REVIEW,0,3
385301,0,3,3,0,0,0,0,0,3,REVIEW,0,3
90462,1,45,46,9,9,1,8,0,37,REVIEW,9,46
193696,0,39,39,9,9,0,9,0,30,REVIEW,9,39
90439,0,30,30,7,7,0,7,0,23,REVIEW,7,30
65837,0,15,15,3,3,0,3,0,12,REVIEW,3,15
68558,0,2,2,0,0,0,0,0,2,REVIEW,0,2
94277,0,0,0,0,0,0,0,0,0,REVIEW,0,0
199406,0,0,0,0,0,0,0,0,0,REVIEW,0,0
184837,0,2,2,0,0,0,0,0,2,REVIEW,0,2
653594,0,0,0,0,0,0,0,0,0,REVIEW,0,0
88730,0,2,2,0,0,0,0,0,2,REVIEW,0,2
55498,0,2,2,0,0,0,0,0,2,REVIEW,0,2
63361,0,0,0,0,0,0,0,0,0,REVIEW,0,0
61549,0,0,0,0,0,0,0,0,0,REVIEW,0,0
199848,0,1,1,0,0,0,0,0,1,REVIEW,0,1
271527,0,1,1,0,0,0,0,0,1,REVIEW,0,1
40357,0,2,2,0,0,0,0,0,2,REVIEW,0,2
38436,0,2,2,0,0,0,0,0,2,REVIEW,0,2
186525,0,0,0,0,0,0,0,0,0,REVIEW,0,0
385395,0,0,0,0,0,0,0,0,0,REVIEW,0,0
55649,0,3,3,0,0,0,0,0,3,REVIEW,0,3
67325,0,0,0,0,0,0,0,0,0,REVIEW,0,0
57420,0,0,0,0,0,0,0,0,0,REVIEW,0,0
62226,0,3,3,0,0,0,0,0,3,REVIEW,0,3
199849,0,0,0,0,0,0,0,0,0,REVIEW,0,0
198733,0,2,2,0,0,0,0,0,2,REVIEW,0,2
638437,0,0,0,0,0,0,0,0,0,REVIEW,0,0
195087,0,2,2,0,0,0,0,0,2,REVIEW,0,2
190244,0,0,0,0,0,0,0,0,0,REVIEW,0,0
38423,0,0,0,0,0,0,0,0,0,REVIEW,0,0
199329,0,3,3,0,0,0,0,0,3,REVIEW,0,3
31528,0,2,2,0,0,0,0,0,2,REVIEW,0,2
73524,0,3,3,0,0,0,0,0,3,REVIEW,0,3
93850,0,3,3,0,0,0,0,0,3,REVIEW,0,3
94713,0,3,3,0,0,0,0,0,3,REVIEW,0,3
93849,0,0,0,0,0,0,0,0,0,REVIEW,0,0
94038,0,3,3,0,0,0,0,0,3,REVIEW,0,3
188832,0,3,3,0,0,0,0,0,3,REVIEW,0,3
199044,0,2,2,0,0,0,0,0,2,REVIEW,0,2
71550,0,1,1,0,0,0,0,0,1,REVIEW,0,1
37429,0,0,0,0,0,0,0,0,0,REVIEW,0,0
198716,0,1,1,0,0,0,0,0,1,REVIEW,0,1
94870,0,2,2,0,0,0,0,0,2,REVIEW,0,2
93758,1,3,4,2,2,1,1,0,2,REVIEW,2,4
188738,0,2,2,0,0,0,0,0,2,REVIEW,0,2
188831,0,3,3,0,0,0,0,0,3,REVIEW,0,3
67326,0,0,0,0,0,0,0,0,0,REVIEW,0,0
91456,0,2,2,0,0,0,0,0,2,REVIEW,0,2
190118,0,0,0,0,0,0,0,0,0,REVIEW,0,0
50654,0,3,3,0,0,0,0,0,3,REVIEW,0,3
94282,0,2,2,0,0,0,0,0,2,REVIEW,0,2
43903,0,3,3,0,0,0,0,0,3,REVIEW,0,3
198462,0,1,1,0,0,0,0,0,1,REVIEW,0,1
190139,0,2,2,0,0,0,0,0,2,REVIEW,0,2
15151,0,2,2,0,0,0,0,0,2,REVIEW,0,2
242950,0,1,1,0,0,0,0,0,1,REVIEW,0,1
67914,0,2,2,0,0,0,0,0,2,REVIEW,0,2
1227,0,30,30,7,7,0,7,0,23,REVIEW,7,30
30540,0,30,30,7,7,0,7,0,23,REVIEW,7,30
192182,0,2,2,0,0,0,0,0,2,REVIEW,0,2
195097,0,1,1,0,0,0,0,0,1,REVIEW,0,1
195436,0,29,29,7,7,0,7,0,22,REVIEW,7,29
195432,0,30,30,7,7,0,7,0,23,REVIEW,7,30
195420,0,2,2,0,0,0,0,0,2,REVIEW,0,2
46883,0,3,3,0,0,0,0,0,3,REVIEW,0,3
15842,0,0,0,0,0,0,0,0,0,REVIEW,0,0
66821,0,25,25,5,5,0,5,0,20,REVIEW,5,25
199753,0,0,0,0,0,0,0,0,0,REVIEW,0,0
72603,0,0,0,0,0,0,0,0,0,REVIEW,0,0
66822,0,2,2,0,0,0,0,0,2,REVIEW,0,2
188953,0,1,1,0,0,0,0,0,1,REVIEW,0,1
47723,0,0,0,0,0,0,0,0,0,REVIEW,0,0
88458,0,60,60,12,12,0,12,0,48,REVIEW,12,60
974331,0,30,30,7,7,0,7,0,23,REVIEW,7,30
73217,0,30,30,7,7,0,7,0,23,REVIEW,7,30
196003,0,0,0,0,0,0,0,0,0,REVIEW,0,0
94009,0,1,1,0,0,0,0,0,1,REVIEW,0,1
94010,0,0,0,0,0,0,0,0,0,REVIEW,0,0
746,0,0,0,0,0,0,0,0,0,REVIEW,0,0
71552,0,0,0,0,0,0,0,0,0,REVIEW,0,0
65585,0,2,2,0,0,0,0,0,2,REVIEW,0,2
192119,0,0,0,0,0,0,0,0,0,REVIEW,0,0
15009,1,30,31,7,7,1,6,0,24,REVIEW,7,31
974390,0,30,30,6,6,0,6,0,24,REVIEW,6,30
63360,0,11,11,3,3,0,3,0,8,REVIEW,3,11
75007,0,0,0,0,0,0,0,0,0,REVIEW,0,0
90167,0,0,0,0,0,0,0,0,0,REVIEW,0,0
7522,0,2,2,0,0,0,0,0,2,REVIEW,0,2
191381,0,0,0,0,0,0,0,0,0,REVIEW,0,0
734,0,1,1,0,0,0,0,0,1,REVIEW,0,1
193725,0,0,0,0,0,0,0,0,0,REVIEW,0,0
63631,0,1,1,0,0,0,0,0,1,REVIEW,0,1
22926,0,0,0,0,0,0,0,0,0,REVIEW,0,0
31554,0,2,2,0,0,0,0,0,2,REVIEW,0,2
190137,0,30,30,7,7,0,7,0,23,REVIEW,7,30
192359,0,29,29,7,7,0,7,0,22,REVIEW,7,29
668947,0,1,1,0,0,0,0,0,1,REVIEW,0,1
668863,0,0,0,0,0,0,0,0,0,REVIEW,0,0
521062,0,1,1,0,0,0,0,0,1,REVIEW,0,1
198730,0,1,1,0,0,0,0,0,1,REVIEW,0,1
186519,0,0,0,0,0,0,0,0,0,REVIEW,0,0
189356,0,1,1,0,0,0,0,0,1,REVIEW,0,1
24920,0,1,1,0,0,0,0,0,1,REVIEW,0,1
92705,0,0,0,0,0,0,0,0,0,REVIEW,0,0
198934,0,0,0,0,0,0,0,0,0,REVIEW,0,0
90519,0,1,1,0,0,0,0,0,1,REVIEW,0,1
90523,0,1,1,0,0,0,0,0,1,REVIEW,0,1
679006,0,1,1,0,0,0,0,0,1,REVIEW,0,1
199066,0,0,0,0,0,0,0,0,0,REVIEW,0,0
50354,0,1,1,0,0,0,0,0,1,REVIEW,0,1
198944,0,0,0,0,0,0,0,0,0,REVIEW,0,0
668533,0,1,1,0,0,0,0,0,1,REVIEW,0,1
198939,0,0,0,0,0,0,0,0,0,REVIEW,0,0
371882,0,2,2,0,0,0,0,0,2,REVIEW,0,2
196552,0,1,1,0,0,0,0,0,1,REVIEW,0,1
192106,0,2,2,0,0,0,0,0,2,REVIEW,0,2
192244,0,0,0,0,0,0,0,0,0,REVIEW,0,0
75791,0,0,0,0,0,0,0,0,0,REVIEW,0,0
521195,0,30,30,7,7,0,7,0,23,REVIEW,7,30
195439,0,28,28,7,7,0,7,0,21,REVIEW,7,28
66919,0,2,2,0,0,0,0,0,2,REVIEW,0,2
192535,0,0,0,0,0,0,0,0,0,REVIEW,0,0
229342,0,1,1,0,0,0,0,0,1,REVIEW,0,1
20866,0,1,1,0,0,0,0,0,1,REVIEW,0,1
490813,0,1,1,0,0,0,0,0,1,REVIEW,0,1
67686,0,30,30,7,7,0,7,0,23,REVIEW,7,30
944637,0,2,2,0,0,0,0,0,2,REVIEW,0,2
63030,0,2,2,0,0,0,0,0,2,REVIEW,0,2
68266,0,29,29,7,7,0,7,0,22,REVIEW,7,29
94066,0,30,30,7,7,0,7,0,23,REVIEW,7,30
198728,0,27,27,7,7,0,7,0,20,REVIEW,7,27
75427,0,2,2,0,0,0,0,0,2,REVIEW,0,2
189093,0,1,1,0,0,0,0,0,1,REVIEW,0,1
50670,0,2,2,0,0,0,0,0,2,REVIEW,0,2
68267,0,1,1,0,0,0,0,0,1,REVIEW,0,1
93491,0,1,1,0,0,0,0,0,1,REVIEW,0,1
36235,0,0,0,0,0,0,0,0,0,REVIEW,0,0
67690,0,60,60,12,12,0,12,0,48,REVIEW,12,60
67689,1,30,31,7,7,1,6,0,24,REVIEW,7,31
67699,1,30,31,7,7,1,6,0,24,REVIEW,7,31
341556,0,30,30,7,7,0,7,0,23,REVIEW,7,30
67964,0,0,0,0,0,0,0,0,0,REVIEW,0,0
56513,0,0,0,0,0,0,0,0,0,REVIEW,0,0
69243,0,0,0,0,0,0,0,0,0,REVIEW,0,0
588,0,1,1,0,0,0,0,0,1,REVIEW,0,1
70563,0,2,2,0,0,0,0,0,2,REVIEW,0,2
669127,0,0,0,0,0,0,0,0,0,REVIEW,0,0
188799,0,1,1,0,0,0,0,0,1,REVIEW,0,1
94571,0,2,2,0,0,0,0,0,2,REVIEW,0,2
668897,0,1,1,0,0,0,0,0,1,REVIEW,0,1
94570,0,0,0,0,0,0,0,0,0,REVIEW,0,0
34114,0,0,0,0,0,0,0,0,0,REVIEW,0,0
704792,0,2,2,0,0,0,0,0,2,REVIEW,0,2
89058,0,0,0,0,0,0,0,0,0,REVIEW,0,0
310743,0,1,1,0,0,0,0,0,1,REVIEW,0,1
331759,0,0,0,0,0,0,0,0,0,REVIEW,0,0
195502,0,2,2,0,0,0,0,0,2,REVIEW,0,2
94567,0,0,0,0,0,0,0,0,0,REVIEW,0,0
189602,0,0,0,0,0,0,0,0,0,REVIEW,0,0
90440,0,0,0,0,0,0,0,0,0,REVIEW,0,0
71225,1,2,3,2,2,1,1,0,1,REVIEW,2,3
668228,0,0,0,0,0,0,0,0,0,REVIEW,0,0
65617,0,0,0,0,0,0,0,0,0,REVIEW,0,0
192931,0,29,29,7,7,0,7,0,22,REVIEW,7,29
185142,0,0,0,0,0,0,0,0,0,REVIEW,0,0
191180,0,29,29,7,7,0,7,0,22,REVIEW,7,29
93987,1,30,31,7,7,1,6,0,24,REVIEW,7,31
195994,1,30,31,7,7,1,6,0,24,REVIEW,7,31
47656,0,1,1,0,0,0,0,0,1,REVIEW,0,1
191181,0,0,0,0,0,0,0,0,0,REVIEW,0,0
193991,0,2,2,0,0,0,0,0,2,REVIEW,0,2
102082,0,2,2,0,0,0,0,0,2,REVIEW,0,2
199067,0,0,0,0,0,0,0,0,0,REVIEW,0,0
102031,0,0,0,0,0,0,0,0,0,REVIEW,0,0
89062,0,1,1,0,0,0,0,0,1,REVIEW,0,1
90063,0,0,0,0,0,0,0,0,0,REVIEW,0,0
31556,0,2,2,0,0,0,0,0,2,REVIEW,0,2
745111,0,2,2,0,0,0,0,0,2,REVIEW,0,2
62854,1,30,31,7,7,1,6,0,24,REVIEW,7,31
199055,0,29,29,7,7,0,7,0,22,REVIEW,7,29
57316,0,28,28,7,7,0,7,0,21,REVIEW,7,28
4016,0,0,0,0,0,0,0,0,0,REVIEW,0,0
16529,0,0,0,0,0,0,0,0,0,REVIEW,0,0
196930,0,29,29,7,7,0,7,0,22,REVIEW,7,29
70392,0,0,0,0,0,0,0,0,0,REVIEW,0,0
15827,0,1,1,0,0,0,0,0,1,REVIEW,0,1
15845,0,0,0,0,0,0,0,0,0,REVIEW,0,0
43917,0,2,2,0,0,0,0,0,2,REVIEW,0,2
34101,0,1,1,0,0,0,0,0,1,REVIEW,0,1
94684,0,28,28,7,7,0,7,0,21,REVIEW,7,28
192935,0,30,30,7,7,0,7,0,23,REVIEW,7,30
96517,0,28,28,7,7,0,7,0,21,REVIEW,7,28
96615,0,26,26,7,7,0,7,0,19,REVIEW,7,26
96614,0,30,30,7,7,0,7,0,23,REVIEW,7,30
96502,0,28,28,7,7,0,7,0,21,REVIEW,7,28
94874,0,30,30,7,7,0,7,0,23,REVIEW,7,30
96153,0,30,30,7,7,0,7,0,23,REVIEW,7,30
521120,0,30,30,7,7,0,7,0,23,REVIEW,7,30
54481,0,28,28,6,6,0,6,0,22,REVIEW,6,28
194020,0,28,28,6,6,0,6,0,22,REVIEW,6,28
90936,0,16,16,3,3,0,3,0,13,REVIEW,3,16
89019,0,2,2,0,0,0,0,0,2,REVIEW,0,2
89066,0,2,2,0,0,0,0,0,2,REVIEW,0,2
68444,0,0,0,0,0,0,0,0,0,REVIEW,0,0
423863,0,1,1,0,0,0,0,0,1,REVIEW,0,1
87749,0,0,0,0,0,0,0,0,0,REVIEW,0,0
189281,0,0,0,0,0,0,0,0,0,REVIEW,0,0
67898,0,2,2,0,0,0,0,0,2,REVIEW,0,2
39270,0,1,1,0,0,0,0,0,1,REVIEW,0,1
427502,0,0,0,0,0,0,0,0,0,REVIEW,0,0
427503,0,1,1,0,0,0,0,0,1,REVIEW,0,1
54935,0,0,0,0,0,0,0,0,0,REVIEW,0,0
90144,0,2,2,0,0,0,0,0,2,REVIEW,0,2
62234,0,2,2,0,0,0,0,0,2,REVIEW,0,2
184835,0,1,1,0,0,0,0,0,1,REVIEW,0,1
189003,0,1,1,0,0,0,0,0,1,REVIEW,0,1
96155,0,0,0,0,0,0,0,0,0,REVIEW,0,0
341143,0,0,0,0,0,0,0,0,0,REVIEW,0,0
69247,0,2,2,0,0,0,0,0,2,REVIEW,0,2
94478,0,1,1,0,0,0,0,0,1,REVIEW,0,1
95697,0,1,1,0,0,0,0,0,1,REVIEW,0,1
32656,0,1,1,0,0,0,0,0,1,REVIEW,0,1
43398,0,1,1,0,0,0,0,0,1,REVIEW,0,1
189354,0,1,1,0,0,0,0,0,1,REVIEW,0,1
90157,0,1,1,0,0,0,0,0,1,REVIEW,0,1
90172,0,1,1,0,0,0,0,0,1,REVIEW,0,1
199942,0,1,1,0,0,0,0,0,1,REVIEW,0,1
67895,0,1,1,0,0,0,0,0,1,REVIEW,0,1
90165,0,0,0,0,0,0,0,0,0,REVIEW,0,0
96637,0,0,0,0,0,0,0,0,0,REVIEW,0,0
96445,0,0,0,0,0,0,0,0,0,REVIEW,0,0
192210,0,2,2,0,0,0,0,0,2,REVIEW,0,2
87468,0,1,1,0,0,0,0,0,1,REVIEW,0,1
96480,0,1,1,0,0,0,0,0,1,REVIEW,0,1
89627,0,1,1,0,0,0,0,0,1,REVIEW,0,1
96509,0,0,0,0,0,0,0,0,0,REVIEW,0,0
96454,0,0,0,0,0,0,0,0,0,REVIEW,0,0
69727,0,0,0,0,0,0,0,0,0,REVIEW,0,0
96482,0,0,0,0,0,0,0,0,0,REVIEW,0,0
96607,0,0,0,0,0,0,0,0,0,REVIEW,0,0
97128,0,0,0,0,0,0,0,0,0,REVIEW,0,0
96639,0,0,0,0,0,0,0,0,0,REVIEW,0,0
94285,0,0,0,0,0,0,0,0,0,REVIEW,0,0
96450,0,0,0,0,0,0,0,0,0,REVIEW,0,0
96611,0,0,0,0,0,0,0,0,0,REVIEW,0,0
89055,0,0,0,0,0,0,0,0,0,REVIEW,0,0
186415,0,0,0,0,0,0,0,0,0,REVIEW,0,0
96508,0,0,0,0,0,0,0,0,0,REVIEW,0,0
187273,0,1,1,0,0,0,0,0,1,REVIEW,0,1
199951,0,1,1,0,0,0,0,0,1,REVIEW,0,1
96453,0,0,0,0,0,0,0,0,0,REVIEW,0,0
668756,0,0,0,0,0,0,0,0,0,REVIEW,0,0
94103,0,2,2,0,0,0,0,0,2,REVIEW,0,2
4044,0,0,0,0,0,0,0,0,0,REVIEW,0,0
27190,0,0,0,0,0,0,0,0,0,REVIEW,0,0
371238,0,0,0,0,0,0,0,0,0,REVIEW,0,0
389188,0,0,0,0,0,0,0,0,0,REVIEW,0,0
427501,0,2,2,0,0,0,0,0,2,REVIEW,0,2
199735,0,1,1,0,0,0,0,0,1,REVIEW,0,1
43528,0,0,0,0,0,0,0,0,0,REVIEW,0,0
55232,0,2,2,0,0,0,0,0,2,REVIEW,0,2
50676,0,2,2,0,0,0,0,0,2,REVIEW,0,2
89771,0,2,2,0,0,0,0,0,2,REVIEW,0,2
88098,0,0,0,0,0,0,0,0,0,REVIEW,0,0
94275,0,0,0,0,0,0,0,0,0,REVIEW,0,0
192248,0,2,2,0,0,0,0,0,2,REVIEW,0,2
39544,0,1,1,0,0,0,0,0,1,REVIEW,0,1
97142,0,0,0,0,0,0,0,0,0,REVIEW,0,0
67879,0,0,0,0,0,0,0,0,0,REVIEW,0,0
94660,0,1,1,0,0,0,0,0,1,REVIEW,0,1
