priority_rank,store_number,promotion_name,promotion_start_date,promotion_end_date,promotion_days,prediction_date,days_until_promotion_start,sku_number,sku_description,decision,order_strategy,recommended_order_basis,promo_units_expected_to_sell,stock_needed_for_promo_sales,stock_needed_to_finish_with_target_cover,order_needed_to_cover_promo_sales,order_needed_to_reach_full_stock_target,full_target_order_units,recommended_promo_cover_order_units,recommended_base_stock_order_units,commercial_recommended_order_units,recommended_order_units,remaining_promo_sales_stock_gap,remaining_end_stock_gap,remaining_shortfall_after_commercial_recommendation_units,remaining_day_one_shortfall_units,commercial_coverage_ratio,recommendation_coverage_ratio,raw_model_order_units,operator_review_order_low_units,operator_review_order_high_units,target_day_one_soh_units,projected_day_one_soh_before_order_units,projected_day_one_soh_after_recommended_order_units,current_soh_units,on_order_units,estimated_demand_before_promo_start_units,target_stock_on_hand_at_promo_end_units,total_expected_demand_to_promo_end_units,projected_stock_on_hand_at_promo_end_units,discount_percent,avg_promo_demand_same_discount_units,expected_gp_dollars,capital_at_risk_dollars,confidence_score,confidence_label,data_quality_score,data_quality_label,decision_quality_label,stock_target_conflict_flag,reason_demand,reason_stock,reason_order,reason_risk,reason_rejection_or_hold,human_review_required,review_reason,model_status,production_ordering_approved,customer_report_release_approved,operator_decision,operator_recommended_units,operator_notes,promo_portion_visible,base_portion_visible,partial_or_full,gap_explained
2471,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,167077,Es Soft Touch Mousse Blush 30,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.0,3.0,3.0,3,0,0.0,2.0,0.0,3.0,9.1,0.0,0.0,2.34,67,MEDIUM,34.0,LOW,DO_NOT_BUY_LOW_EVIDENCE,0,Promo-period demand evidence is missing or unsafe; Pre-promo demand is zero or negligible for remaining lead time,Projected day-one SOH before order 3.0; promo cover required 0.0 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Unsafe or fallback promo demand source,Low promo demand and/or poor evidence; no commercial order need,NO,missing_baseline_daily; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,full,True
2472,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,167078,Es Camouflage+ Matte Concealer,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.0,3.0,3.0,3,0,0.0,2.0,0.0,3.0,9.1,0.0,0.0,2.34,67,MEDIUM,34.0,LOW,DO_NOT_BUY_LOW_EVIDENCE,0,Promo-period demand evidence is missing or unsafe; Pre-promo demand is zero or negligible for remaining lead time,Projected day-one SOH before order 3.0; promo cover required 0.0 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Unsafe or fallback promo demand source,Low promo demand and/or poor evidence; no commercial order need,NO,missing_baseline_daily; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,full,True
2473,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,91035,Catr Slmmtc Prcswp Brw Pen 035,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.0,3.0,3.0,3,0,0.0,2.0,0.0,3.0,9.1,0.0,0.09,2.34,67,MEDIUM,34.0,LOW,DO_NOT_BUY_LOW_EVIDENCE,0,Promo-period demand evidence is missing or unsafe; Pre-promo demand is zero or negligible for remaining lead time,Projected day-one SOH before order 3.0; promo cover required 0.0 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Unsafe or fallback promo demand source,Low promo demand and/or poor evidence; no commercial order need,NO,missing_baseline_daily; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,full,True
2474,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,95844,Es Camo+ Matte Concealer 190,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.0,3.0,3.0,3,0,0.0,2.0,0.0,3.0,9.1,0.0,0.0,2.34,67,MEDIUM,34.0,LOW,DO_NOT_BUY_LOW_EVIDENCE,0,Promo-period demand evidence is missing or unsafe; Pre-promo demand is zero or negligible for remaining lead time,Projected day-one SOH before order 3.0; promo cover required 0.0 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Unsafe or fallback promo demand source,Low promo demand and/or poor evidence; no commercial order need,NO,missing_baseline_daily; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,full,True
2475,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,95838,Es Camo+ Matte Concealer 100,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.0,3.0,3.0,3,0,0.0,2.0,0.0,3.0,9.1,0.0,0.09,2.31,67,MEDIUM,34.0,LOW,DO_NOT_BUY_LOW_EVIDENCE,0,Promo-period demand evidence is missing or unsafe; Pre-promo demand is zero or negligible for remaining lead time,Projected day-one SOH before order 3.0; promo cover required 0.0 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Unsafe or fallback promo demand source,Low promo demand and/or poor evidence; no commercial order need,NO,missing_baseline_daily; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,full,True
2476,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,40363,Mpc My Perfect Wash 125Ml,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.0,2.0,2.0,2,0,0.0,2.0,0.0,2.0,30.0,0.0,0.0,14.21,66,MEDIUM,34.0,LOW,DO_NOT_BUY_LOW_EVIDENCE,0,Promo-period demand evidence is missing or unsafe; Pre-promo demand is zero or negligible for remaining lead time,Projected day-one SOH before order 2.0; promo cover required 0.0 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Unsafe or fallback promo demand source,Low promo demand and/or poor evidence; no commercial order need,NO,missing_baseline_daily; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,full,True
2477,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,186283,Bioderma Sebium Kerato+ 30Ml,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.0,2.0,2.0,2,0,0.0,2.0,0.0,2.0,40.0,0.0,0.01,8.24,66,MEDIUM,34.0,LOW,DO_NOT_BUY_LOW_EVIDENCE,0,Promo-period demand evidence is missing or unsafe; Pre-promo demand is zero or negligible for remaining lead time,Projected day-one SOH before order 2.0; promo cover required 0.0 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Unsafe or fallback promo demand source,Low promo demand and/or poor evidence; no commercial order need,NO,missing_baseline_daily; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,full,True
2478,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,198665,Gem Hydrating Body Sun 150Ml,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.0,2.0,2.0,2,0,0.0,2.0,0.0,2.0,50.0,0.0,0.0,7.37,66,MEDIUM,34.0,LOW,DO_NOT_BUY_LOW_EVIDENCE,0,Promo-period demand evidence is missing or unsafe; Pre-promo demand is zero or negligible for remaining lead time,Projected day-one SOH before order 2.0; promo cover required 0.0 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Unsafe or fallback promo demand source,Low promo demand and/or poor evidence; no commercial order need,NO,missing_baseline_daily; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,full,True
2479,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,37039,Hawaiian Trop Spry50+ 175G,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.0,2.0,2.0,2,0,0.0,2.0,0.0,2.0,30.0,0.0,0.0,7.1,66,MEDIUM,34.0,LOW,DO_NOT_BUY_LOW_EVIDENCE,0,Promo-period demand evidence is missing or unsafe; Pre-promo demand is zero or negligible for remaining lead time,Projected day-one SOH before order 2.0; promo cover required 0.0 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Unsafe or fallback promo demand source,Low promo demand and/or poor evidence; no commercial order need,NO,missing_baseline_daily; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,full,True
2480,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,193314,Rim Mega Mte Liq Lip Love Bite,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.0,2.0,2.0,2,0,0.0,2.0,0.0,2.0,50.0,0.0,0.0,4.43,66,MEDIUM,34.0,LOW,DO_NOT_BUY_LOW_EVIDENCE,0,Promo-period demand evidence is missing or unsafe; Pre-promo demand is zero or negligible for remaining lead time,Projected day-one SOH before order 2.0; promo cover required 0.0 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Unsafe or fallback promo demand source,Low promo demand and/or poor evidence; no commercial order need,NO,missing_baseline_daily; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,full,True
2481,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,91963,Catr Matte Ls & Liner 010,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.0,2.0,2.0,2,0,0.0,2.0,0.0,2.0,9.1,0.0,0.0,3.2,66,MEDIUM,34.0,LOW,DO_NOT_BUY_LOW_EVIDENCE,0,Promo-period demand evidence is missing or unsafe; Pre-promo demand is zero or negligible for remaining lead time,Projected day-one SOH before order 2.0; promo cover required 0.0 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Unsafe or fallback promo demand source,Low promo demand and/or poor evidence; no commercial order need,NO,missing_baseline_daily; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,full,True
2482,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,96652,Npmu Sm Ll Cold Brew 2.0,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.0,2.0,2.0,2,0,0.0,2.0,0.0,2.0,50.0,0.0,0.0,3.13,66,MEDIUM,34.0,LOW,DO_NOT_BUY_LOW_EVIDENCE,0,Promo-period demand evidence is missing or unsafe; Pre-promo demand is zero or negligible for remaining lead time,Projected day-one SOH before order 2.0; promo cover required 0.0 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Unsafe or fallback promo demand source,Low promo demand and/or poor evidence; no commercial order need,NO,missing_baseline_daily; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,full,True
2483,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,90991,Catr Liq Cmflg Covrge Conc 001,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.0,2.0,2.0,2,0,0.0,2.0,0.0,2.0,9.1,0.0,0.0,2.98,66,MEDIUM,34.0,LOW,DO_NOT_BUY_LOW_EVIDENCE,0,Promo-period demand evidence is missing or unsafe; Pre-promo demand is zero or negligible for remaining lead time,Projected day-one SOH before order 2.0; promo cover required 0.0 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Unsafe or fallback promo demand source,Low promo demand and/or poor evidence; no commercial order need,NO,missing_baseline_daily; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,full,True
2484,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,31366,Rim Super Gel 20 Urbn Affair,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.0,2.0,2.0,2,0,0.0,2.0,0.0,2.0,50.0,0.0,0.0,2.57,66,MEDIUM,34.0,LOW,DO_NOT_BUY_LOW_EVIDENCE,0,Promo-period demand evidence is missing or unsafe; Pre-promo demand is zero or negligible for remaining lead time,Projected day-one SOH before order 2.0; promo cover required 0.0 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Unsafe or fallback promo demand source,Low promo demand and/or poor evidence; no commercial order need,NO,missing_baseline_daily; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,full,True
2485,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,97245,Bondi Body Spf50+ Lotion 400Ml,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.0,8.0,8.0,8,0,0.0,2.0,0.0,8.0,50.0,0.0,0.0,38.48,66,MEDIUM,34.0,LOW,DO_NOT_BUY_LOW_EVIDENCE,0,Promo-period demand evidence is missing or unsafe; Pre-promo demand is zero or negligible for remaining lead time,Projected day-one SOH before order 8.0; promo cover required 0.0 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Unsafe or fallback promo demand source,Low promo demand and/or poor evidence; no commercial order need,NO,missing_baseline_daily; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,full,True
2486,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,94700,Rim K&F S/T Blur Rose Van,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.0,9.0,9.0,9,0,0.0,2.0,0.0,9.0,50.0,0.0,0.0,20.43,66,MEDIUM,34.0,LOW,DO_NOT_BUY_LOW_EVIDENCE,0,Promo-period demand evidence is missing or unsafe; Pre-promo demand is zero or negligible for remaining lead time,Projected day-one SOH before order 9.0; promo cover required 0.0 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Unsafe or fallback promo demand source,Low promo demand and/or poor evidence; no commercial order need,NO,missing_baseline_daily; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,full,True
2487,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,90982,Catr Hd Liquid Covrge Fndn 005,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.0,7.0,7.0,7,0,0.0,2.0,0.0,7.0,9.1,0.0,0.0,19.21,66,MEDIUM,34.0,LOW,DO_NOT_BUY_LOW_EVIDENCE,0,Promo-period demand evidence is missing or unsafe; Pre-promo demand is zero or negligible for remaining lead time,Projected day-one SOH before order 7.0; promo cover required 0.0 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Unsafe or fallback promo demand source,Low promo demand and/or poor evidence; no commercial order need,NO,missing_baseline_daily; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,full,True
2488,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,192006,Hey Bud Hemp + Vit C Srm 30Ml,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.0,4.0,4.0,4,0,0.0,2.0,0.0,4.0,40.0,0.0,0.0,18.22,66,MEDIUM,34.0,LOW,DO_NOT_BUY_LOW_EVIDENCE,0,Promo-period demand evidence is missing or unsafe; Pre-promo demand is zero or negligible for remaining lead time,Projected day-one SOH before order 4.0; promo cover required 0.0 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Unsafe or fallback promo demand source,Low promo demand and/or poor evidence; no commercial order need,NO,missing_baseline_daily; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,full,True
2489,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,96613,Npmu Make Em Wndr Fdn Med Olve,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.0,6.0,6.0,6,0,0.0,2.0,0.0,6.0,50.0,0.0,0.0,16.55,66,MEDIUM,34.0,LOW,DO_NOT_BUY_LOW_EVIDENCE,0,Promo-period demand evidence is missing or unsafe; Pre-promo demand is zero or negligible for remaining lead time,Projected day-one SOH before order 6.0; promo cover required 0.0 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Unsafe or fallback promo demand source,Low promo demand and/or poor evidence; no commercial order need,NO,missing_baseline_daily; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,full,True
2490,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,96618,Npmu Make Em Wndr Fdn Golden,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.0,6.0,6.0,6,0,0.0,2.0,0.0,6.0,50.0,0.0,0.0,16.55,66,MEDIUM,34.0,LOW,DO_NOT_BUY_LOW_EVIDENCE,0,Promo-period demand evidence is missing or unsafe; Pre-promo demand is zero or negligible for remaining lead time,Projected day-one SOH before order 6.0; promo cover required 0.0 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Unsafe or fallback promo demand source,Low promo demand and/or poor evidence; no commercial order need,NO,missing_baseline_daily; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,full,True
2491,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,96621,Npmu Make Em Wndr Fdn Lght Nut,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.0,6.0,6.0,6,0,0.0,2.0,0.0,6.0,50.0,0.0,0.0,16.55,66,MEDIUM,34.0,LOW,DO_NOT_BUY_LOW_EVIDENCE,0,Promo-period demand evidence is missing or unsafe; Pre-promo demand is zero or negligible for remaining lead time,Projected day-one SOH before order 6.0; promo cover required 0.0 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Unsafe or fallback promo demand source,Low promo demand and/or poor evidence; no commercial order need,NO,missing_baseline_daily; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,full,True
