target_quality_label,row_count,shadow_gt_stock_basis_share,target_gt_stock_basis_share,shadow_mean,target_mean,stock_basis_mean
CLEAN_REALIZED_DEMAND,711,0.0,0.0,0.4626796743768613,0.5682137834036568,4.575246132208157
INSUFFICIENT_EVIDENCE,39,0.0,0.0,5.342275080181501,,
INVENTORY_INTEGRITY_CONTAMINATED,10,0.3,0.0,6.316471558647004,,27.5
STOCK_CONSTRAINED_REPAIRED,1380,0.8855072463768116,0.9804347826086957,8.91709100398105,10.546258319818266,3.577536231884058
