scenario,repaired_target_mean,repaired_over_stock_basis_share,repaired_over_demand_ref_share,all_rows_over_stock_basis_share,proxy_clean_repaired_mae_vs_actual,mean_repaired_weight,trainable_row_share
current_target_current_weight,10.546258319818266,0.9804347826086957,0.016666666666666666,0.6322429906542056,6.238085356934103,0.3618478260869566,0.9771028037383177
repaired_capped_at_demand_reference,10.4563527884173,0.9746376811594203,0.0,0.6285046728971962,6.297420427873047,0.3618478260869566,0.9771028037383177
repaired_capped_at_stock_basis,3.577536231884058,0.0,0.014492753623188406,0.0,1.9249163079866092,0.3618478260869566,0.9771028037383177
repaired_capped_at_min_demand_stock,3.5364228260869566,0.0,0.0,0.0,1.9520499760879961,0.3618478260869566,0.9771028037383177
repaired_conservative_blend,3.794202898550725,0.06884057971014493,0.016666666666666666,0.04439252336448598,1.781922525107604,0.3618478260869566,0.9771028037383177
clean_only_shadow,,0.0,0.0,0.0,0.0,,0.3322429906542056
