slice,row_count,legacy_mae,shadow_mae,shadow_mae_vs_target,target_mae_vs_actual
clean,711,0.377287280006215,0.5036432265868038,0.5036432265868038,0.0
repaired,1380,0.8367414520897413,8.131663734971944,3.280814491551624,9.452055421267541
