sku_number,target_order_units_to_hit_day_one_soh,recommended_order_units,remaining_day_one_shortfall_units,recommendation_coverage_ratio,decision,proposed_decision,recommendation_type,reason_for_shortfall
95868,11,3,8,0.273,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,review_required
194018,13,0,13,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
65913,12,0,12,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
34855,13,0,13,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
277772,13,0,13,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
187645,11,0,11,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
191288,6,0,6,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
386359,10,0,10,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
190839,11,0,11,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
26669,8,0,8,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
188736,12,0,12,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
94559,13,0,13,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
16857,10,0,10,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
654988,12,0,12,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
69758,13,0,13,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
96596,13,3,10,0.231,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,best_seller_underorder_review
688711,12,0,12,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
92331,12,0,12,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
49692,9,0,9,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
92210,15,2,13,0.133,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,best_seller_underorder_review
897272,9,0,9,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
65836,15,2,13,0.133,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,best_seller_underorder_review
191881,10,0,10,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
396168,9,0,9,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
92213,14,2,12,0.143,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,best_seller_underorder_review
426784,12,0,12,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
15777,10,0,10,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
190136,10,0,10,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
390860,2,0,2,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
7237,11,0,11,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
195048,14,2,12,0.143,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,best_seller_underorder_review
655159,8,0,8,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
199839,10,0,10,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
184705,10,0,10,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
26155,10,0,10,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
195088,11,0,11,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
63369,9,0,9,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
234915,10,0,10,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
67986,11,0,11,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
26154,30,7,22,0.233,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,best_seller_underorder_review
94276,11,0,11,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
201057,10,0,10,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
94272,6,0,6,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
384240,9,0,9,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
189513,30,7,23,0.233,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,best_seller_underorder_review
54863,8,0,8,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
65630,10,0,10,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
390798,8,0,8,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
66125,10,0,10,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
388718,8,0,8,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
90105,9,0,9,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
198463,9,0,9,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
688304,9,0,9,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
298034,9,0,9,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
298018,10,0,10,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
233048,7,0,7,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
342483,9,0,9,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
23449,10,0,10,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
190121,8,0,8,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
42901,9,0,9,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
933619,10,0,10,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
195424,29,7,22,0.241,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,best_seller_underorder_review
196196,8,0,8,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
189276,5,0,5,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
188951,7,2,5,0.286,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,review_required
65559,6,0,6,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
350165,30,6,24,0.2,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,best_seller_underorder_review
7682,8,0,8,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
52115,106,22,84,0.208,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,best_seller_underorder_review
521310,30,7,23,0.233,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,best_seller_underorder_review
49295,5,0,5,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
63031,31,7,24,0.226,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,best_seller_underorder_review
194045,30,6,24,0.2,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,best_seller_underorder_review
194049,30,6,24,0.2,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,best_seller_underorder_review
94273,5,0,5,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
73683,4,0,4,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
90154,8,0,8,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
97991,7,0,7,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
27980,7,0,7,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
192258,6,0,6,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
958824,6,0,6,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
27194,0,0,0,,REVIEW,REVIEW,NO_ORDER_REQUIRED,none_gap_closed
199845,6,0,6,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
189272,7,0,7,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
65916,7,0,7,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
92467,3,0,3,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
54777,6,0,6,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
191670,5,0,5,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
188810,5,0,5,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
199060,7,0,7,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
40167,11,2,9,0.182,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,best_seller_underorder_review
71228,7,0,7,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
70356,8,0,8,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
87763,6,0,6,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
371246,8,0,8,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
11896,6,0,6,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
96640,7,0,7,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
96641,7,0,7,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
186518,7,0,7,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
97994,6,0,6,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
197891,2,0,2,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
192198,5,0,5,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
356859,7,0,7,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
958816,6,0,6,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
55681,6,0,6,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
33268,6,0,6,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
22900,0,0,0,,REVIEW,REVIEW,NO_ORDER_REQUIRED,none_gap_closed
437883,7,0,7,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
90152,6,0,6,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
31831,6,0,6,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
190114,3,0,3,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
43540,7,0,7,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
380675,7,0,7,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
15847,9,2,7,0.222,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,review_required
186490,4,0,4,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
65489,4,0,4,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
282995,6,0,6,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
41315,6,0,6,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
92333,4,0,4,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
90155,6,0,6,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
63475,6,0,6,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
69802,3,0,3,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
415278,5,0,5,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
94059,6,0,6,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
184852,5,0,5,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
521213,30,7,23,0.233,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,best_seller_underorder_review
95025,25,5,20,0.2,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,best_seller_underorder_review
67327,5,0,5,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
260851,2,0,2,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
205729,6,0,6,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
190113,4,0,4,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
190840,1,0,1,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
189518,35,8,27,0.229,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,best_seller_underorder_review
193213,36,8,28,0.222,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,best_seller_underorder_review
52116,24,7,17,0.292,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,best_seller_underorder_review
643335,5,0,5,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
57933,30,7,23,0.233,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,best_seller_underorder_review
199053,61,12,49,0.197,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,best_seller_underorder_review
55881,25,5,20,0.2,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,best_seller_underorder_review
22490,6,0,6,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
188862,6,0,6,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
199946,25,5,20,0.2,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,best_seller_underorder_review
27982,6,0,6,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
70359,29,7,22,0.241,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,best_seller_underorder_review
396176,6,0,6,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
192807,6,0,6,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
37411,31,6,25,0.194,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,best_seller_underorder_review
195988,4,0,4,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
193126,30,7,23,0.233,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,best_seller_underorder_review
90934,53,9,44,0.17,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,best_seller_underorder_review
96608,37,8,29,0.216,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,best_seller_underorder_review
188032,4,0,4,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
188636,5,0,5,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
96597,2,0,2,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
93925,1,0,1,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
94647,5,0,5,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
38417,3,0,3,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
65635,5,0,5,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
93915,0,0,0,,REVIEW,REVIEW,NO_ORDER_REQUIRED,none_gap_closed
51409,1,0,1,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
735752,5,0,5,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
666842,5,0,5,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
94279,4,0,4,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
62855,4,0,4,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
52118,25,7,18,0.28,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,best_seller_underorder_review
894710,5,0,5,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
667915,5,0,5,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
55511,5,0,5,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
189359,5,0,5,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
189517,28,7,21,0.25,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,best_seller_underorder_review
191880,4,0,4,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
191997,4,0,4,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
42830,2,0,2,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
62911,28,7,21,0.25,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,best_seller_underorder_review
34109,29,6,23,0.207,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,best_seller_underorder_review
90163,4,0,4,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
24924,4,0,4,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
199069,3,0,3,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
7235,4,0,4,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
94287,2,0,2,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
584258,4,0,4,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
321338,1,0,1,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
197809,0,0,0,,REVIEW,REVIEW,NO_ORDER_REQUIRED,none_gap_closed
188739,4,0,4,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
31522,3,0,3,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
193722,3,0,3,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
192861,2,0,2,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
342491,3,0,3,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
20842,3,0,3,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
199949,3,0,3,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
57314,4,0,4,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
72982,4,0,4,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
380790,3,0,3,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
189519,30,7,23,0.233,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,best_seller_underorder_review
94056,3,0,3,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
57315,4,0,4,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
369403,3,0,3,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
185192,3,0,3,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
199068,3,0,3,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
198704,29,7,22,0.241,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,best_seller_underorder_review
30537,28,7,21,0.25,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,best_seller_underorder_review
57928,30,7,23,0.233,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,best_seller_underorder_review
16527,43,8,35,0.186,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,best_seller_underorder_review
186512,7,2,5,0.286,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,review_required
65481,0,0,0,,REVIEW,REVIEW,NO_ORDER_REQUIRED,none_gap_closed
26141,4,0,4,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
96150,4,0,4,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
195431,27,7,20,0.259,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,best_seller_underorder_review
15769,31,7,24,0.226,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,best_seller_underorder_review
400734,2,0,2,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
189601,4,0,4,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
544795,2,0,2,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
307459,3,0,3,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
459844,4,0,4,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
234931,2,0,2,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
38201,2,0,2,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
298352,2,0,2,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
197810,2,0,2,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
67025,0,0,0,,REVIEW,REVIEW,NO_ORDER_REQUIRED,none_gap_closed
57612,31,7,24,0.226,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,best_seller_underorder_review
94071,38,9,29,0.237,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,best_seller_underorder_review
38392,8,2,6,0.25,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,review_required
67700,40,9,31,0.225,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,best_seller_underorder_review
645745,27,7,20,0.259,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,best_seller_underorder_review
195075,2,0,2,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
192176,8,2,6,0.25,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,review_required
668566,3,0,3,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
90426,3,0,3,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
93985,31,7,24,0.226,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,best_seller_underorder_review
192940,29,7,22,0.241,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,best_seller_underorder_review
46754,29,7,22,0.241,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,best_seller_underorder_review
1229,31,7,24,0.226,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,best_seller_underorder_review
199957,2,0,2,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
66820,3,0,3,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
799718,61,13,48,0.213,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,best_seller_underorder_review
73263,42,8,34,0.19,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,best_seller_underorder_review
67696,29,7,22,0.241,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,best_seller_underorder_review
90838,30,7,23,0.233,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,best_seller_underorder_review
310832,30,7,23,0.233,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,best_seller_underorder_review
32866,29,7,22,0.241,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,best_seller_underorder_review
679208,31,7,24,0.226,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,best_seller_underorder_review
19966,29,7,22,0.241,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,best_seller_underorder_review
90149,29,7,22,0.241,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,best_seller_underorder_review
974463,31,6,25,0.194,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,best_seller_underorder_review
194050,29,6,23,0.207,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,best_seller_underorder_review
94063,14,4,10,0.286,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,best_seller_underorder_review
90851,8,2,6,0.25,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,review_required
69352,5,2,3,0.4,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,review_required
67693,5,2,3,0.4,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,review_required
90849,5,2,3,0.4,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,review_required
194043,2,0,2,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
97993,1,0,1,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
192805,0,0,0,,REVIEW,REVIEW,NO_ORDER_REQUIRED,none_gap_closed
102088,2,0,2,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
186092,2,0,2,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
55887,2,0,2,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
31821,2,0,2,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
721417,3,1,2,0.333,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,review_required
20469,2,0,2,0.0,REVIEW,REVIEW,NO_ORDER_REQUIRED,insufficient_demand_evidence
95497,5,2,3,0.4,REVIEW,REVIEW,REVIEW_ONLY_ORDER_QUANTITY,review_required
