sku_number,sku_description,decision,current_soh_units,on_order_units,estimated_demand_before_promo_start_units,recommended_order_units,target_day_one_soh_units,projected_day_one_soh_before_order_units,projected_day_one_soh_after_recommended_order_units,expected_formula_day_one_soh_after_order,formula_difference,pass_fail
67963,Loreal R/Lift F/F 50Ml,REVIEW,3,0,0.029,0,2.2,2.971,2.971,2.971,0.0,PASS
67692,Rim Wndr'Care Serum L&B Ser,REVIEW,1,0,1.0,7,30.182,0.0,7.0,7.0,0.0,PASS
93974,May Sunkisser Highlight 22 Int,REVIEW,3,0,1.0,7,30.182,2.0,9.0,9.0,0.0,PASS
93981,May Es.Color Tattoo I Am Cozy,REVIEW,2,0,1.0,7,30.182,1.0,8.0,8.0,0.0,PASS
93982,May Es.Color Tat I Am Unapolog,REVIEW,4,0,1.0,7,30.182,3.0,10.0,10.0,0.0,PASS
93972,May Sunkisser Highlight 20 Int,REVIEW,1,0,1.0,7,30.182,0.0,7.0,7.0,0.0,PASS
196931,Rim Better Filters Medium,REVIEW,3,0,1.0,7,30.176,2.0,9.0,9.0,0.0,PASS
90463,Mf Mp Wow Liner Dark Navy,REVIEW,3,0,0.024,0,2.167,2.976,2.976,2.976,0.0,PASS
49794,Rim Wndr Lx Vol Mas Brwn,REVIEW,1,0,1.0,7,30.154,0.0,7.0,7.0,0.0,PASS
192991,Rim Lasting Matte Ls 210,REVIEW,1,0,1.0,7,30.143,0.0,7.0,7.0,0.0,PASS
94074,Npmu Fat Cheek Blsh Guava Gush,REVIEW,3,0,1.0,7,30.143,2.0,9.0,9.0,0.0,PASS
90447,Mf F.L Eff Rchrg Masc Blk,REVIEW,1,0,1.0,7,30.143,0.0,7.0,7.0,0.0,PASS
188037,Mf False Lash Effect Serum,REVIEW,3,0,1.0,6,30.143,2.0,8.0,8.0,0.0,PASS
188943,Ariana Moonlight B/Mist 236Ml,REVIEW,3,0,1.0,6,30.143,2.0,8.0,8.0,0.0,PASS
49268,Mf Mastrpce Masc Rich Black,REVIEW,3,0,0.02,0,2.143,2.98,2.98,2.98,0.0,PASS
75415,Clairol Nne 5 Medium Brown,REVIEW,3,0,0.02,0,2.143,2.98,2.98,2.98,0.0,PASS
193291,Rim Lastfin 35Hr Fndn Clas Bge,REVIEW,3,0,1.0,7,30.125,2.0,9.0,9.0,0.0,PASS
94688,Rim K&F S/T Glow Tre Beige,REVIEW,4,0,1.0,7,30.125,3.0,10.0,10.0,0.0,PASS
94685,Rim K&F S/T Glow Gldn Ivry,REVIEW,1,0,1.0,7,30.125,0.0,7.0,7.0,0.0,PASS
90169,Npmu Epic Ink El Midnight Rise,REVIEW,4,0,1.0,7,30.125,3.0,10.0,10.0,0.0,PASS
193318,Rim Multi Tasker Con Clas Bge,REVIEW,2,0,1.0,7,30.125,1.0,8.0,8.0,0.0,PASS
96257,Lrp Anth Uvm Fld Spf50 50Ml,REVIEW,8,0,0.018,0,2.125,7.982,7.982,7.982,0.0,PASS
94696,Rim K&F S/T Blur Vanilla,REVIEW,8,0,1.0,7,30.111,7.0,14.0,14.0,0.0,PASS
102282,Mf Lipfinity Spirtual,REVIEW,3,0,1.0,7,30.111,2.0,9.0,9.0,0.0,PASS
194133,Aeropostale Berries&Cream 237,REVIEW,2,0,1.0,6,30.111,1.0,7.0,7.0,0.0,PASS
93967,May Sunkisser Original 05 As X,REVIEW,4,0,1.0,7,30.091,3.0,10.0,10.0,0.0,PASS
93978,May Tat Gel Pen 821 Stardust,REVIEW,3,0,1.0,7,30.091,2.0,9.0,9.0,0.0,PASS
193079,Mf Facefinity Universal Primer,REVIEW,1,0,1.0,6,30.091,0.0,6.0,6.0,0.0,PASS
195519,Mf Fcefnty Cmpct 002,REVIEW,3,0,1.0,6,30.091,2.0,8.0,8.0,0.0,PASS
46574,Tena Pants Disc Super Lge 8Pk,REVIEW,2,0,1.0,6,30.091,1.0,7.0,7.0,0.0,PASS
43901,Clairol Ni 5 Medium Brown,REVIEW,4,0,0.013,0,2.091,3.987,3.987,3.987,0.0,PASS
191380,Mf Mstrpce 2In1 Lash Wow Masc,REVIEW,3,0,1.0,6,30.071,2.0,8.0,8.0,0.0,PASS
196932,Rim Better Filters Medium Deep,REVIEW,1,0,1.0,7,30.059,0.0,7.0,7.0,0.0,PASS
94274,Tbh Pocket Patches Party,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
199941,Hey Bud Acne Body Wash 350Ml,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
94493,Hey Bud Foaming Cleanser 150Ml,REVIEW,2,0,0.0,0,2.0,2.0,2.0,2.0,0.0,PASS
97860,Hairif H24 Crl Cond 300Ml,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
97862,Hairif H24 Crl Shp 300Ml,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
97863,Hairif H24 Heat Prot 118Ml,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
97861,Hairif H24 Crl Def Crm 150Ml,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
89561,Innisfree Bija Clns Foam 150Ml,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
89563,Innisfree Vlc Clns Foam 150Ml,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
88781,Conserving Beauty Zit Strips 6,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
91458,Hf H24 Smooth Fix Stick 10Ml,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
91462,Hf H24 Smth S&R Wax Stick 40G,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
97856,Hairif H24 Dryw Shp 118Ml Snt,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
97857,Hairif H24 Dryw Shp 118Ml Trp,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
97858,Hairif H24 Dryw Shp 118Ml Coc,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
97859,Hairif H24 Dryw Shp 118Ml Sky,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
167940,Lanolips Mlkshk Balm Strawb,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
167941,Lanolips Mlkshk Balm Raspb,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
167942,Lanolips Mlkshk Balm Caramel,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
89770,Bb Instant Tan Cream 150Ml,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
167329,Av Cicalfate+ Lip Balm 12Ml,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
167335,Loreal R/Lift Glass Skin Mask,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
96490,May Face Lifter Fdn 368,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
96492,May Lifter Liner Crop Top 12,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
96493,May Lifter Liner Maybe Its 13,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
96494,May Chromadrip Silver 05,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
96495,May Chromadrip Amethyst 10,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
96496,May Chromadrip Taupe 15,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
96497,May Chromadrip Quartz 30,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
94170,Nivea D/Skin Cr Wash Gel 150Ml,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
94171,Nivea D/Skin Cr Scrub 150Ml,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
91074,Catr Sun Lvr Glw Brnz Pwdr 010,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
96505,May Brow Shaper 02 Blonde,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
96506,May Brow Shaper 03 Soft Brown,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
91042,Catr Under Eye Brightener 010,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
91060,Catr Matt Shne Cntrl Powdr 010,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
91936,Catr Brsh Wp Liner,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
95832,Es Camo+ Matte Concealer 20,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
91004,Catr Plumping Lip Liner 020,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
91009,Catr Plumping Lip Liner 100,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
193458,Embryolisse Rad Eye Stick 4.5G,REVIEW,2,0,0.0,0,2.0,2.0,2.0,2.0,0.0,PASS
167333,Loreal R/Lift Glass Crm 50Ml,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
94173,Nivea D/Skin Micell Wtr 400Ml,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
88364,Es Jelly Grip Hydrating Primer,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
97161,Colgate Power Toothbrush Harry,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
187639,Versace Pour Homme Edt 200Ml,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
65469,Q+A Charcoal Face Mask 50G,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
94107,Hb Bottled Bold Citrus P100,REVIEW,2,0,0.0,0,2.0,2.0,2.0,2.0,0.0,PASS
62311,Mj Daisy Love Edt 100Ml,REVIEW,2,0,0.0,0,2.0,2.0,2.0,2.0,0.0,PASS
199080,Dkny 24/7 Edp 30Ml,REVIEW,2,0,0.0,0,2.0,2.0,2.0,2.0,0.0,PASS
88447,Mf Masterpiece Brow Lami Med,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
190016,Versace Eros Flame Edp 100Ml,REVIEW,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
88067,Versace Dylan/T Edt 50Ml,REVIEW,2,0,0.0,0,2.0,2.0,2.0,2.0,0.0,PASS
985465,Narciso Rodriguez Her Edp 50Ml,REVIEW,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
89161,Versace Eros Energy Edp 100Ml,REVIEW,2,0,0.0,0,2.0,2.0,2.0,2.0,0.0,PASS
97554,No7 Future Renew Serum 50Ml,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
97572,Bioderma Hydrabio Serum 40Ml,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
98136,Jf Fe Touch Up Creme 113G,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
98117,Jf Fe Mb Hairspray 250Ml,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
95875,Es Soft Touch Bter Bronzer 10,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
98118,Jf Fe Mb Hairspray 56G,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
167101,Es Mono Eyeshadow Pearly 02,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
167145,Es Gel Nail Polish 18,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
98138,Jf Fe Touch Up Creme 30Ml,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
167133,Es Glow In The Dark Mini Nail,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
350699,Mj Daisy Edt 50Ml,REVIEW,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
451096,Narciso Rodriguez Her Edt 50Ml,REVIEW,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
74442,Guess B/Vita Rosa T100Ml,REVIEW,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
60996,Guess B/Vita Edp 100Ml,REVIEW,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
940194,Guess Seduct Homme Edt 100M,REVIEW,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
91543,Mj Daisy Wild Intse Edp 100Ml,REVIEW,2,0,0.0,0,2.0,2.0,2.0,2.0,0.0,PASS
97201,Lunz Bonze Ul/Ecpse Mss 200Ml,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
97947,Bioderma Sensibio Ar+ Cc 40Ml,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
97576,Bioderma Hydrab Gel Msnt 400Ml,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
95114,Bronte Body Brush 275G,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
167572,Catrsft Glm Bked Bls040,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
167548,Catr Kohl Kajal Wtrprof 200,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
58111,Moogoo Msm N/Oil Free Mst 120,REVIEW,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
38463,Moogoo Minimoo Bubb Wash 500Ml,REVIEW,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
97677,Jpg Classique Edt 100Ml,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
167947,Real Tech Cloudtopia Touchup 6,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
167102,Es Mono Eyeshadow Glitter 01,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
529263,Versace Pour Homme Edt 50Ml,REVIEW,2,0,0.0,0,2.0,2.0,2.0,2.0,0.0,PASS
97434,Emily In Paris New Begin P100,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
97847,Antip Man Org Vol Shn Sp 340Ml,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
97849,Antip Pea Free Sm Hyd Sp 340Ml,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
167570,Catrsft Glm Bked Bls010,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
197610,Palmolive L/Soap Foam Kids Pum,REVIEW,2,0,0.0,0,2.0,2.0,2.0,2.0,0.0,PASS
91081,Mj Daisy Wild Edp 50Ml,REVIEW,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
52720,Versace Bright Crys Edt 90Ml,REVIEW,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
184,Palmol B/Buttr Hvnly Van 750Ml,REVIEW,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
96065,Bridgerton Rebel Vanilla P50,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
96066,Bridgerton Tempting Peach P50,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
96067,Bridgerton Grace Hydrangea P50,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
67711,Ck Euphoria For Men Edt 100Ml,REVIEW,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
185346,Palmol Lum Oil C&Fr 750Ml,REVIEW,2,0,0.0,0,2.0,2.0,2.0,2.0,0.0,PASS
93817,Palmol Bw Davidson Plm750Ml,REVIEW,2,0,0.0,0,2.0,2.0,2.0,2.0,0.0,PASS
89157,Versace Eros Edp 100Ml,REVIEW,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
92850,Cerave Air Foam Cleanser 150Ml,REVIEW,2,0,0.0,0,2.0,2.0,2.0,2.0,0.0,PASS
19985,Du'It Tough Hands For Her 75G,REVIEW,2,0,0.0,0,2.0,2.0,2.0,2.0,0.0,PASS
88057,Burberry London For Women P50,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
89158,Versace Dylan Purple Edp 50Ml,REVIEW,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
190064,Pl Cosmetic Sponge Wedges 36Pk,REVIEW,6,0,0.0,0,2.0,6.0,6.0,6.0,0.0,PASS
198145,Tena Pants Maxi Ext Lrg 10Pk,REVIEW,6,0,0.0,0,2.0,6.0,6.0,6.0,0.0,PASS
92938,Mp 2Pc Pink Floral Set 25,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
97577,Bioderma Pd Sun Lotion 200Ml,REVIEW,3,0,0.0,0,2.0,3.0,3.0,3.0,0.0,PASS
478255,Es Kajal Pencil 08 Teddy,REVIEW,4,0,0.0,0,2.0,4.0,4.0,4.0,0.0,PASS
167330,Av Hap Tightening Serum 20Ml,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
167332,Av Hap Lifting Cream 30Ml,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
92939,Mp 2Pc Orange Zigzag Set 25,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
92940,Mp 2Pc Wine Luxe Set 25,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
574210,Versace Yellow Diamond Edt 30M,REVIEW,1,0,0.0,0,2.0,1.0,1.0,1.0,0.0,PASS
97578,Bioderma Pd Sun Fluid 50Ml,REVIEW,5,0,0.0,0,2.0,5.0,5.0,5.0,0.0,PASS
190068,Pl Dual-Ended Eyeshadow Brush,REVIEW,10,0,0.0,0,2.0,10.0,10.0,10.0,0.0,PASS
190089,Pl Ingrown Hair Tweezer,REVIEW,7,0,0.0,0,2.0,7.0,7.0,7.0,0.0,PASS
167331,Av Hap Eye & Lip Cream 15Ml,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
94802,No7 Artist Soft Glow Cream Bro,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
167326,Xeracalm Nutri Balm 400Ml,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
167328,Xeracalm Nutri Lotion 400Ml,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
167325,Xeracalm Nutri Shwr Crm 500Ml,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
167327,Xeracalm Nutri Clns Gel 500Ml,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
88097,Hf H24 Cplex Repair Sp 300Ml,REVIEW,4,0,0.0,0,2.0,4.0,4.0,4.0,0.0,PASS
87748,Innisfree Glow Jam Clnsr 150Ml,REVIEW,4,0,0.0,0,2.0,4.0,4.0,4.0,0.0,PASS
94803,No7 Artist Soft Glow Cream Bro,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
190069,Pl Foundation Brush,REVIEW,4,0,0.0,0,2.0,4.0,4.0,4.0,0.0,PASS
230685,Palmol B/Wash A/Stress 500Ml,REVIEW,7,0,0.0,0,2.0,7.0,7.0,7.0,0.0,PASS
96354,Aveeno S/Rel Repairing Balm75M,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
49493,Palmol Bw Enrich 400Ml,REVIEW,4,0,0.0,0,2.0,4.0,4.0,4.0,0.0,PASS
97710,Lor Excel Nud Age P 8.13 268Ml,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
97711,Lor Exce Nud Age P 10.13 268Ml,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
97712,Lor Excel Nud Age P 7.31 268Ml,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
97713,Lor Excel Nud Age P 6.03 268Ml,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
55227,Colg Opt/White O/Night Pen,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
88280,Es Lip & Cheek Tint 01,REVIEW,2,3,0.0,0,2.0,5.0,5.0,5.0,0.0,PASS
41542,Colgate Tp Total + Wht 115G,REVIEW,12,0,0.0,0,2.0,12.0,12.0,12.0,0.0,PASS
199079,Dkny 24/7 Edp 100Ml,REVIEW,2,0,0.0,0,2.0,2.0,2.0,2.0,0.0,PASS
194422,Pl Triangle Powder Puff 2Pk,REVIEW,16,0,0.0,0,2.0,16.0,16.0,16.0,0.0,PASS
88342,Es Brow Lifting Gel Set,REVIEW,5,0,0.0,0,2.0,5.0,5.0,5.0,0.0,PASS
190088,Pl Brush Cleansing Mat,REVIEW,5,0,0.0,0,2.0,5.0,5.0,5.0,0.0,PASS
95848,Es Peptide Glsy Lip Trtmnt 02,REVIEW,4,0,0.0,0,2.0,4.0,4.0,4.0,0.0,PASS
20571,Colg Mw Plax Peppermint 1L,REVIEW,8,0,0.0,0,2.0,8.0,8.0,8.0,0.0,PASS
87952,Palmol Nat Bdy Wsh P/Fruit 1Lt,REVIEW,3,0,0.0,0,2.0,3.0,3.0,3.0,0.0,PASS
72537,Colg Tp White+Tartar 115G,REVIEW,5,0,0.0,0,2.0,5.0,5.0,5.0,0.0,PASS
188698,Cerave Hydrating Clns 236Ml,REVIEW,68,0,0.0,0,2.0,68.0,68.0,68.0,0.0,PASS
194013,Csc Exf Gel Cleanser 150Ml,REVIEW,3,0,0.0,0,2.0,3.0,3.0,3.0,0.0,PASS
67880,Casting Crm Gls Mahogany 550,REVIEW,3,0,0.0,0,2.0,3.0,3.0,3.0,0.0,PASS
197220,Pl Blending Sponge & Stand,REVIEW,9,0,0.0,0,2.0,9.0,9.0,9.0,0.0,PASS
197211,Pl Mini Blending Sponges 4Pk,REVIEW,8,0,0.0,0,2.0,8.0,8.0,8.0,0.0,PASS
95864,Es Brow Lift & Freeze Glue 01,REVIEW,3,0,0.0,0,2.0,3.0,3.0,3.0,0.0,PASS
92149,Es Fix&Last 18H Fixing Spray,REVIEW,3,0,0.0,0,2.0,3.0,3.0,3.0,0.0,PASS
190061,Pl Cosmetic Blending Sponge,REVIEW,6,0,0.0,0,2.0,6.0,6.0,6.0,0.0,PASS
190079,Pl Slanted Tweezer,REVIEW,6,0,0.0,0,2.0,6.0,6.0,6.0,0.0,PASS
92177,Es B'Day Bmb Shiny Lipgloss 01,REVIEW,4,0,0.0,0,2.0,4.0,4.0,4.0,0.0,PASS
190091,Pl Facial Defuzzers 2Pk,REVIEW,4,0,0.0,0,2.0,4.0,4.0,4.0,0.0,PASS
188707,Cerave Hydra Fm Oil Clns 236Ml,REVIEW,49,0,0.0,0,2.0,49.0,49.0,49.0,0.0,PASS
92176,Es Line N' Stain Lip Liner 02,REVIEW,4,0,0.0,0,2.0,4.0,4.0,4.0,0.0,PASS
197214,Pl Eyebrow Shapers 3Pk,REVIEW,5,0,0.0,0,2.0,5.0,5.0,5.0,0.0,PASS
701580,Palmol S/Wsh Lhw Pmp 250Ml Ant,REVIEW,3,0,0.0,0,2.0,3.0,3.0,3.0,0.0,PASS
51564,Issey Miyake P/Homme Edt 75Ml,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
94892,No7 Lip & Cheek Multi Use Stic,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
94524,No7 Matte Muse Lipstick Rose C,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
92812,Bl Watermelon Wash Bag 25,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
188700,Cerave Foaming Cleanser 236Ml,REVIEW,98,0,0.0,0,2.0,98.0,98.0,98.0,0.0,PASS
94810,No7 Artist Base Perfecting Pri,REVIEW,3,0,0.0,0,2.0,3.0,3.0,3.0,0.0,PASS
478362,Es Long-Lasting Eye Pencil 02,REVIEW,5,0,0.0,0,2.0,5.0,5.0,5.0,0.0,PASS
190092,Pl Compact Magnifying Mirror,REVIEW,3,0,0.0,0,2.0,3.0,3.0,3.0,0.0,PASS
669326,Biore Ultra Pore Clns Pack 6'S,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
668664,Biore D/Pore Clns Pack 6'S,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
73699,White Glo Advanced Results Kit,REVIEW,4,0,0.0,0,2.0,4.0,4.0,4.0,0.0,PASS
94536,No7 That'S A Wrap Tubing Masca,REVIEW,3,0,0.0,0,2.0,3.0,3.0,3.0,0.0,PASS
87758,Innisfree Gt Aa Clns Fm 150Ml,REVIEW,11,0,0.0,0,2.0,11.0,11.0,11.0,0.0,PASS
87766,Innisfree Aloe Mask 22Ml,REVIEW,5,0,0.0,0,2.0,5.0,5.0,5.0,0.0,PASS
647883,Es I Love Crazy Volume Masc,REVIEW,7,0,0.0,0,2.0,7.0,7.0,7.0,0.0,PASS
31486,Colg Tb Slim Adv Sft 2 Pk,REVIEW,5,0,0.0,0,2.0,5.0,5.0,5.0,0.0,PASS
94895,No7 Runway Radiance Primer,REVIEW,2,0,0.0,0,2.0,2.0,2.0,2.0,0.0,PASS
94809,No7 Artist Finishing Touch Set,REVIEW,3,0,0.0,0,2.0,3.0,3.0,3.0,0.0,PASS
94885,No7 Es Palette Round Of Applau,REVIEW,3,0,0.0,0,2.0,3.0,3.0,3.0,0.0,PASS
94891,No7 Lip & Cheek Multi Use Stic,REVIEW,3,0,0.0,0,2.0,3.0,3.0,3.0,0.0,PASS
94233,Cerave Clay Foam Cleanser 118,REVIEW,3,0,0.0,0,2.0,3.0,3.0,3.0,0.0,PASS
94808,No7 Artist Loose Setting Powde,REVIEW,3,0,0.0,0,2.0,3.0,3.0,3.0,0.0,PASS
57227,Nivea Men Deo Ro Ex/Cedar 50Ml,REVIEW,6,0,0.0,0,2.0,6.0,6.0,6.0,0.0,PASS
342513,Nivea Men Apd R/O B&W Inv 50Ml,REVIEW,5,0,0.0,0,2.0,5.0,5.0,5.0,0.0,PASS
88795,Cb Gel Moisturiser 60Ml,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
94890,No7 Lip & Cheek Multi Use Stic,REVIEW,4,0,0.0,0,2.0,4.0,4.0,4.0,0.0,PASS
94280,Aveeno Calm+Res Night Crm 50Ml,REVIEW,4,0,0.0,0,2.0,4.0,4.0,4.0,0.0,PASS
97053,Colgate Optic White Wand 6%,REVIEW,3,0,0.0,0,2.0,3.0,3.0,3.0,0.0,PASS
14742,Palmol H/San Cherry Blssm 48Ml,REVIEW,10,0,0.0,0,2.0,10.0,10.0,10.0,0.0,PASS
347302,Colg Tp Pro/Rlf M/Prt 110G,REVIEW,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,PASS
21183,Invite E 15Ml Oil Tube,REVIEW,4,0,0.0,0,2.0,4.0,4.0,4.0,0.0,PASS
87767,Innisfree Rose Mask 22Ml,REVIEW,6,0,0.0,0,2.0,6.0,6.0,6.0,0.0,PASS
190135,Pl Disp Mascara Wands 20Pk,REVIEW,4,0,0.0,0,2.0,4.0,4.0,4.0,0.0,PASS
