sku_number,sku_description,decision,current_soh_units,on_order_units,estimated_demand_before_promo_start_units,recommended_order_units,target_day_one_soh_units,projected_day_one_soh_before_order_units,projected_day_one_soh_after_recommended_order_units,expected_formula_day_one_soh_after_order,formula_difference,pass_fail
191175,May Superstay Glow Tint 10,HOLD,2,0,0.13,0,4.826,1.87,1.87,1.87,0.0,PASS
94008,May Ss Teddy 90 Ribbon Tied As,HOLD,1,0,0.13,0,4.805,0.87,0.87,0.87,0.0,PASS
57934,May Lifter Gloss 006 Reef,HOLD,4,0,0.13,0,4.805,3.87,3.87,3.87,0.0,PASS
40079,Rim Wow Wings Ex Black Masc,HOLD,1,0,0.13,0,4.805,0.87,0.87,0.87,0.0,PASS
70983,No7 P&P Night Cream 50Ml,HOLD,3,0,0.129,0,4.757,2.871,2.871,2.871,0.0,PASS
74931,No7 Pure Ret 0.3% Nt Con 30Ml,HOLD,3,0,0.129,0,4.757,2.871,2.871,2.871,0.0,PASS
28286,Tena Pants Plus Night 12,HOLD,2,0,0.129,0,4.757,1.871,1.871,1.871,0.0,PASS
676195,Palmers Body Raw Shea Lt 250Ml,HOLD,3,0,0.127,0,4.699,2.873,2.873,2.873,0.0,PASS
90436,Rim Omg Lip Btr Treat 002,HOLD,5,0,0.127,0,4.699,4.873,4.873,4.873,0.0,PASS
271519,Aveeno D/Moist Lotion 532Ml,HOLD,3,0,0.127,0,4.699,2.873,2.873,2.873,0.0,PASS
20865,Ogx C/Nut Mir Oil Sp 385Ml,HOLD,2,0,0.127,0,4.699,1.873,1.873,1.873,0.0,PASS
298077,Nivea Q10 Firming Lot +250Ml,HOLD,2,0,0.127,0,4.699,1.873,1.873,1.873,0.0,PASS
908142,Esi Ne 4 Pearly White,HOLD,3,0,0.127,0,4.699,2.873,2.873,2.873,0.0,PASS
908150,Esi Ne 11 Not Just,HOLD,4,0,0.127,0,4.699,3.873,3.873,3.873,0.0,PASS
287334,Olay T/Eff Foundatn Spf15 50G,HOLD,1,0,0.126,0,4.651,0.874,0.874,0.874,0.0,PASS
300160,Palmers Body C/B Tum Bttr 125G,HOLD,2,0,0.125,0,4.625,1.875,1.875,1.875,0.0,PASS
53929,Rim Brow Pro Mic Def 2In1 Db,HOLD,2,0,0.125,0,4.625,1.875,1.875,1.875,0.0,PASS
668178,Esi Ne Marshmallow,HOLD,4,0,0.125,0,4.625,3.875,3.875,3.875,0.0,PASS
195945,Esi 953 Odd Squad,HOLD,1,0,0.125,0,4.625,0.875,0.875,0.875,0.0,PASS
90143,Npmu Duck Plump Ll Flirty Flip,HOLD,3,0,0.125,0,4.625,2.875,2.875,2.875,0.0,PASS
50661,Lor Excel 5 Natural Brown,HOLD,2,0,0.125,0,4.625,1.875,1.875,1.875,0.0,PASS
74330,Exc Cool 8.11 Ult Ash Lgt Bnd,HOLD,3,0,0.125,0,4.625,2.875,2.875,2.875,0.0,PASS
645753,Olay Moist Sens Lotion 150Ml,HOLD,1,0,0.125,0,4.625,0.875,0.875,0.875,0.0,PASS
65624,No7 P&P Cleanse Wtr 200Ml,HOLD,1,0,0.125,0,4.625,0.875,0.875,0.875,0.0,PASS
74328,Excel Cool 6.11 Ult Dk Ash Bln,HOLD,1,0,0.125,0,4.625,0.875,0.875,0.875,0.0,PASS
537886,Loreal Age Perf Int Night 50,HOLD,3,0,0.124,0,4.581,2.876,2.876,2.876,0.0,PASS
66921,Npmu Lip Ling Xxl 05 Sdown,HOLD,3,0,0.122,0,4.53,2.878,2.878,2.878,0.0,PASS
61297,Aveeno Applcidr Cond 354Ml,HOLD,2,0,0.122,0,4.53,1.878,1.878,1.878,0.0,PASS
94067,Npmu Smushy Mte Lb Sassy Stuf,HOLD,2,0,0.122,0,4.53,1.878,1.878,1.878,0.0,PASS
195082,Avene Tolerance Ctl Cream 40Ml,HOLD,4,0,0.122,0,4.53,3.878,3.878,3.878,0.0,PASS
190142,Essano Vol Grwth Sp 600Ml,HOLD,2,0,0.122,0,4.53,1.878,1.878,1.878,0.0,PASS
24919,Olay Regen M/Sculpt Nght 50G,HOLD,1,0,0.122,0,4.53,0.878,0.878,0.878,0.0,PASS
24918,Olay Regen Night Cream 50G,HOLD,1,0,0.122,0,4.503,0.878,0.878,0.878,0.0,PASS
61289,Aveeno Rosewater Cam Cd 354Ml,HOLD,2,0,0.119,0,4.404,1.881,1.881,1.881,0.0,PASS
90115,May Super Fluff 260 Deep Brown,HOLD,2,0,0.119,0,4.404,1.881,1.881,1.881,0.0,PASS
198723,May Lifter Liner 010 Character,HOLD,3,0,0.119,0,4.404,2.881,2.881,2.881,0.0,PASS
192801,White Glo Purple Toner Serum,HOLD,2,0,0.119,0,4.404,1.881,1.881,1.881,0.0,PASS
199902,Avene Vit Cg Cream 50Ml,HOLD,6,0,0.119,0,4.404,5.881,5.881,5.881,0.0,PASS
350173,Mf Masc False Lash Black/Brown,HOLD,1,0,0.119,0,4.404,0.881,0.881,0.881,0.0,PASS
196041,Ogx Arg Oil Mrc Lgt Cd 385Ml,HOLD,1,0,0.119,0,4.404,0.881,0.881,0.881,0.0,PASS
192531,Le Tan Exp Tanning Foam 110Ml,HOLD,5,0,0.119,0,4.404,4.881,4.881,4.881,0.0,PASS
668038,Esi Ne Vanity Fairest,HOLD,3,0,0.119,0,4.404,2.881,2.881,2.881,0.0,PASS
194888,Benzac Post Acne Serum 30Ml,HOLD,2,0,0.119,0,4.404,1.881,1.881,1.881,0.0,PASS
92642,Can/C Prt&Hyd Spf50+ 150Ml,HOLD,2,0,0.119,0,4.404,1.881,1.881,1.881,0.0,PASS
192844,Bondi Sapphire Tech 200Ml,HOLD,2,0,0.119,0,4.404,1.881,1.881,1.881,0.0,PASS
46887,May Fit Me Pwd True Beige,HOLD,3,0,0.118,0,4.366,2.882,2.882,2.882,0.0,PASS
191176,May Superstay Glow Tint 03,HOLD,2,0,0.118,0,4.366,1.882,1.882,1.882,0.0,PASS
24385,May Iar Conc Honey,HOLD,5,0,0.118,0,4.366,4.882,4.882,4.882,0.0,PASS
195437,Npmu Duck Plmp Hall Of Fla,HOLD,4,0,0.118,0,4.353,3.882,3.882,3.882,0.0,PASS
43876,Clairol Rtu Powder Dark Brown,HOLD,2,0,0.118,0,4.353,1.882,1.882,1.882,0.0,PASS
66096,Rexona M Apd Adv C/Clns 220Ml,HOLD,1,0,0.117,0,4.325,0.883,0.883,0.883,0.0,PASS
34115,Rim Eyebrow Pencil Black Brown,HOLD,2,0,0.117,0,4.325,1.883,1.883,1.883,0.0,PASS
94001,May Lift Glaze 009 Latte Crush,HOLD,4,0,0.117,0,4.325,3.883,3.883,3.883,0.0,PASS
93998,May Lift Glaze 005 Peach Quenc,HOLD,3,0,0.117,0,4.325,2.883,2.883,2.883,0.0,PASS
403014,Loreal Age Perf Int Day 50Ml,HOLD,4,0,0.114,0,4.229,3.886,3.886,3.886,0.0,PASS
485632,Loreal De Rev Spf15 Day 50Ml,HOLD,3,0,0.114,0,4.229,2.886,2.886,2.886,0.0,PASS
198940,Illi Fash Tape Clr Strip 2X36P,HOLD,4,0,0.114,0,4.229,3.886,3.886,3.886,0.0,PASS
199120,Urbane Mess Texture Clay 85G,HOLD,4,0,0.114,0,4.229,3.886,3.886,3.886,0.0,PASS
10435,Lor Magic Ret Blonde 9,HOLD,2,0,0.114,0,4.229,1.886,1.886,1.886,0.0,PASS
27981,Urbane Mess Hair Pomade 85G,HOLD,1,0,0.114,0,4.229,0.886,0.886,0.886,0.0,PASS
50356,Lor Excel 3 Darkest Brown,HOLD,1,0,0.114,0,4.229,0.886,0.886,0.886,0.0,PASS
43877,Clairol Rtu Powder Med Brown,HOLD,1,0,0.114,0,4.229,0.886,0.886,0.886,0.0,PASS
504300,Clairol Rtu Perm 5 Med Brown,HOLD,1,0,0.114,0,4.229,0.886,0.886,0.886,0.0,PASS
103912,Rim Cover Stick Soft Honey,HOLD,1,0,0.112,0,4.153,0.888,0.888,0.888,0.0,PASS
665877,Loreal Age Perf Cell Day 50M,HOLD,1,0,0.112,0,4.153,0.888,0.888,0.888,0.0,PASS
195501,Rim Nail Nurse 7 In 1 Trtmnt,HOLD,2,0,0.111,0,4.111,1.889,1.889,1.889,0.0,PASS
190120,E/Pure Buffing Foot File,HOLD,8,0,0.111,0,4.111,7.889,7.889,7.889,0.0,PASS
28180,Aveeno S/Rel Lotion F/F 1L,HOLD,2,0,0.111,0,4.111,1.889,1.889,1.889,0.0,PASS
32738,Nivea Body Cocoa Btr Ltn 400Ml,HOLD,1,0,0.111,0,4.111,0.889,0.889,0.889,0.0,PASS
195077,Garn Vit C Micell Water 700Ml,HOLD,1,0,0.111,0,4.111,0.889,0.889,0.889,0.0,PASS
24925,Olay Regen M/Sculpt Ffree 48G,HOLD,2,0,0.111,0,4.111,1.889,1.889,1.889,0.0,PASS
32641,Olay Regen Rev Hydr Cr Uv 50G,HOLD,1,0,0.11,0,4.085,0.89,0.89,0.89,0.0,PASS
196000,May Build A Brow 259 Ash,HOLD,3,0,0.11,0,4.085,2.89,2.89,2.89,0.0,PASS
189251,May Inst Perfect Glow Medium,HOLD,1,0,0.11,0,4.085,0.89,0.89,0.89,0.0,PASS
195414,Npmu Pro Fix Stick Nutmeg,HOLD,1,0,0.109,0,4.042,0.891,0.891,0.891,0.0,PASS
69210,Dr Lew Lscs8 Night Crm 30G,HOLD,2,0,0.107,0,3.964,1.893,1.893,1.893,0.0,PASS
186414,Rim Thrill Sker Masc Extm Blk,HOLD,3,0,0.107,0,3.964,2.893,2.893,2.893,0.0,PASS
668160,Esi Ne Limo-Scene,HOLD,3,0,0.107,0,3.964,2.893,2.893,2.893,0.0,PASS
186513,Sun Bum Min Tint Spf30+ 50Ml,HOLD,2,0,0.107,0,3.964,1.893,1.893,1.893,0.0,PASS
20312,Dr Lew F/Polishing Gel 150G,HOLD,3,0,0.107,0,3.964,2.893,2.893,2.893,0.0,PASS
199736,Jergens Mg Gold B/Lot,HOLD,2,0,0.107,0,3.964,1.893,1.893,1.893,0.0,PASS
44388,Bio Oil Dry Skin Gel 100Ml,HOLD,2,0,0.107,0,3.964,1.893,1.893,1.893,0.0,PASS
16566,Garn P/Act 3In1 Ccoal 150Ml,HOLD,1,0,0.107,0,3.964,0.893,0.893,0.893,0.0,PASS
90166,Npmu Bmelt Hlight No 1 Butta,HOLD,7,0,0.107,0,3.964,6.893,6.893,6.893,0.0,PASS
96455,May Lift Ls Stn Make Work 103,HOLD,4,0,0.107,0,3.964,3.893,3.893,3.893,0.0,PASS
198722,May Lifter Liner 009 Peaking,HOLD,3,0,0.107,0,3.964,2.893,2.893,2.893,0.0,PASS
96483,May Face Lifter Fdn 120,HOLD,4,0,0.107,0,3.964,3.893,3.893,3.893,0.0,PASS
96481,May Face Lifter Fdn 118,HOLD,4,0,0.107,0,3.964,3.893,3.893,3.893,0.0,PASS
96446,May Lift Ls Mte Maybe Its 002,HOLD,4,0,0.107,0,3.964,3.893,3.893,3.893,0.0,PASS
96452,May Lift Ls Mte Scuse Me 008,HOLD,4,0,0.107,0,3.964,3.893,3.893,3.893,0.0,PASS
199947,Loreal Revita Lasr Rsrfce Clns,HOLD,3,0,0.107,0,3.964,2.893,2.893,2.893,0.0,PASS
187276,Wrinkles/S Microneedle Patches,HOLD,1,0,0.107,0,3.964,0.893,0.893,0.893,0.0,PASS
44033,Bioderma Sebium Control 30Ml,HOLD,2,0,0.107,0,3.964,1.893,1.893,1.893,0.0,PASS
187275,Wrinkles/S F/Head Wrinkle Ptch,HOLD,3,0,0.107,0,3.964,2.893,2.893,2.893,0.0,PASS
90142,Npmu Duck Plump Ll Pinkjection,HOLD,5,0,0.107,0,3.964,4.893,4.893,4.893,0.0,PASS
15270,Sun Bum Aloe Ltn 177Ml,HOLD,2,0,0.107,0,3.964,1.893,1.893,1.893,0.0,PASS
420950,Casting Crm Gls Iced Choc 515,HOLD,1,0,0.107,0,3.964,0.893,0.893,0.893,0.0,PASS
37040,Hawaiian Trop Lotion50+ 180Ml,HOLD,2,0,0.107,0,3.964,1.893,1.893,1.893,0.0,PASS
199761,Rim Mltitskr Prmrmist&Stn Spy,HOLD,1,0,0.107,0,3.964,0.893,0.893,0.893,0.0,PASS
186091,Ego Qv Ceramides Cream 500G,HOLD,5,0,0.107,0,3.964,4.893,4.893,4.893,0.0,PASS
95613,Mf F/F Pro Blur Lse Pwd Trans,HOLD,3,0,0.107,0,3.964,2.893,2.893,2.893,0.0,PASS
198717,May Lifter Liner 003 Player,HOLD,2,0,0.107,0,3.964,1.893,1.893,1.893,0.0,PASS
195355,Q+A Collagen Booster Srm 15Ml,HOLD,4,0,0.107,0,3.964,3.893,3.893,3.893,0.0,PASS
189277,Frank Hydrate Body Wash 360Ml,HOLD,2,0,0.107,0,3.964,1.893,1.893,1.893,0.0,PASS
585463,Burberry London Men Edt 100Ml,HOLD,1,0,0.107,0,3.964,0.893,0.893,0.893,0.0,PASS
196198,Hf P/Grow Intens Spr 150Ml,HOLD,2,0,0.107,0,3.964,1.893,1.893,1.893,0.0,PASS
192068,Q+A Sa Lotion 250Ml,HOLD,1,0,0.107,0,3.964,0.893,0.893,0.893,0.0,PASS
50658,Lor Excel 4 Dark Brown,HOLD,1,0,0.107,0,3.964,0.893,0.893,0.893,0.0,PASS
196026,Essano Exp H&S C&D Spr 200Ml,HOLD,1,0,0.107,0,3.964,0.893,0.893,0.893,0.0,PASS
32752,Loreal Age Perf Gl/Day Spf50Ml,HOLD,2,0,0.105,0,3.876,1.895,1.895,1.895,0.0,PASS
93994,May Face Lift Stix 70 Nu Int,HOLD,3,0,0.104,0,3.844,2.896,2.896,2.896,0.0,PASS
94006,May Ss Teddy 10 Currentmood As,HOLD,1,0,0.104,0,3.844,0.896,0.896,0.896,0.0,PASS
93990,May Face Lift Stix 30 Nu Int,HOLD,1,0,0.104,0,3.844,0.896,0.896,0.896,0.0,PASS
192177,Ogx Xs C/Nut M/Oil Mask 300Ml,HOLD,1,0,0.104,0,3.844,0.896,0.896,0.896,0.0,PASS
44021,Avene Dermabsolu Serum 30Ml,HOLD,3,0,0.102,0,3.775,2.898,2.898,2.898,0.0,PASS
192998,Rim Lasting Matte Ls 810,HOLD,3,0,0.102,0,3.775,2.898,2.898,2.898,0.0,PASS
39410,May Fs Cbrnz Pwd 200 Med Co,HOLD,3,0,0.102,0,3.775,2.898,2.898,2.898,0.0,PASS
191317,Essano Vol Growth Cd 600Ml,HOLD,1,0,0.102,0,3.775,0.898,0.898,0.898,0.0,PASS
195099,Olay Reg Ret24 Max Serum 30Ml,HOLD,2,0,0.101,0,3.744,1.899,1.899,1.899,0.0,PASS
70391,Npmu Tisi Brow Ms Brun,HOLD,6,0,0.101,0,3.731,5.899,5.899,5.899,0.0,PASS
1228,May Fit Me Mte Pore Fdn C Ivry,HOLD,2,0,0.101,0,3.731,1.899,1.899,1.899,0.0,PASS
198933,Illi Boob Tape X/W Clear 5M,HOLD,4,0,0.1,0,3.7,3.9,3.9,3.9,0.0,PASS
50395,Dv Eh Intense Moist Lotion 1L,HOLD,2,0,0.1,0,3.7,1.9,1.9,1.9,0.0,PASS
30536,May Ss Matte Ink Dreamer,HOLD,6,0,0.099,0,3.678,5.901,5.901,5.901,0.0,PASS
189249,May Inst Perfect Glow Fair/Lt,HOLD,1,0,0.099,0,3.678,0.901,0.901,0.901,0.0,PASS
60548,Antip Baptise Water Gel 60Ml,HOLD,5,0,0.099,0,3.678,4.901,4.901,4.901,0.0,PASS
24419,May Fm Mpore Fdn 112Natural Iv,HOLD,1,0,0.099,0,3.678,0.901,0.901,0.901,0.0,PASS
24423,May Fm Mpore Fdn 125 Nudebeige,HOLD,1,0,0.099,0,3.678,0.901,0.901,0.901,0.0,PASS
66823,Olay Regen Ult/R Hyd Crm Frag,HOLD,2,0,0.099,0,3.678,1.901,1.901,1.901,0.0,PASS
89061,May Ss Teddy Tint Keep It Cozy,HOLD,3,0,0.099,0,3.659,2.901,2.901,2.901,0.0,PASS
60843,Rim Lst Fin Ll Tiramisu 725,HOLD,4,0,0.098,0,3.634,3.902,3.902,3.902,0.0,PASS
195402,Npmu Vivid Mech Its Giving,HOLD,2,0,0.098,0,3.634,1.902,1.902,1.902,0.0,PASS
47657,Rim Last Rad Concealer 030,HOLD,1,0,0.098,0,3.634,0.902,0.902,0.902,0.0,PASS
191178,May Superstay Glow Tint 31,HOLD,2,0,0.097,0,3.604,1.903,1.903,1.903,0.0,PASS
520924,May L/S Superstay Blush On,HOLD,3,0,0.097,0,3.604,2.903,2.903,2.903,0.0,PASS
322083,Olay Regen M/Sculpt Serum 50Ml,HOLD,1,0,0.097,0,3.587,0.903,0.903,0.903,0.0,PASS
385301,Olay Regen M/Sculpt M/Crm 50Ml,HOLD,1,0,0.097,0,3.587,0.903,0.903,0.903,0.0,PASS
68558,Jojoba Transform Eye Serum 15M,HOLD,2,0,0.095,0,3.524,1.905,1.905,1.905,0.0,PASS
94277,Bioderma Atoderm Shower Gel 1L,HOLD,6,0,0.095,0,3.524,5.905,5.905,5.905,0.0,PASS
199406,Tbh Jumbo Patches 15Pk,HOLD,6,0,0.095,0,3.524,5.905,5.905,5.905,0.0,PASS
184837,Hey Bud Gel Moisturiser 50Ml,HOLD,2,0,0.095,0,3.524,1.905,1.905,1.905,0.0,PASS
653594,Lrp Redermic C Normal 40Ml,HOLD,4,0,0.095,0,3.524,3.905,3.905,3.905,0.0,PASS
88730,Daily Brighten Day Cream 100Ml,HOLD,2,0,0.095,0,3.524,1.905,1.905,1.905,0.0,PASS
55498,Cetaphil Gntl Foam Clnsr 236Ml,HOLD,2,0,0.095,0,3.524,1.905,1.905,1.905,0.0,PASS
63361,Avene Cleanance Clns Gel 200Ml,HOLD,7,0,0.095,0,3.524,6.905,6.905,6.905,0.0,PASS
61549,Lrp Eff Micellar Wtr Ult 400Ml,HOLD,4,0,0.095,0,3.524,3.905,3.905,3.905,0.0,PASS
199848,Lrp Efclr Duo+M Med 40Ml,HOLD,3,0,0.095,0,3.524,2.905,2.905,2.905,0.0,PASS
271527,Aveeno D/Moist Body Wash 532Ml,HOLD,3,0,0.095,0,3.524,2.905,2.905,2.905,0.0,PASS
40357,Mpc My Perfect Facial,HOLD,2,0,0.095,0,3.524,1.905,1.905,1.905,0.0,PASS
38436,Moogoo Zinc Sunscrn Spf40 120G,HOLD,2,0,0.095,0,3.524,1.905,1.905,1.905,0.0,PASS
186525,Bondi Gradual Illum 150Ml,HOLD,5,0,0.095,0,3.524,4.905,4.905,4.905,0.0,PASS
385395,Cetaphil Acne Wash 236Ml,HOLD,4,0,0.095,0,3.524,3.905,3.905,3.905,0.0,PASS
55649,May Ss Matte Ink Pnks Revoltin,HOLD,1,0,0.095,0,3.524,0.905,0.905,0.905,0.0,PASS
67325,B/Lab 2D H/Hydro Boost 30Ml,HOLD,6,0,0.095,0,3.524,5.905,5.905,5.905,0.0,PASS
57420,Weleda Skin Food 30Ml,HOLD,4,0,0.095,0,3.524,3.905,3.905,3.905,0.0,PASS
62226,Esi Expressie 2Ndhand 1St Love,HOLD,1,0,0.095,0,3.524,0.905,0.905,0.905,0.0,PASS
199849,Lrp Efclr Duo+M Lght 40Ml,HOLD,18,0,0.095,0,3.524,17.905,17.905,17.905,0.0,PASS
198733,May Sst Lumi Matte Fnd 128,HOLD,2,0,0.095,0,3.524,1.905,1.905,1.905,0.0,PASS
638437,Bondi Sands Dark Foam 200Ml,HOLD,4,0,0.095,0,3.524,3.905,3.905,3.905,0.0,PASS
195087,Hl Tokyo Aa Hyd Crm 50Ml,HOLD,2,0,0.095,0,3.524,1.905,1.905,1.905,0.0,PASS
190244,Vagisil Soothe Oatmeal Crm 30G,HOLD,5,0,0.095,0,3.524,4.905,4.905,4.905,0.0,PASS
38423,Moogoo Milk Udder Crm 120G,HOLD,5,0,0.095,0,3.524,4.905,4.905,4.905,0.0,PASS
199329,Bondi Emerald Tech Face 50Ml,HOLD,1,0,0.095,0,3.524,0.905,0.905,0.905,0.0,PASS
31528,Mf 2000 Calorie Wp Volume,HOLD,2,0,0.095,0,3.524,1.905,1.905,1.905,0.0,PASS
73524,Mf Mastrpce Masc Wp Black,HOLD,1,0,0.095,0,3.524,0.905,0.905,0.905,0.0,PASS
93850,Sundae Garden Party Bmist 90Ml,HOLD,1,0,0.095,0,3.524,0.905,0.905,0.905,0.0,PASS
94713,Rim 60 Sec S/S Np Cameo Rose,HOLD,1,0,0.095,0,3.524,0.905,0.905,0.905,0.0,PASS
93849,Sundae Soft Serve Bmist 90Ml,HOLD,5,0,0.095,0,3.524,4.905,4.905,4.905,0.0,PASS
94038,No7 L&L Trp Action Srm 50Ml,HOLD,1,0,0.095,0,3.524,0.905,0.905,0.905,0.0,PASS
188832,B/Lab Repair Srm 30Ml,HOLD,1,0,0.095,0,3.524,0.905,0.905,0.905,0.0,PASS
199044,C/C U/Sens Kids 50+ 150Ml,HOLD,2,0,0.095,0,3.524,1.905,1.905,1.905,0.0,PASS
94870,Essano Vit C Moist 50Ml,HOLD,2,0,0.095,0,3.524,1.905,1.905,1.905,0.0,PASS
188738,Hada Labo Tokyo Water Srm 30Ml,HOLD,2,0,0.095,0,3.524,1.905,1.905,1.905,0.0,PASS
188831,B/Lab Jojoba Face Oil 30Ml,HOLD,1,0,0.095,0,3.524,0.905,0.905,0.905,0.0,PASS
91456,Aveeno Dmg Rep+ A/Oil Cd 354Ml,HOLD,2,0,0.095,0,3.524,1.905,1.905,1.905,0.0,PASS
50654,Lor Excel 6 Light Brown,HOLD,1,0,0.095,0,3.524,0.905,0.905,0.905,0.0,PASS
94282,Aveeno Daily Mst Cream 400G,HOLD,2,0,0.095,0,3.524,1.905,1.905,1.905,0.0,PASS
43903,Clairol Ni 5W Med Warm Brown,HOLD,1,0,0.095,0,3.524,0.905,0.905,0.905,0.0,PASS
190139,Essano Bond Repair Sp 600Ml,HOLD,2,0,0.095,0,3.524,1.905,1.905,1.905,0.0,PASS
15151,Vagisil Int/W Ph Balance 240Ml,HOLD,2,0,0.095,0,3.524,1.905,1.905,1.905,0.0,PASS
67914,Neut H/Boost Hyl/Acid Serum 30,HOLD,2,0,0.095,0,3.524,1.905,1.905,1.905,0.0,PASS
192182,Antip Bio-Ret Serum 30Ml,HOLD,2,0,0.093,0,3.447,1.907,1.907,1.907,0.0,PASS
195420,Npmu Pro Fix Stick Fair,HOLD,2,0,0.092,0,3.42,1.908,1.908,1.908,0.0,PASS
46883,May Fit Me Concealer Hazelnut,HOLD,1,0,0.092,0,3.42,0.908,0.908,0.908,0.0,PASS
199753,Rim Oh My Gloss Lipoil Viv Red,HOLD,4,0,0.092,0,3.398,3.908,3.908,3.908,0.0,PASS
72603,Mf False Lash Effect Xxl Masc,HOLD,3,0,0.092,0,3.398,2.908,2.908,2.908,0.0,PASS
66822,Olay Regen Coll P24 Eye Crm,HOLD,1,0,0.092,0,3.398,0.908,0.908,0.908,0.0,PASS
188953,Loreal Age Perf Spf15 Day 50Ml,HOLD,2,0,0.092,0,3.398,1.908,1.908,1.908,0.0,PASS
47723,Olay Whips Regenerist Uv 50G,HOLD,4,0,0.091,0,3.383,3.909,3.909,3.909,0.0,PASS
196003,May Build A Brow 255 Soft,HOLD,3,0,0.091,0,3.363,2.909,2.909,2.909,0.0,PASS
94009,May Ss Teddy 95 Buffed Out,HOLD,2,0,0.091,0,3.363,1.909,1.909,1.909,0.0,PASS
94010,May Ss Teddy 100 Kittenheel,HOLD,3,0,0.091,0,3.363,2.909,2.909,2.909,0.0,PASS
746,Rim 60Sec N/P 210 Etheral,HOLD,3,0,0.091,0,3.363,2.909,2.909,2.909,0.0,PASS
71552,Mf Mp Nude Pal Capp Nudes 01,HOLD,3,0,0.091,0,3.363,2.909,2.909,2.909,0.0,PASS
65585,No7 P&P Eye Cream 15Ml,HOLD,1,0,0.091,0,3.363,0.909,0.909,0.909,0.0,PASS
192119,Olay Hyaluron Serum 30Ml,HOLD,3,0,0.09,0,3.339,2.91,2.91,2.91,0.0,PASS
75007,Bioderma A/Derm Sos Spray 200,HOLD,3,0,0.089,0,3.304,2.911,2.911,2.911,0.0,PASS
90167,Npmu Epic Ink El Vintage Baby,HOLD,3,0,0.089,0,3.304,2.911,2.911,2.911,0.0,PASS
7522,Rim Super Gel 21 New Rom,HOLD,1,0,0.089,0,3.304,0.911,0.911,0.911,0.0,PASS
191381,Mf Mstrpce Liquid El Black,HOLD,3,0,0.089,0,3.304,2.911,2.911,2.911,0.0,PASS
734,Rim 60Sec N/P 320 Rapid Ruby,HOLD,2,0,0.089,0,3.304,1.911,1.911,1.911,0.0,PASS
63631,Preference L Ultra Platinum 9L,HOLD,2,0,0.089,0,3.304,1.911,1.911,1.911,0.0,PASS
22926,Rim Bb Cream 002 Medium,HOLD,4,0,0.018,0,2.625,3.982,3.982,3.982,0.0,PASS
31554,Sukin P/Age Restor Nt Cr 120Ml,HOLD,1,0,0.088,0,3.252,0.912,0.912,0.912,0.0,PASS
668947,Esi Ne Blanc,HOLD,2,0,0.086,0,3.171,1.914,1.914,1.914,0.0,PASS
668863,Esi Ne Play Date,HOLD,5,0,0.086,0,3.171,4.914,4.914,4.914,0.0,PASS
521062,May L/S Superstay Cont Coral,HOLD,2,0,0.086,0,3.171,1.914,1.914,1.914,0.0,PASS
198730,May Sst Lumi Matte Fnd 118,HOLD,2,0,0.086,0,3.171,1.914,1.914,1.914,0.0,PASS
186519,Bondi Face Spf50+ Tinted 75Ml,HOLD,4,0,0.086,0,3.171,3.914,3.914,3.914,0.0,PASS
189356,Benzac Micro Eql Moist 50Ml,HOLD,2,0,0.086,0,3.171,1.914,1.914,1.914,0.0,PASS
24920,Olay T/Eff 7In1 Night Crm 50G,HOLD,2,0,0.086,0,3.171,1.914,1.914,1.914,0.0,PASS
92705,Rim Wndrbnd Lash Filler Black,HOLD,4,0,0.086,0,3.171,3.914,3.914,3.914,0.0,PASS
198934,Illi Boob Tape Clear 5M,HOLD,3,0,0.086,0,3.171,2.914,2.914,2.914,0.0,PASS
90519,Ogx Bond Pro Rep S/Serum 50Ml,HOLD,2,0,0.086,0,3.171,1.914,1.914,1.914,0.0,PASS
90523,Ogx Rosemary Mint Cond 385Ml,HOLD,2,0,0.086,0,3.171,1.914,1.914,1.914,0.0,PASS
679006,Loreal R/Lift Cream 50Ml,HOLD,2,0,0.086,0,3.171,1.914,1.914,1.914,0.0,PASS
199066,Npmu Btrmlt Blsh My Butta Half,HOLD,3,0,0.086,0,3.171,2.914,2.914,2.914,0.0,PASS
50354,Lor Excel 1 Black,HOLD,2,0,0.086,0,3.171,1.914,1.914,1.914,0.0,PASS
198944,Illi Total Coverage Kit,HOLD,4,0,0.086,0,3.171,3.914,3.914,3.914,0.0,PASS
668533,Esi Ne Mezmerised,HOLD,2,0,0.086,0,3.171,1.914,1.914,1.914,0.0,PASS
198939,Illi Sat Nipple Covrs Dark 5P,HOLD,7,0,0.086,0,3.171,6.914,6.914,6.914,0.0,PASS
371882,Ck Free For Men Edt 100Ml,HOLD,1,0,0.086,0,3.171,0.914,0.914,0.914,0.0,PASS
196552,No7 Hydra+ Eye Gel 15Ml,HOLD,2,0,0.086,0,3.171,1.914,1.914,1.914,0.0,PASS
192106,Essano Hyd+ Gel Clsnr 140Ml,HOLD,1,0,0.086,0,3.171,0.914,0.914,0.914,0.0,PASS
66919,Npmu Lip Ling Xxl 03 Xxpose Me,HOLD,1,0,0.084,0,3.109,0.916,0.916,0.916,0.0,PASS
192535,Le Tan C/Nut G/Tan Lot 250Ml,HOLD,3,0,0.083,0,3.083,2.917,2.917,2.917,0.0,PASS
229342,Rim P/Powder Sand Storm,HOLD,2,0,0.083,0,3.083,1.917,1.917,1.917,0.0,PASS
