regime_error_profile_key,stock_position_regime,sku_demand_regime,supplier_replenishment_regime,promo_convexity_regime,cash_efficiency_regime,customer_basket_trust_regime,release_ready_flag,promo_demand_source_quality,promo_start_soh_source_quality,row_count,actual_units_total,forecast_units_total,WAPE,bias_pct,MAE,RMSE,missed_demand_units,leftover_units,cash_tied_above_optimal,average_distance_to_optimal_before,average_distance_to_optimal_after,distance_to_optimal_improvement,release_ready_count,unsafe_count,constraint_block_count,unknown_soh_count,recommended_confidence_cap,candidate_count,segment_bias_control_status
OPTIMAL_LOW_VOLUME|INTERMITTENT_LOW_VOLUME|LONG_LEAD_COSMETICS|LOW_CONVEXITY|CAPITAL_EFFICIENT|BASKET_TRUST_STRONG|YES|HIGH|LOW,OPTIMAL_LOW_VOLUME,INTERMITTENT_LOW_VOLUME,LONG_LEAD_COSMETICS,LOW_CONVEXITY,CAPITAL_EFFICIENT,BASKET_TRUST_STRONG,YES,HIGH,LOW,4,4.0,10.212629,1.55315725,155.315725,1.55315725,1.5906319123190473,0.0,6.0,28.92,0.0,1.5,-1.5,4,0,0,0,5.0,0,BIAS_DANGEROUS_BLOCK
SEVERELY_OVERSTOCKED|STABLE_BASE_DEMAND|UNKNOWN_REPLENISHMENT|NORMAL|CASH_TIE_UP_RISK|BASKET_TRUST_STRONG|YES|HIGH|LOW,SEVERELY_OVERSTOCKED,STABLE_BASE_DEMAND,UNKNOWN_REPLENISHMENT,NORMAL,CASH_TIE_UP_RISK,BASKET_TRUST_STRONG,YES,HIGH,LOW,4,9.0,13.817020000000001,0.5560031111111111,53.52244444444446,1.251007,1.6509237335926517,0.0,23.788,114.65899999999999,8.197,5.947,2.25,4,0,4,0,5.0,0,BIAS_DANGEROUS_BLOCK
OPTIMAL|STABLE_BASE_DEMAND|UNKNOWN_REPLENISHMENT|LOW_CONVEXITY|CAPITAL_EFFICIENT|BASKET_TRUST_STRONG|NO|LOW|LOW,OPTIMAL,STABLE_BASE_DEMAND,UNKNOWN_REPLENISHMENT,LOW_CONVEXITY,CAPITAL_EFFICIENT,BASKET_TRUST_STRONG,NO,LOW,LOW,4,5.0,10.317192,1.1236936,106.34384000000001,1.404617,1.5924229947637971,0.0,0.0,0.0,0.9545000000000002,0.6685,0.286,0,0,0,0,5.0,0,BIAS_DANGEROUS_BLOCK
OVERSTOCKED|STABLE_BASE_DEMAND|UNKNOWN_REPLENISHMENT|HIGH_CONVEXITY|CASH_TIE_UP_RISK|BASKET_TRUST_STRONG|NO|UNSAFE|LOW,OVERSTOCKED,STABLE_BASE_DEMAND,UNKNOWN_REPLENISHMENT,HIGH_CONVEXITY,CASH_TIE_UP_RISK,BASKET_TRUST_STRONG,NO,UNSAFE,LOW,3,18.0,11.361318,0.3688156666666667,-36.881566666666664,2.2128940000000004,2.606489275719098,3.0,0.0,0.0,2.119,2.881,-0.762,0,3,3,0,5.0,0,BIAS_DANGEROUS_BLOCK
UNDERSTOCKED|STABLE_BASE_DEMAND|OVERNIGHT_REPLENISHMENT|NORMAL|CAPITAL_EFFICIENT|BASKET_TRUST_STRONG|YES|MEDIUM|LOW,UNDERSTOCKED,STABLE_BASE_DEMAND,OVERNIGHT_REPLENISHMENT,NORMAL,CAPITAL_EFFICIENT,BASKET_TRUST_STRONG,YES,MEDIUM,LOW,3,4.0,6.284354,0.5710885,57.10885000000001,0.7614513333333334,0.9024348635903497,0.0,0.0,0.0,3.0556666666666668,0.7223333333333333,2.3333333333333335,3,0,0,0,5.0,0,BIAS_DANGEROUS_BLOCK
UNDERSTOCKED|INTERMITTENT_LOW_VOLUME|LONG_LEAD_COSMETICS|HIGH_CONVEXITY|CASH_TIE_UP_RISK|BASKET_TRUST_STRONG|YES|HIGH|LOW,UNDERSTOCKED,INTERMITTENT_LOW_VOLUME,LONG_LEAD_COSMETICS,HIGH_CONVEXITY,CASH_TIE_UP_RISK,BASKET_TRUST_STRONG,YES,HIGH,LOW,3,3.0,15.238954999999999,4.079651666666666,407.9651666666666,4.079651666666666,4.106594135940593,0.0,10.0,48.2,2.0,3.3333333333333335,-1.3333333333333333,3,0,0,0,5.0,0,BIAS_DANGEROUS_BLOCK
UNDERSTOCKED|INTERMITTENT_LOW_VOLUME|LONG_LEAD_COSMETICS|NORMAL|CAPITAL_EFFICIENT|BASKET_TRUST_STRONG|NO|LOW|LOW,UNDERSTOCKED,INTERMITTENT_LOW_VOLUME,LONG_LEAD_COSMETICS,NORMAL,CAPITAL_EFFICIENT,BASKET_TRUST_STRONG,NO,LOW,LOW,3,3.0,4.869975,0.6233249999999999,62.3325,0.6233249999999999,0.6233249999999999,0.0,0.0,0.0,2.0,0.0,2.0,0,0,0,0,5.0,0,BIAS_DANGEROUS_BLOCK
OVERSTOCKED|STABLE_BASE_DEMAND|OVERNIGHT_REPLENISHMENT|NORMAL|CASH_TIE_UP_RISK|BASKET_TRUST_STRONG|NO|HIGH|LOW,OVERSTOCKED,STABLE_BASE_DEMAND,OVERNIGHT_REPLENISHMENT,NORMAL,CASH_TIE_UP_RISK,BASKET_TRUST_STRONG,NO,HIGH,LOW,3,11.0,5.6639349999999995,0.4850968181818182,-48.50968181818182,1.7786883333333334,1.8052337889327061,1.0,0.0,0.0,1.0990000000000002,2.2343333333333333,-1.1353333333333333,0,0,3,0,5.0,0,BIAS_DANGEROUS_BLOCK
OVERSTOCKED|STABLE_BASE_DEMAND|UNKNOWN_REPLENISHMENT|NORMAL|CASH_TIE_UP_RISK|BASKET_TRUST_STRONG|NO|HIGH|LOW,OVERSTOCKED,STABLE_BASE_DEMAND,UNKNOWN_REPLENISHMENT,NORMAL,CASH_TIE_UP_RISK,BASKET_TRUST_STRONG,NO,HIGH,LOW,3,50.0,13.472249999999999,0.730555,-73.0555,12.175916666666666,17.739750890305253,23.0,0.0,0.0,3.7616666666666667,5.238333333333333,-1.4766666666666666,0,0,3,0,5.0,0,BIAS_DANGEROUS_BLOCK
UNDERSTOCKED|INTERMITTENT_LOW_VOLUME|OVERNIGHT_REPLENISHMENT|NORMAL|CAPITAL_EFFICIENT|BASKET_TRUST_STRONG|NO|LOW|LOW,UNDERSTOCKED,INTERMITTENT_LOW_VOLUME,OVERNIGHT_REPLENISHMENT,NORMAL,CAPITAL_EFFICIENT,BASKET_TRUST_STRONG,NO,LOW,LOW,3,3.0,4.635216,0.8437953333333331,54.50719999999999,0.8437953333333331,0.9817656569409355,0.0,0.0,0.0,2.0,0.5173333333333333,1.4826666666666668,0,0,0,0,5.0,0,BIAS_DANGEROUS_BLOCK
UNDERSTOCKED|INTERMITTENT_LOW_VOLUME|OVERNIGHT_REPLENISHMENT|HIGH_CONVEXITY|CASH_TIE_UP_RISK|BASKET_TRUST_STRONG|YES|HIGH|LOW,UNDERSTOCKED,INTERMITTENT_LOW_VOLUME,OVERNIGHT_REPLENISHMENT,HIGH_CONVEXITY,CASH_TIE_UP_RISK,BASKET_TRUST_STRONG,YES,HIGH,LOW,3,3.0,13.815000000000001,3.6050000000000004,360.50000000000006,3.6050000000000004,3.626620901978406,0.0,9.0,43.38,2.0,3.0,-1.0,3,0,0,0,5.0,0,BIAS_DANGEROUS_BLOCK
OVERSTOCKED|STABLE_BASE_DEMAND|OVERNIGHT_REPLENISHMENT|LOW_CONVEXITY|CAPITAL_EFFICIENT|BASKET_TRUST_STRONG|YES|HIGH|LOW,OVERSTOCKED,STABLE_BASE_DEMAND,OVERNIGHT_REPLENISHMENT,LOW_CONVEXITY,CAPITAL_EFFICIENT,BASKET_TRUST_STRONG,YES,HIGH,LOW,3,4.0,5.784588000000001,0.44614700000000007,44.61470000000003,0.5948626666666668,0.6464582541778447,0.0,2.142,10.324,1.8926666666666667,0.8686666666666666,1.024,3,0,3,0,5.0,0,BIAS_DANGEROUS_BLOCK
UNDERSTOCKED|STABLE_BASE_DEMAND|OVERNIGHT_REPLENISHMENT|LOW_CONVEXITY|CASH_TIE_UP_RISK|BASKET_TRUST_STRONG|NO|HIGH|LOW,UNDERSTOCKED,STABLE_BASE_DEMAND,OVERNIGHT_REPLENISHMENT,LOW_CONVEXITY,CASH_TIE_UP_RISK,BASKET_TRUST_STRONG,NO,HIGH,LOW,3,10.0,10.484087,0.28509130000000005,4.840870000000006,0.9503043333333335,1.104347082906004,0.0,0.0,0.0,5.095,2.7616666666666667,2.3333333333333335,0,0,0,0,27.0,0,BIAS_CONTROLLED
UNDERSTOCKED|INTERMITTENT_LOW_VOLUME|OVERNIGHT_REPLENISHMENT|LOW_CONVEXITY|CASH_TIE_UP_RISK|BASKET_TRUST_STRONG|YES|HIGH|LOW,UNDERSTOCKED,INTERMITTENT_LOW_VOLUME,OVERNIGHT_REPLENISHMENT,LOW_CONVEXITY,CASH_TIE_UP_RISK,BASKET_TRUST_STRONG,YES,HIGH,LOW,3,3.0,10.5,2.5,250.0,2.5,2.5,0.0,9.0,43.38,2.0,3.0,-1.0,3,0,0,0,5.0,0,BIAS_DANGEROUS_BLOCK
OVERSTOCKED|STABLE_BASE_DEMAND|UNKNOWN_REPLENISHMENT|NORMAL|CASH_TIE_UP_RISK|BASKET_TRUST_STRONG|YES|HIGH|LOW,OVERSTOCKED,STABLE_BASE_DEMAND,UNKNOWN_REPLENISHMENT,NORMAL,CASH_TIE_UP_RISK,BASKET_TRUST_STRONG,YES,HIGH,LOW,3,9.0,12.955265,0.45526855555555557,43.947388888888895,1.3658056666666667,2.1670715258016595,0.0,0.0,0.0,1.5796666666666666,2.667666666666667,-1.088,3,0,3,0,5.0,0,BIAS_DANGEROUS_BLOCK
OPTIMAL|STABLE_BASE_DEMAND|OVERNIGHT_REPLENISHMENT|LOW_CONVEXITY|CASH_TIE_UP_RISK|BASKET_TRUST_STRONG|YES|HIGH|LOW,OPTIMAL,STABLE_BASE_DEMAND,OVERNIGHT_REPLENISHMENT,LOW_CONVEXITY,CASH_TIE_UP_RISK,BASKET_TRUST_STRONG,YES,HIGH,LOW,3,10.0,6.430846,0.42438159999999997,-35.691539999999996,1.4146053333333333,1.774199949900236,0.0,0.0,0.0,0.6556666666666667,3.529,-2.8733333333333335,3,0,0,0,5.0,0,BIAS_DANGEROUS_BLOCK
OVERSTOCKED|STABLE_BASE_DEMAND|LONG_LEAD_COSMETICS|NORMAL|CASH_TIE_UP_RISK|BASKET_TRUST_STRONG|YES|HIGH|LOW,OVERSTOCKED,STABLE_BASE_DEMAND,LONG_LEAD_COSMETICS,NORMAL,CASH_TIE_UP_RISK,BASKET_TRUST_STRONG,YES,HIGH,LOW,3,30.0,32.806335,0.15444769999999994,9.354449999999991,1.5444769999999994,2.1391104032400166,0.0,4.571,22.032,8.039333333333333,5.008,3.031333333333333,3,0,3,0,15.0,0,BIAS_CONTROLLED
OVERSTOCKED|STABLE_BASE_DEMAND|LONG_LEAD_COSMETICS|NORMAL|CASH_TIE_UP_RISK|BASKET_TRUST_STRONG|NO|HIGH|LOW,OVERSTOCKED,STABLE_BASE_DEMAND,LONG_LEAD_COSMETICS,NORMAL,CASH_TIE_UP_RISK,BASKET_TRUST_STRONG,NO,HIGH,LOW,3,12.0,7.967147000000001,0.33607108333333335,-33.60710833333333,1.3442843333333334,1.3466591804765105,1.0,0.0,0.0,1.0476666666666667,2.619,-1.5713333333333335,0,0,3,0,5.0,0,BIAS_DANGEROUS_BLOCK
OPTIMAL|STABLE_BASE_DEMAND|OVERNIGHT_REPLENISHMENT|NORMAL|CAPITAL_EFFICIENT|BASKET_TRUST_STRONG|YES|HIGH|LOW,OPTIMAL,STABLE_BASE_DEMAND,OVERNIGHT_REPLENISHMENT,NORMAL,CAPITAL_EFFICIENT,BASKET_TRUST_STRONG,YES,HIGH,LOW,3,4.0,10.526191,1.6315477500000002,163.15477500000003,2.1753970000000002,2.40299175042966,0.0,1.071,5.162,0.6876666666666664,0.6936666666666667,-0.005999999999999999,3,0,0,0,5.0,0,BIAS_DANGEROUS_BLOCK
OPTIMAL|STABLE_BASE_DEMAND|UNKNOWN_REPLENISHMENT|HIGH_CONVEXITY|CAPITAL_EFFICIENT|BASKET_TRUST_STRONG|NO|HIGH|LOW,OPTIMAL,STABLE_BASE_DEMAND,UNKNOWN_REPLENISHMENT,HIGH_CONVEXITY,CAPITAL_EFFICIENT,BASKET_TRUST_STRONG,NO,HIGH,LOW,3,13.0,15.515365,0.20964423076923078,19.34896153846153,0.9084583333333334,1.5081151135247162,0.0,0.239,1.152,0.5063333333333334,0.999,-0.49266666666666664,0,0,0,0,12.0,0,BIAS_CONTROLLED
UNDERSTOCKED|INTERMITTENT_LOW_VOLUME|UNKNOWN_REPLENISHMENT|NORMAL|CAPITAL_EFFICIENT|BASKET_TRUST_STRONG|NO|LOW|LOW,UNDERSTOCKED,INTERMITTENT_LOW_VOLUME,UNKNOWN_REPLENISHMENT,NORMAL,CAPITAL_EFFICIENT,BASKET_TRUST_STRONG,NO,LOW,LOW,3,5.0,4.497538,0.3212584,-10.049240000000008,0.5354306666666667,0.5394380791508883,0.0,0.0,0.0,2.0,0.6666666666666666,1.3333333333333333,0,0,0,0,17.0,0,BIAS_CONTROLLED
OVERSTOCKED|INTERMITTENT_LOW_VOLUME|OVERNIGHT_REPLENISHMENT|LOW_CONVEXITY|CAPITAL_EFFICIENT|BASKET_TRUST_STRONG|YES|HIGH|LOW,OVERSTOCKED,INTERMITTENT_LOW_VOLUME,OVERNIGHT_REPLENISHMENT,LOW_CONVEXITY,CAPITAL_EFFICIENT,BASKET_TRUST_STRONG,YES,HIGH,LOW,3,4.0,7.535682,0.8839205,88.39205000000001,1.1785606666666666,1.4139511373186369,0.0,0.0,0.0,1.0,0.3333333333333333,0.6666666666666666,3,0,3,0,5.0,0,BIAS_DANGEROUS_BLOCK
OVERSTOCKED|INTERMITTENT_LOW_VOLUME|OVERNIGHT_REPLENISHMENT|LOW_CONVEXITY|CAPITAL_EFFICIENT|BASKET_TRUST_STRONG|NO|UNSAFE|LOW,OVERSTOCKED,INTERMITTENT_LOW_VOLUME,OVERNIGHT_REPLENISHMENT,LOW_CONVEXITY,CAPITAL_EFFICIENT,BASKET_TRUST_STRONG,NO,UNSAFE,LOW,3,6.0,3.842251,0.45457583333333335,-35.96248333333333,0.9091516666666667,1.415046785682721,1.0,0.868,4.184,1.0,1.2893333333333332,-0.28933333333333333,0,3,3,0,5.0,0,BIAS_DANGEROUS_BLOCK
OPTIMAL|STABLE_BASE_DEMAND|UNKNOWN_REPLENISHMENT|LOW_CONVEXITY|CASH_TIE_UP_RISK|BASKET_TRUST_STRONG|NO|LOW|LOW,OPTIMAL,STABLE_BASE_DEMAND,UNKNOWN_REPLENISHMENT,LOW_CONVEXITY,CASH_TIE_UP_RISK,BASKET_TRUST_STRONG,NO,LOW,LOW,3,12.0,8.180151,0.3378615833333333,-31.832075,1.3514463333333333,1.836746840339644,0.0,0.0,0.0,0.42900000000000027,3.762333333333333,-3.3333333333333335,0,0,0,0,5.0,0,BIAS_DANGEROUS_BLOCK
OPTIMAL|STABLE_BASE_DEMAND|UNKNOWN_REPLENISHMENT|NORMAL|CAPITAL_EFFICIENT|BASKET_TRUST_STRONG|NO|LOW|LOW,OPTIMAL,STABLE_BASE_DEMAND,UNKNOWN_REPLENISHMENT,NORMAL,CAPITAL_EFFICIENT,BASKET_TRUST_STRONG,NO,LOW,LOW,3,3.0,9.837562,2.2791873333333332,227.91873333333334,2.2791873333333332,2.5943899234209185,0.0,0.572,2.7569999999999997,0.5243333333333334,0.2383333333333333,0.286,0,0,0,0,5.0,0,BIAS_DANGEROUS_BLOCK
OPTIMAL|STABLE_BASE_DEMAND|LONG_LEAD_COSMETICS|NORMAL|CAPITAL_EFFICIENT|BASKET_TRUST_STRONG|YES|MEDIUM|LOW,OPTIMAL,STABLE_BASE_DEMAND,LONG_LEAD_COSMETICS,NORMAL,CAPITAL_EFFICIENT,BASKET_TRUST_STRONG,YES,MEDIUM,LOW,3,3.0,6.956028,1.318676,131.86759999999998,1.318676,1.467114951079385,0.0,0.42999999999999994,2.073,0.40500000000000025,0.26233333333333336,0.14266666666666666,3,0,0,0,5.0,0,BIAS_DANGEROUS_BLOCK
OVERSTOCKED|STABLE_BASE_DEMAND|LONG_LEAD_COSMETICS|LOW_CONVEXITY|CASH_TIE_UP_RISK|BASKET_TRUST_STRONG|NO|HIGH|LOW,OVERSTOCKED,STABLE_BASE_DEMAND,LONG_LEAD_COSMETICS,LOW_CONVEXITY,CASH_TIE_UP_RISK,BASKET_TRUST_STRONG,NO,HIGH,LOW,3,71.0,27.400392000000004,0.614078985915493,-61.40789859154929,14.533202666666668,19.274612790430925,20.0,0.0,0.0,4.717999999999999,12.282000000000002,-7.564,0,0,3,0,5.0,0,BIAS_DANGEROUS_BLOCK
SEVERELY_OVERSTOCKED|STABLE_BASE_DEMAND|OVERNIGHT_REPLENISHMENT|LOW_CONVEXITY|CASH_TIE_UP_RISK|BASKET_TRUST_STRONG|NO|UNSAFE|LOW,SEVERELY_OVERSTOCKED,STABLE_BASE_DEMAND,OVERNIGHT_REPLENISHMENT,LOW_CONVEXITY,CASH_TIE_UP_RISK,BASKET_TRUST_STRONG,NO,UNSAFE,LOW,3,1.0,2.3289519999999997,1.328952,132.89519999999996,0.442984,0.6265442216752674,0.0,12.047,58.067,5.238,4.015666666666667,1.2223333333333333,0,3,3,0,5.0,0,BIAS_DANGEROUS_BLOCK
SEVERELY_OVERSTOCKED|INTERMITTENT_LOW_VOLUME|UNKNOWN_REPLENISHMENT|LOW_CONVEXITY|CASH_TIE_UP_RISK|BASKET_TRUST_STRONG|NO|LOW|LOW,SEVERELY_OVERSTOCKED,INTERMITTENT_LOW_VOLUME,UNKNOWN_REPLENISHMENT,LOW_CONVEXITY,CASH_TIE_UP_RISK,BASKET_TRUST_STRONG,NO,LOW,LOW,3,3.0,5.804139,0.934713,93.4713,0.934713,0.9405961925096585,0.0,15.0,72.30000000000001,6.0,5.0,1.0,0,0,3,0,5.0,0,BIAS_DANGEROUS_BLOCK
SEVERELY_OVERSTOCKED|INTERMITTENT_LOW_VOLUME|OVERNIGHT_REPLENISHMENT|HIGH_CONVEXITY|CASH_TIE_UP_RISK|BASKET_TRUST_STRONG|NO|UNSAFE|LOW,SEVERELY_OVERSTOCKED,INTERMITTENT_LOW_VOLUME,OVERNIGHT_REPLENISHMENT,HIGH_CONVEXITY,CASH_TIE_UP_RISK,BASKET_TRUST_STRONG,NO,UNSAFE,LOW,3,4.0,7.085756,0.771439,77.1439,1.0285853333333332,1.120521334645322,0.0,13.0,62.660000000000004,5.666666666666667,4.333333333333333,1.3333333333333333,0,3,3,0,5.0,0,BIAS_DANGEROUS_BLOCK
SEVERELY_OVERSTOCKED|STABLE_BASE_DEMAND|UNKNOWN_REPLENISHMENT|HIGH_CONVEXITY|CASH_TIE_UP_RISK|BASKET_TRUST_STRONG|NO|HIGH|LOW,SEVERELY_OVERSTOCKED,STABLE_BASE_DEMAND,UNKNOWN_REPLENISHMENT,HIGH_CONVEXITY,CASH_TIE_UP_RISK,BASKET_TRUST_STRONG,NO,HIGH,LOW,3,54.0,35.343309,0.3454942777777778,-34.54942777777778,6.218897000000001,6.498566011038667,3.0,0.0,0.0,11.214333333333334,5.785666666666667,5.428666666666667,0,0,3,0,5.0,0,BIAS_DANGEROUS_BLOCK
OPTIMAL_LOW_VOLUME|INTERMITTENT_LOW_VOLUME|UNKNOWN_REPLENISHMENT|HIGH_CONVEXITY|CAPITAL_EFFICIENT|BASKET_TRUST_STRONG|NO|HIGH|LOW,OPTIMAL_LOW_VOLUME,INTERMITTENT_LOW_VOLUME,UNKNOWN_REPLENISHMENT,HIGH_CONVEXITY,CAPITAL_EFFICIENT,BASKET_TRUST_STRONG,NO,HIGH,LOW,3,6.0,5.84578,0.138147,-2.570333333333326,0.276294,0.28039739019589077,0.0,0.0,0.0,0.0,0.6666666666666666,-0.6666666666666666,0,0,0,0,35.0,0,BIAS_CONTROLLED
OPTIMAL|STABLE_BASE_DEMAND|LONG_LEAD_COSMETICS|HIGH_CONVEXITY|CASH_TIE_UP_RISK|BASKET_TRUST_STRONG|NO|UNSAFE|LOW,OPTIMAL,STABLE_BASE_DEMAND,LONG_LEAD_COSMETICS,HIGH_CONVEXITY,CASH_TIE_UP_RISK,BASKET_TRUST_STRONG,NO,UNSAFE,LOW,3,11.0,6.608954,0.39918600000000004,-39.918600000000005,1.4636820000000001,1.4714601576957496,0.0,0.0,0.0,0.3093333333333333,2.3093333333333335,-2.0,0,3,3,0,5.0,0,BIAS_DANGEROUS_BLOCK
SEVERELY_OVERSTOCKED|INTERMITTENT_LOW_VOLUME|LONG_LEAD_COSMETICS|HIGH_CONVEXITY|CASH_TIE_UP_RISK|BASKET_TRUST_STRONG|YES|HIGH|LOW,SEVERELY_OVERSTOCKED,INTERMITTENT_LOW_VOLUME,LONG_LEAD_COSMETICS,HIGH_CONVEXITY,CASH_TIE_UP_RISK,BASKET_TRUST_STRONG,YES,HIGH,LOW,3,6.0,7.534483,0.4459215,25.574716666666664,0.891843,0.9225220864960362,0.0,12.0,57.84,6.0,4.0,2.0,3,0,3,0,5.0,0,BIAS_MODERATE_REVIEW
SEVERELY_OVERSTOCKED|STABLE_BASE_DEMAND|OVERNIGHT_REPLENISHMENT|LOW_CONVEXITY|CAPITAL_EFFICIENT|BASKET_TRUST_STRONG|NO|UNSAFE|LOW,SEVERELY_OVERSTOCKED,STABLE_BASE_DEMAND,OVERNIGHT_REPLENISHMENT,LOW_CONVEXITY,CAPITAL_EFFICIENT,BASKET_TRUST_STRONG,NO,UNSAFE,LOW,3,14.0,3.797938,0.7287187142857142,-72.87187142857142,3.4006873333333334,4.742585319662754,0.0,2.054,9.901,5.03,1.006,4.024,0,3,3,0,5.0,0,BIAS_DANGEROUS_BLOCK
SEVERELY_OVERSTOCKED|INTERMITTENT_LOW_VOLUME|OVERNIGHT_REPLENISHMENT|LOW_CONVEXITY|CAPITAL_EFFICIENT|BASKET_TRUST_RISK|NO|UNSAFE|LOW,SEVERELY_OVERSTOCKED,INTERMITTENT_LOW_VOLUME,OVERNIGHT_REPLENISHMENT,LOW_CONVEXITY,CAPITAL_EFFICIENT,BASKET_TRUST_RISK,NO,UNSAFE,LOW,2,11.0,2.8538229999999998,0.7405615454545454,-74.05615454545455,4.0730885,4.142345739405935,1.0,0.0,0.0,4.0,1.0,3.0,0,2,2,0,5.0,0,BIAS_DANGEROUS_BLOCK
OVERSTOCKED|STABLE_BASE_DEMAND|LONG_LEAD_COSMETICS|NORMAL|CAPITAL_EFFICIENT|BASKET_TRUST_STRONG|NO|LOW|LOW,OVERSTOCKED,STABLE_BASE_DEMAND,LONG_LEAD_COSMETICS,NORMAL,CAPITAL_EFFICIENT,BASKET_TRUST_STRONG,NO,LOW,LOW,2,3.0,4.383265,0.4610883333333333,46.10883333333333,0.6916325,0.7396492555505616,0.0,1.0,4.82,1.9285,0.5715,1.357,0,0,2,0,5.0,0,BIAS_DANGEROUS_BLOCK
OPTIMAL|STABLE_BASE_DEMAND|OVERNIGHT_REPLENISHMENT|NORMAL|CASH_TIE_UP_RISK|BASKET_TRUST_STRONG|YES|HIGH|LOW,OPTIMAL,STABLE_BASE_DEMAND,OVERNIGHT_REPLENISHMENT,NORMAL,CASH_TIE_UP_RISK,BASKET_TRUST_STRONG,YES,HIGH,LOW,2,9.0,6.7785139999999995,0.2468317777777778,-24.683177777777786,1.110743,1.1512014299178923,0.0,0.0,0.0,0.6190000000000002,3.6180000000000003,-2.999,2,0,0,0,12.0,0,BIAS_MODERATE_REVIEW
UNDERSTOCKED|STABLE_BASE_DEMAND|OVERNIGHT_REPLENISHMENT|HIGH_CONVEXITY|CASH_TIE_UP_RISK|BASKET_TRUST_STRONG|NO|UNSAFE|LOW,UNDERSTOCKED,STABLE_BASE_DEMAND,OVERNIGHT_REPLENISHMENT,HIGH_CONVEXITY,CASH_TIE_UP_RISK,BASKET_TRUST_STRONG,NO,UNSAFE,LOW,2,6.0,4.402089999999999,0.2663183333333334,-26.631833333333343,0.7989550000000001,0.8096971712004434,0.0,0.0,0.0,2.143,2.143,0.0,0,2,2,0,5.0,0,BIAS_DANGEROUS_BLOCK
UNDERSTOCKED|STABLE_BASE_DEMAND|OVERNIGHT_REPLENISHMENT|HIGH_CONVEXITY|CAPITAL_EFFICIENT|BASKET_TRUST_STRONG|NO|HIGH|LOW,UNDERSTOCKED,STABLE_BASE_DEMAND,OVERNIGHT_REPLENISHMENT,HIGH_CONVEXITY,CAPITAL_EFFICIENT,BASKET_TRUST_STRONG,NO,HIGH,LOW,2,6.0,6.091996,0.015332666666666661,1.5332666666666661,0.04599799999999998,0.04599799999999998,0.0,0.0,0.0,1.0895,1.0895000000000001,0.0,0,0,0,0,35.0,0,BIAS_CONTROLLED
UNDERSTOCKED|INTERMITTENT_LOW_VOLUME|UNKNOWN_REPLENISHMENT|LOW_CONVEXITY|CAPITAL_EFFICIENT|BASKET_TRUST_RISK|YES|HIGH|LOW,UNDERSTOCKED,INTERMITTENT_LOW_VOLUME,UNKNOWN_REPLENISHMENT,LOW_CONVEXITY,CAPITAL_EFFICIENT,BASKET_TRUST_RISK,YES,HIGH,LOW,2,2.0,5.718577,1.8592885,185.92884999999998,1.8592885,1.8601995336426949,0.0,4.0,19.28,2.0,2.0,0.0,2,0,0,0,5.0,0,BIAS_DANGEROUS_BLOCK
SEVERELY_OVERSTOCKED|STABLE_BASE_DEMAND|LONG_LEAD_COSMETICS|LOW_CONVEXITY|CAPITAL_EFFICIENT|BASKET_TRUST_STRONG|YES|HIGH|LOW,SEVERELY_OVERSTOCKED,STABLE_BASE_DEMAND,LONG_LEAD_COSMETICS,LOW_CONVEXITY,CAPITAL_EFFICIENT,BASKET_TRUST_STRONG,YES,HIGH,LOW,2,6.0,3.381026,0.43649566666666667,-43.649566666666665,1.309487,1.3112095295996746,0.0,2.491,12.006,4.2455,1.2455,3.0,2,0,2,0,5.0,0,BIAS_DANGEROUS_BLOCK
UNDERSTOCKED|STABLE_BASE_DEMAND|OVERNIGHT_REPLENISHMENT|HIGH_CONVEXITY|CAPITAL_EFFICIENT|BASKET_TRUST_STRONG|NO|LOW|LOW,UNDERSTOCKED,STABLE_BASE_DEMAND,OVERNIGHT_REPLENISHMENT,HIGH_CONVEXITY,CAPITAL_EFFICIENT,BASKET_TRUST_STRONG,NO,LOW,LOW,2,2.0,4.0233099999999995,1.0116549999999997,101.16549999999998,1.0116549999999997,1.0627844071122796,0.0,0.0,0.0,2.6784999999999997,0.1785,2.5,0,0,0,0,5.0,0,BIAS_DANGEROUS_BLOCK
UNDERSTOCKED|STABLE_BASE_DEMAND|UNKNOWN_REPLENISHMENT|NORMAL|CAPITAL_EFFICIENT|BASKET_TRUST_STRONG|NO|MEDIUM|LOW,UNDERSTOCKED,STABLE_BASE_DEMAND,UNKNOWN_REPLENISHMENT,NORMAL,CAPITAL_EFFICIENT,BASKET_TRUST_STRONG,NO,MEDIUM,LOW,2,5.0,6.942876,0.3885752000000001,38.85752,0.9714380000000002,0.9881406909286756,0.0,0.077,0.371,1.7974999999999999,0.8744999999999999,0.923,0,0,0,0,5.0,0,BIAS_DANGEROUS_BLOCK
OVERSTOCKED|STABLE_BASE_DEMAND|LONG_LEAD_COSMETICS|HIGH_CONVEXITY|CAPITAL_EFFICIENT|BASKET_TRUST_STRONG|YES|MEDIUM|LOW,OVERSTOCKED,STABLE_BASE_DEMAND,LONG_LEAD_COSMETICS,HIGH_CONVEXITY,CAPITAL_EFFICIENT,BASKET_TRUST_STRONG,YES,MEDIUM,LOW,2,4.0,5.208671,0.30216774999999996,30.216774999999995,0.6043354999999999,0.7901838147181325,0.0,0.0,0.0,1.3570000000000002,0.643,0.714,2,0,2,0,5.0,0,BIAS_DANGEROUS_BLOCK
