current_model_wape,stock_outcome_wape,baseline_wape,current_model_bias_pct,stock_outcome_bias_pct,current_end_stock_success_rate,stock_outcome_end_stock_success_rate,stock_outcome_success_improvement_pct_points,start_soh_compliance_rate,release_ready_rows,limited_release_rows,unsafe_rows,economic_value_proxy,recommendation,primary_blocker,notes
0.6705042144304575,0.6750660935421146,1.0825491556647222,-25.381964871558697,-23.62235185753761,0.0,5.433680787988907,5.433680787988907,23.157693411112174,4624,0,46728,-516410.732,NO_RELEASE,stock_outcome_cash_tie_up_explosion,phase5h_blocks_full_customer_release_by_default
